Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
11:29:05.541 AM 2026-08-25 	 69.319866 	 68.826523 	 293.853796 	 296.788684 	 -66462.551310 	 -66462.551310 	 296.072253 	 296.105643
11:29:10.650 AM 2026-08-25 	 69.993408 	 68.266829 	 293.853030 	 296.791751 	 -66462.600533 	 -66462.600533 	 296.049879 	 296.095498
11:29:15.740 AM 2026-08-25 	 69.699284 	 68.527281 	 293.853030 	 296.788838 	 -66462.428252 	 -66462.428252 	 296.068459 	 296.099027
11:29:20.857 AM 2026-08-25 	 69.386540 	 68.218971 	 293.852724 	 296.783471 	 -66462.323654 	 -66462.323654 	 296.061918 	 296.126816
11:29:25.982 AM 2026-08-25 	 69.886728 	 67.770359 	 293.853337 	 296.777644 	 -66462.126767 	 -66462.126767 	 296.069580 	 296.126013
11:29:31.136 AM 2026-08-25 	 70.189910 	 68.007889 	 293.853030 	 296.770437 	 -66461.905275 	 -66461.905275 	 296.069146 	 296.118055
11:29:36.302 AM 2026-08-25 	 69.584049 	 68.335846 	 293.851193 	 296.764917 	 -66461.659178 	 -66461.659178 	 296.046978 	 296.111878
11:29:41.504 AM 2026-08-25 	 69.353832 	 69.020980 	 293.851652 	 296.759091 	 -66461.431544 	 -66461.431544 	 296.068153 	 296.103895
11:29:46.658 AM 2026-08-25 	 69.246900 	 68.974633 	 293.851499 	 296.757251 	 -66461.148547 	 -66461.148547 	 296.066528 	 296.084399
11:29:51.765 AM 2026-08-25 	 69.715386 	 68.392773 	 293.850121 	 296.754798 	 -66460.871711 	 -66460.871711 	 296.058344 	 296.101610
11:29:56.860 AM 2026-08-25 	 70.041213 	 68.399826 	 293.850580 	 296.747438 	 -66460.502609 	 -66460.502609 	 296.064832 	 296.095401
11:30:01.966 AM 2026-08-25 	 69.295460 	 68.083707 	 293.850121 	 296.745291 	 -66460.145825 	 -66460.145825 	 296.069960 	 296.092534
11:30:07.064 AM 2026-08-25 	 68.961582 	 68.167585 	 293.850274 	 296.743758 	 -66459.795204 	 -66459.795204 	 296.061005 	 296.106152
11:30:12.143 AM 2026-08-25 	 69.087384 	 68.241389 	 293.849967 	 296.740078 	 -66459.444598 	 -66459.444598 	 296.045464 	 296.112716
11:30:17.258 AM 2026-08-25 	 69.808480 	 68.840377 	 293.848283 	 296.734098 	 -66459.014046 	 -66459.014046 	 296.085094 	 296.117542
11:30:22.352 AM 2026-08-25 	 68.895662 	 67.353233 	 293.847976 	 296.730724 	 -66458.601965 	 -66458.601965 	 296.076357 	 296.122444
11:30:27.456 AM 2026-08-25 	 69.937301 	 68.760025 	 293.848589 	 296.732411 	 -66458.109951 	 -66458.109951 	 296.060240 	 296.145829
11:30:32.539 AM 2026-08-25 	 69.857039 	 68.264310 	 293.847823 	 296.733024 	 -66457.642563 	 -66457.642563 	 296.048456 	 296.137808
11:32:07.902 AM 2026-08-25 	 70.029639 	 68.773375 	 293.847823 	 296.756791 	 -66453.594975 	 -66453.594975 	 296.085550 	 296.141980
11:32:12.986 AM 2026-08-25 	 70.134558 	 69.333069 	 293.848895 	 296.757711 	 -66453.601121 	 -66453.601121 	 296.082283 	 296.157052
11:37:33.262 AM 2026-08-25 	 69.723941 	 68.068846 	 293.850121 	 296.731184 	 -66455.538087 	 -66455.538087 	 296.074669 	 296.134863
11:37:38.353 AM 2026-08-25 	 69.641163 	 68.083203 	 293.850274 	 296.729651 	 -66455.538087 	 -66455.538087 	 296.066674 	 296.125928
11:37:43.522 AM 2026-08-25 	 68.992026 	 68.581940 	 293.850274 	 296.728118 	 -66455.587285 	 -66455.587285 	 296.080043 	 296.110611
11:37:48.658 AM 2026-08-25 	 69.543793 	 68.885465 	 293.849814 	 296.723058 	 -66455.531937 	 -66455.531937 	 296.089693 	 296.134838
11:37:54.086 AM 2026-08-25 	 69.935539 	 68.136351 	 293.849661 	 296.719378 	 -66455.347445 	 -66455.347445 	 296.094583 	 296.124210
11:37:59.234 AM 2026-08-25 	 69.548321 	 68.515190 	 293.849355 	 296.722598 	 -66455.304398 	 -66455.304398 	 296.070893 	 296.140963
11:39:46.191 AM 2026-08-25 	 70.416605 	 68.819218 	 293.663284 	 296.668166 	 -66458.574111 	 -66458.574111 	 296.094585 	 296.158538
11:39:51.282 AM 2026-08-25 	 69.219727 	 67.996554 	 293.655474 	 296.665712 	 -66459.103041 	 -66459.103041 	 296.100506 	 296.172922
11:39:56.402 AM 2026-08-25 	 69.331188 	 69.231810 	 293.646898 	 296.663259 	 -66459.552040 	 -66459.552040 	 296.093403 	 296.150773
