Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:04.747 AM 2026-09-09 	 152.851477 	 152.116656 	 302.831767 	 295.900693 	 -66364.715437 	 303.230782 	 295.782681 	 295.711617
12:00:09.876 AM 2026-09-09 	 153.675227 	 152.024717 	 302.831460 	 295.900693 	 -66364.861543 	 303.236930 	 295.782337 	 295.719745
12:00:14.976 AM 2026-09-09 	 153.282473 	 152.601288 	 302.831767 	 295.902226 	 -66364.934597 	 303.205256 	 295.803812 	 295.703571
12:00:20.083 AM 2026-09-09 	 154.484132 	 152.059981 	 302.830999 	 295.902686 	 -66364.946773 	 303.202989 	 295.767627 	 295.716799
12:00:25.202 AM 2026-09-09 	 154.187491 	 151.833283 	 302.828542 	 295.902840 	 -66365.007652 	 303.216206 	 295.776346 	 295.693515
12:00:30.352 AM 2026-09-09 	 153.368019 	 152.044616 	 302.827007 	 295.902533 	 -66365.074619 	 303.216939 	 295.782267 	 295.731912
12:00:35.439 AM 2026-09-09 	 153.789958 	 151.925221 	 302.827774 	 295.904986 	 -66365.135499 	 303.223671 	 295.786752 	 295.705804
12:00:40.580 AM 2026-09-09 	 153.373051 	 152.352675 	 302.827314 	 295.904679 	 -66365.105059 	 303.235594 	 295.792274 	 295.721682
12:00:45.717 AM 2026-09-09 	 152.903307 	 152.405823 	 302.830385 	 295.904986 	 -66365.105059 	 303.243933 	 295.792274 	 295.695325
12:00:50.834 AM 2026-09-09 	 153.308892 	 152.041594 	 302.828696 	 295.905905 	 -66365.092883 	 303.237861 	 295.784224 	 295.710807
12:00:55.974 AM 2026-09-09 	 153.267126 	 152.237562 	 302.829310 	 295.907132 	 -66365.019828 	 303.210232 	 295.771220 	 295.739689
12:01:01.105 AM 2026-09-09 	 152.774234 	 152.561993 	 302.830846 	 295.909738 	 -66364.989388 	 303.224009 	 295.772036 	 295.728269
12:01:06.269 AM 2026-09-09 	 153.808073 	 151.940839 	 302.831307 	 295.911271 	 -66364.977213 	 303.224887 	 295.781869 	 295.722571
12:01:11.403 AM 2026-09-09 	 154.128113 	 152.558467 	 302.831767 	 295.910964 	 -66365.068531 	 303.260001 	 295.792595 	 295.732828
12:01:16.539 AM 2026-09-09 	 152.839651 	 152.203305 	 302.834224 	 295.911731 	 -66365.117235 	 303.236106 	 295.771618 	 295.710907
12:01:21.640 AM 2026-09-09 	 152.893494 	 152.489701 	 302.832842 	 295.912037 	 -66365.068531 	 303.223864 	 295.797772 	 295.714002
12:01:26.739 AM 2026-09-09 	 153.459602 	 151.742603 	 302.830692 	 295.911884 	 -66365.129411 	 303.219476 	 295.779668 	 295.713781
12:01:31.850 AM 2026-09-09 	 153.712715 	 151.946884 	 302.829003 	 295.912190 	 -66365.220731 	 303.260613 	 295.789453 	 295.718390
12:01:36.994 AM 2026-09-09 	 152.921926 	 152.947885 	 302.829771 	 295.912344 	 -66365.318141 	 303.147955 	 295.780439 	 295.730084
12:01:42.101 AM 2026-09-09 	 153.412804 	 152.283154 	 302.828235 	 295.913263 	 -66365.348581 	 303.150395 	 295.766446 	 295.722207
12:01:47.240 AM 2026-09-09 	 153.086223 	 151.729001 	 302.828849 	 295.914337 	 -66365.482521 	 303.155568 	 295.789582 	 295.731697
12:01:52.352 AM 2026-09-09 	 153.647299 	 151.717666 	 302.828696 	 295.916176 	 -66365.622551 	 303.151034 	 295.778861 	 295.720974
12:01:57.540 AM 2026-09-09 	 153.927585 	 153.027985 	 302.829617 	 295.917862 	 -66365.750407 	 303.154329 	 295.760559 	 295.722909
12:02:02.655 AM 2026-09-09 	 153.970357 	 151.193236 	 302.830846 	 295.917556 	 -66365.829556 	 303.162062 	 295.802295 	 295.713820
12:02:07.815 AM 2026-09-09 	 153.748192 	 151.703560 	 302.831153 	 295.920008 	 -66365.914795 	 303.145724 	 295.793232 	 295.724523
12:02:12.946 AM 2026-09-09 	 153.017283 	 152.169804 	 302.833610 	 295.921388 	 -66365.933060 	 303.119847 	 295.776836 	 295.746247
