Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.141 AM 2026-08-09 	 1.156197 	 0.567022 	 295.811477 	 295.611750 	 -66294.631053 	 -66294.631053 	 295.470019 	 295.346627
12:00:06.278 AM 2026-08-09 	 2.784323 	 0.632765 	 295.812397 	 295.609604 	 -66294.721703 	 -66294.721703 	 295.482633 	 295.334281
12:00:11.439 AM 2026-08-09 	 1.797283 	 0.558710 	 295.812856 	 295.610984 	 -66294.969481 	 -66294.969481 	 295.475172 	 295.354137
12:00:16.549 AM 2026-08-09 	 1.798037 	 1.041326 	 295.812090 	 295.611750 	 -66295.078264 	 -66295.078264 	 295.491157 	 295.344691
12:00:21.656 AM 2026-08-09 	 2.284639 	 0.774326 	 295.811324 	 295.610984 	 -66295.344183 	 -66295.344183 	 295.477177 	 295.338244
12:00:26.813 AM 2026-08-09 	 1.418871 	 0.319417 	 295.812090 	 295.612516 	 -66295.307921 	 -66295.307921 	 295.493980 	 295.335740
12:00:31.937 AM 2026-08-09 	 2.174940 	 0.275588 	 295.811324 	 295.614356 	 -66295.507364 	 -66295.507364 	 295.483496 	 295.336557
12:00:37.076 AM 2026-08-09 	 2.754634 	 -0.058415 	 295.811937 	 295.616348 	 -66295.513408 	 -66295.513408 	 295.493409 	 295.340350
12:00:42.216 AM 2026-08-09 	 1.881570 	 0.596493 	 295.811784 	 295.616348 	 -66295.682636 	 -66295.682636 	 295.495044 	 295.339630
12:00:47.371 AM 2026-08-09 	 1.211550 	 0.147881 	 295.811784 	 295.617268 	 -66295.839780 	 -66295.839780 	 295.492391 	 295.347810
12:00:52.518 AM 2026-08-09 	 1.618393 	 1.924696 	 295.812090 	 295.618801 	 -66295.857912 	 -66295.857912 	 295.475043 	 295.338464
12:00:57.653 AM 2026-08-09 	 1.952522 	 0.484151 	 295.812397 	 295.619874 	 -66295.882088 	 -66295.882088 	 295.490210 	 295.347983
12:01:02.773 AM 2026-08-09 	 1.902705 	 0.738054 	 295.813163 	 295.619107 	 -66295.942528 	 -66295.942528 	 295.484336 	 295.343050
12:01:07.911 AM 2026-08-09 	 1.767342 	 0.955181 	 295.812397 	 295.616962 	 -66295.966705 	 -66295.966705 	 295.490086 	 295.324778
12:01:13.057 AM 2026-08-09 	 1.917549 	 0.342338 	 295.811017 	 295.615122 	 -66296.063411 	 -66296.063411 	 295.467408 	 295.328472
12:01:18.185 AM 2026-08-09 	 2.828605 	 0.980873 	 295.812243 	 295.614049 	 -66296.051322 	 -66296.051322 	 295.490903 	 295.332661
12:01:23.310 AM 2026-08-09 	 2.052912 	 0.902788 	 295.811324 	 295.614049 	 -66296.081543 	 -66296.081543 	 295.479255 	 295.334198
12:01:28.426 AM 2026-08-09 	 1.293321 	 0.744099 	 295.811324 	 295.613283 	 -66296.196383 	 -66296.196383 	 295.500914 	 295.314414
