Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:01.141 AM 2026-08-09 	 4.015796 	 297.647000 	 44.546000 	 -96.975801 	 4.010681 	 297.647000 	 44.546000 	 -96.975801 	 108.867925 	 108.782031 	 298.387374
12:00:06.278 AM 2026-08-09 	 4.034683 	 297.647000 	 44.546000 	 -96.413880 	 4.011443 	 297.647000 	 44.546000 	 -96.413880 	 108.868282 	 108.781197 	 298.387744
12:00:11.439 AM 2026-08-09 	 4.023233 	 297.647000 	 44.546000 	 -96.746256 	 4.010584 	 297.647000 	 44.546000 	 -96.746256 	 108.868461 	 108.781733 	 298.388753
12:00:16.549 AM 2026-08-09 	 4.023241 	 297.647000 	 44.546000 	 -96.034203 	 4.016178 	 297.647000 	 44.546000 	 -96.034203 	 108.868163 	 108.782031 	 298.389197
12:00:21.656 AM 2026-08-09 	 4.028886 	 297.647000 	 44.546000 	 -96.656931 	 4.013084 	 297.647000 	 44.546000 	 -96.656931 	 108.867866 	 108.781733 	 298.390280
12:00:26.813 AM 2026-08-09 	 4.018843 	 297.647000 	 44.546000 	 -95.908410 	 4.007810 	 297.647000 	 44.546000 	 -95.908410 	 108.868163 	 108.782328 	 298.390133
12:00:31.937 AM 2026-08-09 	 4.027614 	 297.647000 	 44.546000 	 -96.375451 	 4.007302 	 297.647000 	 44.546000 	 -96.375451 	 108.867866 	 108.783043 	 298.390945
12:00:37.076 AM 2026-08-09 	 4.034338 	 297.647000 	 44.546000 	 -95.933856 	 4.003431 	 297.647000 	 44.546000 	 -95.933856 	 108.868104 	 108.783818 	 298.390970
12:00:42.216 AM 2026-08-09 	 4.024210 	 297.647000 	 44.546000 	 -95.861037 	 4.011022 	 297.647000 	 44.546000 	 -95.861037 	 108.868044 	 108.783818 	 298.391660
12:00:47.371 AM 2026-08-09 	 4.016438 	 297.647000 	 44.546000 	 -95.979203 	 4.005822 	 297.647000 	 44.546000 	 -95.979203 	 108.868044 	 108.784175 	 298.392300
12:00:52.518 AM 2026-08-09 	 4.021158 	 297.647000 	 44.546000 	 -96.752010 	 4.026418 	 297.647000 	 44.546000 	 -96.752010 	 108.868163 	 108.784771 	 298.392374
12:00:57.653 AM 2026-08-09 	 4.025034 	 297.647000 	 44.546000 	 -96.076365 	 4.009720 	 297.647000 	 44.546000 	 -96.076365 	 108.868282 	 108.785188 	 298.392472
12:01:02.773 AM 2026-08-09 	 4.024456 	 297.647000 	 44.546000 	 -96.338027 	 4.012663 	 297.647000 	 44.546000 	 -96.338027 	 108.868580 	 108.784890 	 298.392719
12:01:07.911 AM 2026-08-09 	 4.022885 	 297.647000 	 44.546000 	 -96.081906 	 4.015180 	 297.647000 	 44.546000 	 -96.081906 	 108.868282 	 108.784056 	 298.392817
12:01:13.057 AM 2026-08-09 	 4.024628 	 297.647000 	 44.546000 	 -97.092104 	 4.008076 	 297.647000 	 44.546000 	 -97.092104 	 108.867746 	 108.783341 	 298.393211
12:01:18.185 AM 2026-08-09 	 4.035196 	 297.647000 	 44.546000 	 -96.045496 	 4.015478 	 297.647000 	 44.546000 	 -96.045496 	 108.868223 	 108.782924 	 298.393162
12:01:23.310 AM 2026-08-09 	 4.026198 	 297.647000 	 44.546000 	 -96.564383 	 4.014573 	 297.647000 	 44.546000 	 -96.564383 	 108.867866 	 108.782924 	 298.393285
12:01:28.426 AM 2026-08-09 	 4.017387 	 297.647000 	 44.546000 	 -95.599527 	 4.012733 	 297.647000 	 44.546000 	 -95.599527 	 108.867866 	 108.782626 	 298.393753
12:01:33.559 AM 2026-08-09 	 4.014421 	 297.647000 	 44.546000 	 -96.809542 	 4.018094 	 297.647000 	 44.546000 	 -96.809542 	 108.868044 	 108.782745 	 298.394369
12:01:38.690 AM 2026-08-09 	 4.019719 	 297.647000 	 44.546000 	 -96.783081 	 4.010832 	 297.647000 	 44.546000 	 -96.783081 	 108.868282 	 108.782567 	 298.394960
12:01:43.813 AM 2026-08-09 	 4.025165 	 297.647000 	 44.546000 	 -96.636274 	 4.005457 	 297.647000 	 44.546000 	 -96.636274 	 108.868104 	 108.782924 	 298.395428
12:01:48.974 AM 2026-08-09 	 4.030559 	 297.647000 	 44.546000 	 -95.748672 	 4.008827 	 297.647000 	 44.546000 	 -95.748672 	 108.867925 	 108.782865 	 298.395576
12:01:54.112 AM 2026-08-09 	 4.022337 	 297.647000 	 44.546000 	 -95.941917 	 4.005428 	 297.647000 	 44.546000 	 -95.941917 	 108.868282 	 108.783162 	 298.396413
12:01:59.244 AM 2026-08-09 	 4.024619 	 297.647000 	 44.546000 	 -96.817427 	 4.017428 	 297.647000 	 44.546000 	 -96.817427 	 108.868402 	 108.783460 	 298.397004
12:02:04.366 AM 2026-08-09 	 4.023023 	 297.647000 	 44.546000 	 -96.502808 	 4.013770 	 297.647000 	 44.546000 	 -96.502808 	 108.868402 	 108.783460 	 298.397472
12:02:09.485 AM 2026-08-09 	 4.026484 	 297.647000 	 44.546000 	 -96.473038 	 4.011075 	 297.647000 	 44.546000 	 -96.473038 	 108.868223 	 108.782388 	 298.398137
12:02:14.637 AM 2026-08-09 	 4.026595 	 297.647000 	 44.546000 	 -96.277664 	 4.008584 	 297.647000 	 44.546000 	 -96.277664 	 108.868163 	 108.782150 	 298.398753
12:02:19.769 AM 2026-08-09 	 4.034414 	 297.647000 	 44.546000 	 -96.919108 	 4.006450 	 297.647000 	 44.546000 	 -96.919108 	 108.868402 	 108.781673 	 298.398950
12:02:24.938 AM 2026-08-09 	 4.019721 	 297.647000 	 44.546000 	 -96.457654 	 4.014249 	 297.647000 	 44.546000 	 -96.457654 	 108.868640 	 108.781495 	 298.399418
12:02:30.061 AM 2026-08-09 	 4.017346 	 297.647000 	 44.546000 	 -96.457680 	 4.013428 	 297.647000 	 44.546000 	 -96.457680 	 108.868402 	 108.781435 	 298.399886
12:02:35.211 AM 2026-08-09 	 4.024015 	 297.647000 	 44.546000 	 -95.900178 	 4.008932 	 297.647000 	 44.546000 	 -95.900178 	 108.868580 	 108.780363 	 298.400157
12:02:40.347 AM 2026-08-09 	 4.028793 	 297.647000 	 44.546000 	 -97.016324 	 4.004260 	 297.647000 	 44.546000 	 -97.016324 	 108.868640 	 108.780899 	 298.400059
12:02:45.500 AM 2026-08-09 	 4.019573 	 297.647000 	 44.546000 	 -96.281050 	 4.010427 	 297.647000 	 44.546000 	 -96.281050 	 108.868044 	 108.780303 	 298.400083
12:02:50.661 AM 2026-08-09 	 4.023481 	 297.647000 	 44.546000 	 -96.802148 	 4.008654 	 297.647000 	 44.546000 	 -96.802148 	 108.868044 	 108.780899 	 298.400157
12:02:55.787 AM 2026-08-09 	 4.030328 	 297.647000 	 44.546000 	 -96.017185 	 4.018987 	 297.647000 	 44.546000 	 -96.017185 	 108.868699 	 108.780482 	 298.399886
12:03:00.918 AM 2026-08-09 	 4.021368 	 297.647000 	 44.546000 	 -95.978542 	 4.009437 	 297.647000 	 44.546000 	 -95.978542 	 108.868223 	 108.780601 	 298.399812
12:03:06.054 AM 2026-08-09 	 4.025226 	 297.647000 	 44.546000 	 -96.215891 	 4.020254 	 297.647000 	 44.546000 	 -96.215891 	 108.868104 	 108.781375 	 298.399665
12:03:11.189 AM 2026-08-09 	 4.034020 	 297.647000 	 44.546000 	 -95.958643 	 4.013726 	 297.647000 	 44.546000 	 -95.958643 	 108.868580 	 108.780780 	 298.399320
12:03:16.295 AM 2026-08-09 	 4.027010 	 297.647000 	 44.546000 	 -96.780017 	 4.012727 	 297.647000 	 44.546000 	 -96.780017 	 108.868461 	 108.781435 	 298.399246
12:03:21.440 AM 2026-08-09 	 4.025690 	 297.647000 	 44.546000 	 -96.892644 	 4.012281 	 297.647000 	 44.546000 	 -96.892644 	 108.868580 	 108.781792 	 298.399541
12:03:26.579 AM 2026-08-09 	 4.041685 	 297.647000 	 44.546000 	 -96.469835 	 4.012158 	 297.647000 	 44.546000 	 -96.469835 	 108.868580 	 108.781971 	 298.400083
12:03:31.756 AM 2026-08-09 	 4.021943 	 297.647000 	 44.546000 	 -97.046123 	 4.013267 	 297.647000 	 44.546000 	 -97.046123 	 108.867925 	 108.782269 	 298.399862
12:03:36.893 AM 2026-08-09 	 4.035220 	 297.647000 	 44.546000 	 -96.834177 	 4.008771 	 297.647000 	 44.546000 	 -96.834177 	 108.868461 	 108.782031 	 298.400379
12:03:42.006 AM 2026-08-09 	 4.024167 	 297.647000 	 44.546000 	 -95.915666 	 4.007343 	 297.647000 	 44.546000 	 -95.915666 	 108.868044 	 108.782150 	 298.400748
12:03:47.107 AM 2026-08-09 	 4.031201 	 297.647000 	 44.546000 	 -96.741475 	 4.007060 	 297.647000 	 44.546000 	 -96.741475 	 108.868342 	 108.781733 	 298.401044
12:03:52.249 AM 2026-08-09 	 4.028139 	 297.647000 	 44.546000 	 -98.047592 	 4.017171 	 297.647000 	 44.546000 	 -98.047592 	 108.868580 	 108.781316 	 298.401389
12:03:57.343 AM 2026-08-09 	 4.022856 	 297.647000 	 44.546000 	 -96.829841 	 4.007562 	 297.647000 	 44.546000 	 -96.829841 	 108.868044 	 108.781673 	 298.401882
12:04:02.442 AM 2026-08-09 	 4.026569 	 297.647000 	 44.546000 	 -95.973179 	 3.999831 	 297.647000 	 44.546000 	 -95.973179 	 108.867925 	 108.781375 	 298.402744
12:04:07.572 AM 2026-08-09 	 4.023951 	 297.647000 	 44.546000 	 -96.033901 	 4.003615 	 297.647000 	 44.546000 	 -96.033901 	 108.868402 	 108.781852 	 298.402793
12:04:12.727 AM 2026-08-09 	 4.023936 	 297.647000 	 44.546000 	 -95.635390 	 4.012973 	 297.647000 	 44.546000 	 -95.635390 	 108.868044 	 108.781614 	 298.403261
