Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:03.028 AM 2026-09-11 	 5.698821 	 297.647000 	 44.546000 	 -76.899682 	 5.687344 	 297.647000 	 44.546000 	 -76.899682 	 111.588507 	 108.825037 	 298.593297
12:00:08.119 AM 2026-09-11 	 5.689125 	 297.647000 	 44.546000 	 -77.034207 	 5.687335 	 297.647000 	 44.546000 	 -77.034207 	 111.585767 	 108.821642 	 298.593569
12:00:13.240 AM 2026-09-11 	 5.693763 	 297.647000 	 44.546000 	 -76.810255 	 5.690567 	 297.647000 	 44.546000 	 -76.810255 	 111.582372 	 108.817532 	 298.593891
12:00:18.385 AM 2026-09-11 	 5.686834 	 297.647000 	 44.546000 	 -76.521157 	 5.680056 	 297.647000 	 44.546000 	 -76.521157 	 111.579573 	 108.812647 	 298.594732
12:00:23.462 AM 2026-09-11 	 5.697213 	 297.647000 	 44.546000 	 -78.112784 	 5.670818 	 297.647000 	 44.546000 	 -78.112784 	 111.575999 	 108.809550 	 298.594757
12:00:28.633 AM 2026-09-11 	 5.683084 	 297.647000 	 44.546000 	 -77.577711 	 5.680809 	 297.647000 	 44.546000 	 -77.577711 	 111.573319 	 108.806393 	 298.595474
12:00:33.808 AM 2026-09-11 	 5.705304 	 297.647000 	 44.546000 	 -77.183884 	 5.671422 	 297.647000 	 44.546000 	 -77.183884 	 111.571235 	 108.806155 	 298.595845
12:00:38.896 AM 2026-09-11 	 5.693553 	 297.647000 	 44.546000 	 -77.191562 	 5.685259 	 297.647000 	 44.546000 	 -77.191562 	 111.570163 	 108.805738 	 298.596142
12:00:44.015 AM 2026-09-11 	 5.689785 	 297.647000 	 44.546000 	 -77.083389 	 5.680234 	 297.647000 	 44.546000 	 -77.083389 	 111.569329 	 108.805142 	 298.596686
12:00:49.137 AM 2026-09-11 	 5.692581 	 297.647000 	 44.546000 	 -78.443343 	 5.679408 	 297.647000 	 44.546000 	 -78.443343 	 111.568912 	 108.804963 	 298.597205
12:00:54.272 AM 2026-09-11 	 5.691306 	 297.647000 	 44.546000 	 -77.387715 	 5.676593 	 297.647000 	 44.546000 	 -77.387715 	 111.569031 	 108.805082 	 298.597378
12:00:59.396 AM 2026-09-11 	 5.691516 	 297.647000 	 44.546000 	 -76.718136 	 5.664794 	 297.647000 	 44.546000 	 -76.718136 	 111.569388 	 108.805202 	 298.597824
12:01:04.508 AM 2026-09-11 	 5.689531 	 297.647000 	 44.546000 	 -76.813996 	 5.676441 	 297.647000 	 44.546000 	 -76.813996 	 111.570937 	 108.805380 	 298.598491
12:01:09.644 AM 2026-09-11 	 5.691548 	 297.647000 	 44.546000 	 -76.130118 	 5.676371 	 297.647000 	 44.546000 	 -76.130118 	 111.572128 	 108.806095 	 298.598788
12:01:14.749 AM 2026-09-11 	 5.695780 	 297.647000 	 44.546000 	 -76.979365 	 5.671697 	 297.647000 	 44.546000 	 -76.979365 	 111.573915 	 108.807405 	 298.599011
12:01:19.850 AM 2026-09-11 	 5.686674 	 297.647000 	 44.546000 	 -78.015052 	 5.673635 	 297.647000 	 44.546000 	 -78.015052 	 111.575761 	 108.808001 	 298.599283
12:01:24.963 AM 2026-09-11 	 5.695433 	 297.647000 	 44.546000 	 -76.977011 	 5.679706 	 297.647000 	 44.546000 	 -76.977011 	 111.576774 	 108.809014 	 298.600000
12:01:30.095 AM 2026-09-11 	 5.698092 	 297.647000 	 44.546000 	 -77.205393 	 5.672248 	 297.647000 	 44.546000 	 -77.205393 	 111.578322 	 108.811039 	 298.599580
12:01:35.210 AM 2026-09-11 	 5.694277 	 297.647000 	 44.546000 	 -77.046522 	 5.682316 	 297.647000 	 44.546000 	 -77.046522 	 111.579454 	 108.812290 	 298.599852
12:01:40.368 AM 2026-09-11 	 5.688889 	 297.647000 	 44.546000 	 -77.443597 	 5.678538 	 297.647000 	 44.546000 	 -77.443597 	 111.580883 	 108.812707 	 298.599877
12:01:45.475 AM 2026-09-11 	 5.693457 	 297.647000 	 44.546000 	 -77.919047 	 5.689671 	 297.647000 	 44.546000 	 -77.919047 	 111.582432 	 108.813422 	 298.599555
12:01:50.609 AM 2026-09-11 	 5.696936 	 297.647000 	 44.546000 	 -77.919117 	 5.686094 	 297.647000 	 44.546000 	 -77.919117 	 111.583861 	 108.813958 	 298.599085
12:01:55.737 AM 2026-09-11 	 5.694668 	 297.647000 	 44.546000 	 -77.400717 	 5.674587 	 297.647000 	 44.546000 	 -77.400717 	 111.585053 	 108.814672 	 298.598961
12:02:00.860 AM 2026-09-11 	 5.685719 	 297.647000 	 44.546000 	 -77.442770 	 5.676567 	 297.647000 	 44.546000 	 -77.442770 	 111.586244 	 108.814553 	 298.598021
12:02:05.977 AM 2026-09-11 	 5.686189 	 297.647000 	 44.546000 	 -77.051159 	 5.674015 	 297.647000 	 44.546000 	 -77.051159 	 111.587316 	 108.814911 	 298.598343
12:02:11.097 AM 2026-09-11 	 5.691379 	 297.647000 	 44.546000 	 -77.901619 	 5.671259 	 297.647000 	 44.546000 	 -77.901619 	 111.588448 	 108.815804 	 298.598071
12:02:16.293 AM 2026-09-11 	 5.692140 	 297.647000 	 44.546000 	 -76.744625 	 5.678672 	 297.647000 	 44.546000 	 -76.744625 	 111.589996 	 108.814553 	 298.597700
12:02:21.428 AM 2026-09-11 	 5.691746 	 297.647000 	 44.546000 	 -76.878111 	 5.679562 	 297.647000 	 44.546000 	 -76.878111 	 111.590234 	 108.813660 	 298.597527
12:02:26.574 AM 2026-09-11 	 5.702365 	 297.647000 	 44.546000 	 -77.684436 	 5.684657 	 297.647000 	 44.546000 	 -77.684436 	 111.590413 	 108.812528 	 298.597304
12:02:31.732 AM 2026-09-11 	 5.691600 	 297.647000 	 44.546000 	 -77.570934 	 5.677288 	 297.647000 	 44.546000 	 -77.570934 	 111.588864 	 108.811694 	 298.596562
12:02:36.834 AM 2026-09-11 	 5.684695 	 297.647000 	 44.546000 	 -77.138582 	 5.674307 	 297.647000 	 44.546000 	 -77.138582 	 111.588567 	 108.810086 	 298.596389
12:02:42.020 AM 2026-09-11 	 5.690970 	 297.647000 	 44.546000 	 -76.987527 	 5.679043 	 297.647000 	 44.546000 	 -76.987527 	 111.588150 	 108.809669 	 298.596018
12:02:47.149 AM 2026-09-11 	 5.691662 	 297.647000 	 44.546000 	 -77.804854 	 5.680216 	 297.647000 	 44.546000 	 -77.804854 	 111.587852 	 108.809371 	 298.596018
12:02:52.349 AM 2026-09-11 	 5.693638 	 297.647000 	 44.546000 	 -77.221440 	 5.671513 	 297.647000 	 44.546000 	 -77.221440 	 111.586363 	 108.807882 	 298.595474
12:02:57.523 AM 2026-09-11 	 5.701971 	 297.647000 	 44.546000 	 -77.273313 	 5.674240 	 297.647000 	 44.546000 	 -77.273313 	 111.585112 	 108.805082 	 298.595251
12:03:02.622 AM 2026-09-11 	 5.691414 	 297.647000 	 44.546000 	 -77.562287 	 5.679726 	 297.647000 	 44.546000 	 -77.562287 	 111.583325 	 108.802819 	 298.595350
12:03:07.760 AM 2026-09-11 	 5.690281 	 297.647000 	 44.546000 	 -77.178488 	 5.684167 	 297.647000 	 44.546000 	 -77.178488 	 111.581360 	 108.800794 	 298.595029
12:03:12.905 AM 2026-09-11 	 5.692730 	 297.647000 	 44.546000 	 -77.685818 	 5.679355 	 297.647000 	 44.546000 	 -77.685818 	 111.580109 	 108.799066 	 298.595400
12:03:18.026 AM 2026-09-11 	 5.684928 	 297.647000 	 44.546000 	 -76.907089 	 5.675884 	 297.647000 	 44.546000 	 -76.907089 	 111.579514 	 108.798471 	 298.595474
12:03:23.096 AM 2026-09-11 	 5.685179 	 297.647000 	 44.546000 	 -77.577711 	 5.673691 	 297.647000 	 44.546000 	 -77.577711 	 111.579216 	 108.797518 	 298.595474
12:03:28.206 AM 2026-09-11 	 5.694858 	 297.647000 	 44.546000 	 -77.210306 	 5.677203 	 297.647000 	 44.546000 	 -77.210306 	 111.579930 	 108.798173 	 298.596191
12:03:33.346 AM 2026-09-11 	 5.687993 	 297.647000 	 44.546000 	 -77.563257 	 5.688535 	 297.647000 	 44.546000 	 -77.563257 	 111.580169 	 108.798173 	 298.596265
12:03:38.472 AM 2026-09-11 	 5.683399 	 297.647000 	 44.546000 	 -77.055793 	 5.670196 	 297.647000 	 44.546000 	 -77.055793 	 111.579871 	 108.798411 	 298.596834
12:03:43.577 AM 2026-09-11 	 5.701670 	 297.647000 	 44.546000 	 -77.519060 	 5.680900 	 297.647000 	 44.546000 	 -77.519060 	 111.580169 	 108.799245 	 298.596785
12:03:48.668 AM 2026-09-11 	 5.689368 	 297.647000 	 44.546000 	 -77.538911 	 5.680219 	 297.647000 	 44.546000 	 -77.538911 	 111.580407 	 108.799841 	 298.596809
12:03:53.753 AM 2026-09-11 	 5.697648 	 297.647000 	 44.546000 	 -77.848845 	 5.674888 	 297.647000 	 44.546000 	 -77.848845 	 111.581003 	 108.799960 	 298.596908
12:03:58.912 AM 2026-09-11 	 5.692546 	 297.647000 	 44.546000 	 -78.562521 	 5.687831 	 297.647000 	 44.546000 	 -78.562521 	 111.581955 	 108.800377 	 298.596884
12:04:04.019 AM 2026-09-11 	 5.692035 	 297.647000 	 44.546000 	 -77.544444 	 5.687516 	 297.647000 	 44.546000 	 -77.544444 	 111.583087 	 108.800675 	 298.596686
12:04:09.141 AM 2026-09-11 	 5.695205 	 297.647000 	 44.546000 	 -78.393817 	 5.671796 	 297.647000 	 44.546000 	 -78.393817 	 111.584040 	 108.801211 	 298.596438
12:04:14.281 AM 2026-09-11 	 5.690118 	 297.647000 	 44.546000 	 -77.989046 	 5.674762 	 297.647000 	 44.546000 	 -77.989046 	 111.585350 	 108.801985 	 298.596117
12:04:19.448 AM 2026-09-11 	 5.678849 	 297.647000 	 44.546000 	 -77.619626 	 5.679279 	 297.647000 	 44.546000 	 -77.619626 	 111.586601 	 108.803593 	 298.595474
12:04:24.590 AM 2026-09-11 	 5.694052 	 297.647000 	 44.546000 	 -77.767502 	 5.686441 	 297.647000 	 44.546000 	 -77.767502 	 111.587435 	 108.803891 	 298.594979
12:04:29.719 AM 2026-09-11 	 5.690307 	 297.647000 	 44.546000 	 -77.680488 	 5.672844 	 297.647000 	 44.546000 	 -77.680488 	 111.588507 	 108.805082 	 298.594113
12:04:34.907 AM 2026-09-11 	 5.697216 	 297.647000 	 44.546000 	 -77.610005 	 5.677749 	 297.647000 	 44.546000 	 -77.610005 	 111.589579 	 108.805380 	 298.593347
12:04:40.069 AM 2026-09-11 	 5.696305 	 297.647000 	 44.546000 	 -77.513099 	 5.675008 	 297.647000 	 44.546000 	 -77.513099 	 111.590413 	 108.805678 	 298.592234
12:04:45.173 AM 2026-09-11 	 5.691957 	 297.647000 	 44.546000 	 -77.645614 	 5.676298 	 297.647000 	 44.546000 	 -77.645614 	 111.590592 	 108.805619 	 298.591146
12:04:50.293 AM 2026-09-11 	 5.682097 	 297.647000 	 44.546000 	 -77.422896 	 5.674576 	 297.647000 	 44.546000 	 -77.422896 	 111.591009 	 108.805916 	 298.590503
12:04:55.343 AM 2026-09-11 	 5.690141 	 297.647000 	 44.546000 	 -77.810152 	 5.682044 	 297.647000 	 44.546000 	 -77.810152 	 111.591366 	 108.806214 	 298.589810
12:05:00.489 AM 2026-09-11 	 5.685880 	 297.647000 	 44.546000 	 -78.019793 	 5.685072 	 297.647000 	 44.546000 	 -78.019793 	 111.592021 	 108.805976 	 298.589340
12:05:05.588 AM 2026-09-11 	 5.689309 	 297.647000 	 44.546000 	 -78.003327 	 5.673294 	 297.647000 	 44.546000 	 -78.003327 	 111.592676 	 108.806631 	 298.588772
12:05:10.685 AM 2026-09-11 	 5.690915 	 297.647000 	 44.546000 	 -77.762900 	 5.682146 	 297.647000 	 44.546000 	 -77.762900 	 111.593510 	 108.806869 	 298.588524
12:05:15.811 AM 2026-09-11 	 5.692730 	 297.647000 	 44.546000 	 -77.073528 	 5.683145 	 297.647000 	 44.546000 	 -77.073528 	 111.593570 	 108.806929 	 298.588475
12:05:20.930 AM 2026-09-11 	 5.695719 	 297.647000 	 44.546000 	 -77.798306 	 5.683419 	 297.647000 	 44.546000 	 -77.798306 	 111.593451 	 108.807525 	 298.587733
12:05:26.044 AM 2026-09-11 	 5.691922 	 297.647000 	 44.546000 	 -77.489413 	 5.670923 	 297.647000 	 44.546000 	 -77.489413 	 111.593272 	 108.808537 	 298.588079
12:05:31.185 AM 2026-09-11 	 5.684021 	 297.647000 	 44.546000 	 -77.805986 	 5.668248 	 297.647000 	 44.546000 	 -77.805986 	 111.593867 	 108.808954 	 298.588030
12:05:36.341 AM 2026-09-11 	 5.684887 	 297.647000 	 44.546000 	 -78.589238 	 5.681887 	 297.647000 	 44.546000 	 -78.589238 	 111.593272 	 108.809967 	 298.587387
12:05:41.458 AM 2026-09-11 	 5.689120 	 297.647000 	 44.546000 	 -77.888839 	 5.682234 	 297.647000 	 44.546000 	 -77.888839 	 111.592081 	 108.810324 	 298.587115
12:05:46.580 AM 2026-09-11 	 5.681519 	 297.647000 	 44.546000 	 -77.898861 	 5.671510 	 297.647000 	 44.546000 	 -77.898861 	 111.591247 	 108.811039 	 298.586422
12:05:51.709 AM 2026-09-11 	 5.691478 	 297.647000 	 44.546000 	 -77.733477 	 5.672678 	 297.647000 	 44.546000 	 -77.733477 	 111.590651 	 108.812230 	 298.585903
12:05:56.834 AM 2026-09-11 	 5.690404 	 297.647000 	 44.546000 	 -77.948648 	 5.671618 	 297.647000 	 44.546000 	 -77.948648 	 111.589937 	 108.813124 	 298.585309
12:06:01.964 AM 2026-09-11 	 5.678148 	 297.647000 	 44.546000 	 -77.988414 	 5.676108 	 297.647000 	 44.546000 	 -77.988414 	 111.589877 	 108.814732 	 298.584889
12:06:07.100 AM 2026-09-11 	 5.694761 	 297.647000 	 44.546000 	 -78.356868 	 5.667583 	 297.647000 	 44.546000 	 -78.356868 	 111.589103 	 108.815447 	 298.584617
12:06:12.234 AM 2026-09-11 	 5.694455 	 297.647000 	 44.546000 	 -78.578620 	 5.673524 	 297.647000 	 44.546000 	 -78.578620 	 111.589281 	 108.816162 	 298.584345
12:06:17.417 AM 2026-09-11 	 5.693442 	 297.647000 	 44.546000 	 -78.246609 	 5.676897 	 297.647000 	 44.546000 	 -78.246609 	 111.589579 	 108.816996 	 298.584271
12:06:22.587 AM 2026-09-11 	 5.693007 	 297.647000 	 44.546000 	 -77.944412 	 5.675376 	 297.647000 	 44.546000 	 -77.944412 	 111.590115 	 108.818187 	 298.583999
12:06:27.730 AM 2026-09-11 	 5.689878 	 297.647000 	 44.546000 	 -78.075690 	 5.672865 	 297.647000 	 44.546000 	 -78.075690 	 111.590889 	 108.818663 	 298.583875
12:06:32.841 AM 2026-09-11 	 5.700365 	 297.647000 	 44.546000 	 -78.173903 	 5.676231 	 297.647000 	 44.546000 	 -78.173903 	 111.591842 	 108.818842 	 298.583554
12:06:37.962 AM 2026-09-11 	 5.681668 	 297.647000 	 44.546000 	 -78.369101 	 5.671413 	 297.647000 	 44.546000 	 -78.369101 	 111.592140 	 108.818723 	 298.583875
12:06:43.138 AM 2026-09-11 	 5.695441 	 297.647000 	 44.546000 	 -78.096710 	 5.673618 	 297.647000 	 44.546000 	 -78.096710 	 111.591664 	 108.819021 	 298.583405
