Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:03.028 AM 2026-09-11 	 146.239336 	 145.212671 	 302.818714 	 295.722419 	 -66347.261768 	 365.571816 	 295.920702 	 295.794134
12:00:08.119 AM 2026-09-11 	 145.403509 	 145.211915 	 302.811650 	 295.713682 	 -66347.328601 	 365.511774 	 295.917682 	 295.794878
12:00:13.240 AM 2026-09-11 	 145.803307 	 145.490755 	 302.802896 	 295.703106 	 -66347.407587 	 365.477785 	 295.922709 	 295.795201
12:00:18.385 AM 2026-09-11 	 145.206001 	 144.583960 	 302.795679 	 295.690536 	 -66347.614168 	 365.419887 	 295.929199 	 295.812516
12:00:23.462 AM 2026-09-11 	 146.100703 	 143.786988 	 302.786464 	 295.682566 	 -66347.620244 	 365.332353 	 295.893469 	 295.794659
12:00:28.633 AM 2026-09-11 	 144.882690 	 144.648947 	 302.779554 	 295.674442 	 -66347.796449 	 365.280528 	 295.905481 	 295.776086
12:00:33.808 AM 2026-09-11 	 146.798148 	 143.839129 	 302.774179 	 295.673829 	 -66347.887591 	 365.202368 	 295.914322 	 295.792458
12:00:38.896 AM 2026-09-11 	 145.785192 	 145.032823 	 302.771415 	 295.672756 	 -66347.960505 	 365.152641 	 295.914149 	 295.783815
12:00:44.015 AM 2026-09-11 	 145.460372 	 144.599325 	 302.769265 	 295.671223 	 -66348.094183 	 365.087013 	 295.916578 	 295.800832
12:00:49.137 AM 2026-09-11 	 145.701408 	 144.528041 	 302.768190 	 295.670763 	 -66348.221786 	 365.033754 	 295.886049 	 295.783943
12:00:54.272 AM 2026-09-11 	 145.591457 	 144.285221 	 302.768497 	 295.671069 	 -66348.264321 	 364.953321 	 295.909746 	 295.791175
12:00:59.396 AM 2026-09-11 	 145.609573 	 143.267344 	 302.769418 	 295.671376 	 -66348.373696 	 364.909078 	 295.924777 	 295.808563
12:01:04.508 AM 2026-09-11 	 145.438482 	 144.272123 	 302.773411 	 295.671836 	 -66348.537762 	 364.820385 	 295.922625 	 295.798882
12:01:09.644 AM 2026-09-11 	 145.612340 	 144.266078 	 302.776483 	 295.673675 	 -66348.610682 	 364.805351 	 295.937977 	 295.810003
12:01:14.749 AM 2026-09-11 	 145.977165 	 143.862806 	 302.781090 	 295.677047 	 -66348.665371 	 364.737749 	 295.918913 	 295.795639
12:01:19.850 AM 2026-09-11 	 145.192163 	 144.030059 	 302.785850 	 295.678580 	 -66348.732215 	 364.679693 	 295.895663 	 295.794971
12:01:24.963 AM 2026-09-11 	 145.947225 	 144.553733 	 302.788461 	 295.681186 	 -66348.908441 	 364.622438 	 295.918966 	 295.818749
12:01:30.095 AM 2026-09-11 	 146.176435 	 143.910413 	 302.792454 	 295.686398 	 -66348.805136 	 364.569135 	 295.913839 	 295.815503
12:01:35.210 AM 2026-09-11 	 145.847590 	 144.778921 	 302.795371 	 295.689617 	 -66348.871980 	 364.494933 	 295.917405 	 295.797425
12:01:40.368 AM 2026-09-11 	 145.383130 	 144.452978 	 302.799057 	 295.690690 	 -66348.878057 	 364.455249 	 295.908492 	 295.791803
12:01:45.475 AM 2026-09-11 	 145.776889 	 145.413425 	 302.803050 	 295.692529 	 -66348.799059 	 364.404915 	 295.897818 	 295.786774
12:01:50.609 AM 2026-09-11 	 146.076800 	 145.104863 	 302.806735 	 295.693909 	 -66348.683601 	 364.332933 	 295.897817 	 295.783949
12:01:55.737 AM 2026-09-11 	 145.881305 	 144.112175 	 302.809807 	 295.695748 	 -66348.653218 	 364.272420 	 295.909454 	 295.798413
12:02:00.860 AM 2026-09-11 	 145.109888 	 144.282954 	 302.812878 	 295.695441 	 -66348.422308 	 364.232283 	 295.908510 	 295.779116
12:02:05.977 AM 2026-09-11 	 145.150396 	 144.062805 	 302.815642 	 295.696361 	 -66348.501303 	 364.172567 	 295.917301 	 295.801556
12:02:11.097 AM 2026-09-11 	 145.597747 	 143.825023 	 302.818560 	 295.698660 	 -66348.434461 	 364.112735 	 295.898210 	 295.807870
12:02:16.293 AM 2026-09-11 	 145.663416 	 144.464565 	 302.822553 	 295.695441 	 -66348.343314 	 364.067296 	 295.924183 	 295.790087
12:02:21.428 AM 2026-09-11 	 145.629449 	 144.541391 	 302.823167 	 295.693142 	 -66348.300779 	 364.027409 	 295.921186 	 295.788030
