Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
11:35:07.593 AM 2026-08-26 	 4.584430 	 297.647000 	 44.546000 	 -61.903481 	 4.576688 	 297.647000 	 44.546000 	 -61.903481 	 100.920178 	 109.327710 	 300.090278
11:35:12.600 AM 2026-08-26 	 4.592725 	 297.647000 	 44.546000 	 -62.018003 	 4.576921 	 297.647000 	 44.546000 	 -62.018003 	 100.922620 	 109.325089 	 300.090994
11:35:18.153 AM 2026-08-26 	 4.598986 	 297.647000 	 44.546000 	 -62.560530 	 4.575307 	 297.647000 	 44.546000 	 -62.560530 	 100.926730 	 109.325863 	 300.091504
11:35:23.153 AM 2026-08-26 	 4.594310 	 297.647000 	 44.546000 	 -61.664936 	 4.578568 	 297.647000 	 44.546000 	 -61.664936 	 100.928934 	 109.328127 	 300.091862
11:35:28.703 AM 2026-08-26 	 4.589004 	 297.647000 	 44.546000 	 -61.241530 	 4.574264 	 297.647000 	 44.546000 	 -61.241530 	 100.929946 	 109.328484 	 300.091964
11:35:34.254 AM 2026-08-26 	 4.592264 	 297.647000 	 44.546000 	 -61.835904 	 4.574828 	 297.647000 	 44.546000 	 -61.835904 	 100.929112 	 109.327531 	 300.091785
11:35:39.256 AM 2026-08-26 	 4.591487 	 297.647000 	 44.546000 	 -62.055629 	 4.575701 	 297.647000 	 44.546000 	 -62.055629 	 100.928457 	 109.329854 	 300.091555
11:35:44.261 AM 2026-08-26 	 4.591015 	 297.647000 	 44.546000 	 -61.573649 	 4.569117 	 297.647000 	 44.546000 	 -61.573649 	 100.927861 	 109.332892 	 300.091096
11:35:49.264 AM 2026-08-26 	 4.580069 	 297.647000 	 44.546000 	 -61.020514 	 4.573771 	 297.647000 	 44.546000 	 -61.020514 	 100.927683 	 109.335691 	 300.090355
11:35:54.272 AM 2026-08-26 	 4.578458 	 297.647000 	 44.546000 	 -61.962219 	 4.570542 	 297.647000 	 44.546000 	 -61.962219 	 100.926730 	 109.338074 	 300.089436
11:35:59.319 AM 2026-08-26 	 4.583581 	 297.647000 	 44.546000 	 -61.792889 	 4.575791 	 297.647000 	 44.546000 	 -61.792889 	 100.926372 	 109.340576 	 300.088542
