Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.143 AM 2026-07-31 	 1.782690 	 0.365008 	 295.683523 	 295.201908 	 -66390.770280 	 -66390.770280 	 295.438717 	 295.375137
12:00:06.230 AM 2026-07-31 	 2.001333 	 1.043090 	 295.682451 	 295.196084 	 -66390.495556 	 -66390.495556 	 295.434768 	 295.363651
12:00:11.330 AM 2026-07-31 	 1.503158 	 -0.063452 	 295.680765 	 295.189801 	 -66390.226946 	 -66390.226946 	 295.443088 	 295.354545
12:00:16.473 AM 2026-07-31 	 2.571467 	 0.451154 	 295.680612 	 295.182904 	 -66390.062120 	 -66390.062120 	 295.441472 	 295.355755
12:00:21.590 AM 2026-07-31 	 2.279103 	 0.602538 	 295.680612 	 295.177693 	 -66389.793522 	 -66389.793522 	 295.435193 	 295.361721
12:00:26.748 AM 2026-07-31 	 2.327411 	 0.531002 	 295.679080 	 295.170797 	 -66389.647017 	 -66389.647017 	 295.421878 	 295.356883
12:00:31.880 AM 2026-07-31 	 1.697899 	 0.773822 	 295.678467 	 295.160988 	 -66389.439472 	 -66389.439472 	 295.454936 	 295.364512
12:00:36.999 AM 2026-07-31 	 1.153178 	 0.680875 	 295.677394 	 295.152865 	 -66389.299077 	 -66389.299077 	 295.442589 	 295.351691
12:00:42.099 AM 2026-07-31 	 2.375971 	 1.233768 	 295.677701 	 295.147195 	 -66389.067124 	 -66389.067124 	 295.425628 	 295.365815
12:00:47.266 AM 2026-07-31 	 2.168146 	 1.451903 	 295.677088 	 295.138919 	 -66388.835177 	 -66388.835177 	 295.434569 	 295.369105
12:00:52.417 AM 2026-07-31 	 2.285393 	 0.728230 	 295.675249 	 295.134321 	 -66388.603235 	 -66388.603235 	 295.443510 	 295.352142
12:00:57.560 AM 2026-07-31 	 1.742181 	 0.123700 	 295.674329 	 295.127578 	 -66388.462853 	 -66388.462853 	 295.430221 	 295.367582
12:01:02.686 AM 2026-07-31 	 2.505295 	 0.883897 	 295.675709 	 295.122061 	 -66388.157680 	 -66388.157680 	 295.424734 	 295.370572
12:01:07.816 AM 2026-07-31 	 2.381506 	 0.441582 	 295.675249 	 295.116544 	 -66387.834207 	 -66387.834207 	 295.430946 	 295.359829
12:01:12.951 AM 2026-07-31 	 1.949754 	 0.182642 	 295.673870 	 295.109647 	 -66387.443614 	 -66387.443614 	 295.443005 	 295.377071
12:01:18.070 AM 2026-07-31 	 2.319863 	 0.972309 	 295.672797 	 295.101525 	 -66387.016421 	 -66387.016421 	 295.444554 	 295.337642
12:01:23.205 AM 2026-07-31 	 2.112793 	 0.197251 	 295.672644 	 295.093862 	 -66386.528224 	 -66386.528224 	 295.438319 	 295.350717
12:01:28.336 AM 2026-07-31 	 1.318230 	 0.923191 	 295.670192 	 295.084667 	 -66386.021747 	 -66386.021747 	 295.443311 	 295.366073
12:01:33.448 AM 2026-07-31 	 1.713247 	 -0.234736 	 295.670499 	 295.077770 	 -66385.435976 	 -66385.435976 	 295.434793 	 295.372625
12:01:38.609 AM 2026-07-31 	 2.503785 	 0.506317 	 295.669886 	 295.070108 	 -66384.728218 	 -66384.728218 	 295.444612 	 295.357954
