Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:00.200 AM 2026-08-17 	 4.027584 	 297.647000 	 44.546000 	 -106.918574 	 4.007250 	 297.647000 	 44.546000 	 -106.918574 	 108.744100 	 108.657539 	 298.506911
12:00:05.288 AM 2026-08-17 	 4.019914 	 297.647000 	 44.546000 	 -106.159726 	 4.010552 	 297.647000 	 44.546000 	 -106.159726 	 108.744338 	 108.657658 	 298.507455
12:00:10.364 AM 2026-08-17 	 4.031049 	 297.647000 	 44.546000 	 -106.470066 	 4.014114 	 297.647000 	 44.546000 	 -106.470066 	 108.744159 	 108.657301 	 298.508022
12:00:15.432 AM 2026-08-17 	 4.021353 	 297.647000 	 44.546000 	 -106.664446 	 4.019495 	 297.647000 	 44.546000 	 -106.664446 	 108.744159 	 108.657181 	 298.508368
12:00:20.507 AM 2026-08-17 	 4.035205 	 297.647000 	 44.546000 	 -107.273033 	 4.006362 	 297.647000 	 44.546000 	 -107.273033 	 108.744398 	 108.657539 	 298.508837
12:00:25.594 AM 2026-08-17 	 4.028019 	 297.647000 	 44.546000 	 -106.491000 	 4.006602 	 297.647000 	 44.546000 	 -106.491000 	 108.744457 	 108.656884 	 298.508961
12:00:30.685 AM 2026-08-17 	 4.027704 	 297.647000 	 44.546000 	 -106.424670 	 4.016958 	 297.647000 	 44.546000 	 -106.424670 	 108.744219 	 108.656169 	 298.509973
12:00:35.778 AM 2026-08-17 	 4.020466 	 297.647000 	 44.546000 	 -106.052426 	 4.013197 	 297.647000 	 44.546000 	 -106.052426 	 108.744338 	 108.656645 	 298.510318
12:00:40.873 AM 2026-08-17 	 4.027669 	 297.647000 	 44.546000 	 -106.426827 	 4.010418 	 297.647000 	 44.546000 	 -106.426827 	 108.744338 	 108.656705 	 298.510862
12:00:45.961 AM 2026-08-17 	 4.023907 	 297.647000 	 44.546000 	 -106.110904 	 4.007702 	 297.647000 	 44.546000 	 -106.110904 	 108.744278 	 108.656228 	 298.511355
12:00:51.061 AM 2026-08-17 	 4.025731 	 297.647000 	 44.546000 	 -106.593583 	 4.000832 	 297.647000 	 44.546000 	 -106.593583 	 108.743981 	 108.656526 	 298.511355
12:00:56.147 AM 2026-08-17 	 4.020702 	 297.647000 	 44.546000 	 -106.366025 	 4.025954 	 297.647000 	 44.546000 	 -106.366025 	 108.743921 	 108.656467 	 298.511750
12:01:01.215 AM 2026-08-17 	 4.020650 	 297.647000 	 44.546000 	 -106.539417 	 4.007197 	 297.647000 	 44.546000 	 -106.539417 	 108.744398 	 108.656824 	 298.512096
12:01:06.312 AM 2026-08-17 	 4.034514 	 297.647000 	 44.546000 	 -107.497063 	 4.004038 	 297.647000 	 44.546000 	 -107.497063 	 108.744278 	 108.656884 	 298.512269
12:01:11.390 AM 2026-08-17 	 4.019021 	 297.647000 	 44.546000 	 -107.398707 	 4.007081 	 297.647000 	 44.546000 	 -107.398707 	 108.744040 	 108.657003 	 298.513059
12:01:16.476 AM 2026-08-17 	 4.029756 	 297.647000 	 44.546000 	 -106.365912 	 4.009796 	 297.647000 	 44.546000 	 -106.365912 	 108.744278 	 108.657062 	 298.513627
12:01:21.564 AM 2026-08-17 	 4.025693 	 297.647000 	 44.546000 	 -105.524245 	 4.010307 	 297.647000 	 44.546000 	 -105.524245 	 108.744219 	 108.657479 	 298.514145
12:01:26.665 AM 2026-08-17 	 4.023323 	 297.647000 	 44.546000 	 -107.104803 	 4.010418 	 297.647000 	 44.546000 	 -107.104803 	 108.743921 	 108.657718 	 298.514466
12:01:31.757 AM 2026-08-17 	 4.025404 	 297.647000 	 44.546000 	 -106.556882 	 4.014251 	 297.647000 	 44.546000 	 -106.556882 	 108.744338 	 108.658254 	 298.515454
12:01:36.855 AM 2026-08-17 	 4.034805 	 297.647000 	 44.546000 	 -106.563459 	 4.001880 	 297.647000 	 44.546000 	 -106.563459 	 108.744338 	 108.658551 	 298.516244
12:01:41.942 AM 2026-08-17 	 4.030410 	 297.647000 	 44.546000 	 -106.669436 	 4.013121 	 297.647000 	 44.546000 	 -106.669436 	 108.744695 	 108.658671 	 298.517158
