Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:01.280 AM 2026-08-20 	 5.605020 	 297.647000 	 44.546000 	 -85.682403 	 5.597132 	 297.647000 	 44.546000 	 -85.682403 	 106.478437 	 108.765114 	 298.860684
12:00:06.409 AM 2026-08-20 	 5.613011 	 297.647000 	 44.546000 	 -86.662426 	 5.600168 	 297.647000 	 44.546000 	 -86.662426 	 106.478199 	 108.764637 	 298.860336
12:00:11.518 AM 2026-08-20 	 5.608321 	 297.647000 	 44.546000 	 -86.114164 	 5.590040 	 297.647000 	 44.546000 	 -86.114164 	 106.478735 	 108.764280 	 298.859938
12:00:16.696 AM 2026-08-20 	 5.602069 	 297.647000 	 44.546000 	 -86.598611 	 5.598332 	 297.647000 	 44.546000 	 -86.598611 	 106.479509 	 108.764042 	 298.859888
12:00:21.806 AM 2026-08-20 	 5.611359 	 297.647000 	 44.546000 	 -86.318451 	 5.589018 	 297.647000 	 44.546000 	 -86.318451 	 106.480760 	 108.764578 	 298.859590
12:00:26.880 AM 2026-08-20 	 5.609827 	 297.647000 	 44.546000 	 -86.424395 	 5.596489 	 297.647000 	 44.546000 	 -86.424395 	 106.480760 	 108.765233 	 298.859565
12:00:32.035 AM 2026-08-20 	 5.601042 	 297.647000 	 44.546000 	 -86.266691 	 5.584524 	 297.647000 	 44.546000 	 -86.266691 	 106.480700 	 108.766067 	 298.859341
12:00:37.215 AM 2026-08-20 	 5.610749 	 297.647000 	 44.546000 	 -86.756711 	 5.605006 	 297.647000 	 44.546000 	 -86.756711 	 106.480522 	 108.766544 	 298.859167
12:00:42.354 AM 2026-08-20 	 5.609243 	 297.647000 	 44.546000 	 -85.753687 	 5.598504 	 297.647000 	 44.546000 	 -85.753687 	 106.481117 	 108.767258 	 298.859092
12:00:47.512 AM 2026-08-20 	 5.610171 	 297.647000 	 44.546000 	 -85.602671 	 5.600189 	 297.647000 	 44.546000 	 -85.602671 	 106.480462 	 108.768450 	 298.858719
12:00:52.720 AM 2026-08-20 	 5.611861 	 297.647000 	 44.546000 	 -86.652075 	 5.602516 	 297.647000 	 44.546000 	 -86.652075 	 106.480700 	 108.768926 	 298.858694
12:00:57.867 AM 2026-08-20 	 5.612556 	 297.647000 	 44.546000 	 -85.642766 	 5.594603 	 297.647000 	 44.546000 	 -85.642766 	 106.480820 	 108.769164 	 298.857824
12:01:03.096 AM 2026-08-20 	 5.597650 	 297.647000 	 44.546000 	 -86.003831 	 5.590913 	 297.647000 	 44.546000 	 -86.003831 	 106.481653 	 108.769939 	 298.857252
12:01:08.249 AM 2026-08-20 	 5.610221 	 297.647000 	 44.546000 	 -86.721132 	 5.599155 	 297.647000 	 44.546000 	 -86.721132 	 106.481832 	 108.770713 	 298.857152
12:01:13.439 AM 2026-08-20 	 5.608616 	 297.647000 	 44.546000 	 -85.910140 	 5.594995 	 297.647000 	 44.546000 	 -85.910140 	 106.481594 	 108.771368 	 298.857003
12:01:18.593 AM 2026-08-20 	 5.601932 	 297.647000 	 44.546000 	 -87.086670 	 5.599237 	 297.647000 	 44.546000 	 -87.086670 	 106.481356 	 108.772619 	 298.856481
12:01:23.754 AM 2026-08-20 	 5.617264 	 297.647000 	 44.546000 	 -85.830928 	 5.600700 	 297.647000 	 44.546000 	 -85.830928 	 106.481177 	 108.773274 	 298.856431
12:01:28.910 AM 2026-08-20 	 5.608172 	 297.647000 	 44.546000 	 -87.358516 	 5.590180 	 297.647000 	 44.546000 	 -87.358516 	 106.480462 	 108.774644 	 298.855561
12:01:34.137 AM 2026-08-20 	 5.614033 	 297.647000 	 44.546000 	 -87.168700 	 5.592545 	 297.647000 	 44.546000 	 -87.168700 	 106.480045 	 108.775181 	 298.855585
12:01:39.302 AM 2026-08-20 	 5.610049 	 297.647000 	 44.546000 	 -86.968137 	 5.595967 	 297.647000 	 44.546000 	 -86.968137 	 106.480164 	 108.775657 	 298.854914
12:01:44.579 AM 2026-08-20 	 5.617369 	 297.647000 	 44.546000 	 -86.439717 	 5.583914 	 297.647000 	 44.546000 	 -86.439717 	 106.480284 	 108.776074 	 298.854541
12:01:49.788 AM 2026-08-20 	 5.601783 	 297.647000 	 44.546000 	 -85.770119 	 5.587946 	 297.647000 	 44.546000 	 -85.770119 	 106.480522 	 108.775240 	 298.854044
12:01:54.989 AM 2026-08-20 	 5.595768 	 297.647000 	 44.546000 	 -85.846380 	 5.600510 	 297.647000 	 44.546000 	 -85.846380 	 106.482189 	 108.772679 	 298.853745
12:02:00.163 AM 2026-08-20 	 5.606596 	 297.647000 	 44.546000 	 -87.649494 	 5.602338 	 297.647000 	 44.546000 	 -87.649494 	 106.482845 	 108.770832 	 298.853745
12:02:05.430 AM 2026-08-20 	 5.609249 	 297.647000 	 44.546000 	 -86.797840 	 5.598656 	 297.647000 	 44.546000 	 -86.797840 	 106.484334 	 108.769939 	 298.853099
12:02:10.623 AM 2026-08-20 	 5.609170 	 297.647000 	 44.546000 	 -85.707611 	 5.597935 	 297.647000 	 44.546000 	 -85.707611 	 106.485465 	 108.769581 	 298.853099
12:02:15.877 AM 2026-08-20 	 5.613251 	 297.647000 	 44.546000 	 -86.539562 	 5.600615 	 297.647000 	 44.546000 	 -86.539562 	 106.485942 	 108.769522 	 298.853248
12:02:21.110 AM 2026-08-20 	 5.606339 	 297.647000 	 44.546000 	 -86.814352 	 5.592577 	 297.647000 	 44.546000 	 -86.814352 	 106.485942 	 108.770177 	 298.853198
12:02:26.303 AM 2026-08-20 	 5.607612 	 297.647000 	 44.546000 	 -85.983504 	 5.587856 	 297.647000 	 44.546000 	 -85.983504 	 106.485703 	 108.770356 	 298.853024
12:02:31.470 AM 2026-08-20 	 5.612673 	 297.647000 	 44.546000 	 -85.929516 	 5.595111 	 297.647000 	 44.546000 	 -85.929516 	 106.485406 	 108.770237 	 298.852825
12:02:36.584 AM 2026-08-20 	 5.601593 	 297.647000 	 44.546000 	 -87.836361 	 5.597433 	 297.647000 	 44.546000 	 -87.836361 	 106.485167 	 108.769105 	 298.852850
12:02:41.756 AM 2026-08-20 	 5.612419 	 297.647000 	 44.546000 	 -85.965879 	 5.594419 	 297.647000 	 44.546000 	 -85.965879 	 106.484393 	 108.768211 	 298.852949
12:02:46.972 AM 2026-08-20 	 5.601348 	 297.647000 	 44.546000 	 -86.506732 	 5.596723 	 297.647000 	 44.546000 	 -86.506732 	 106.483857 	 108.767497 	 298.852576
12:02:52.195 AM 2026-08-20 	 5.616342 	 297.647000 	 44.546000 	 -86.863354 	 5.593987 	 297.647000 	 44.546000 	 -86.863354 	 106.482964 	 108.766901 	 298.852104
12:02:57.355 AM 2026-08-20 	 5.608855 	 297.647000 	 44.546000 	 -86.232140 	 5.587450 	 297.647000 	 44.546000 	 -86.232140 	 106.481653 	 108.766365 	 298.852154
12:03:02.531 AM 2026-08-20 	 5.602457 	 297.647000 	 44.546000 	 -85.575718 	 5.590659 	 297.647000 	 44.546000 	 -85.575718 	 106.481177 	 108.764757 	 298.851830
12:03:07.735 AM 2026-08-20 	 5.612973 	 297.647000 	 44.546000 	 -86.303219 	 5.604720 	 297.647000 	 44.546000 	 -86.303219 	 106.479569 	 108.764399 	 298.851035
12:03:12.909 AM 2026-08-20 	 5.613697 	 297.647000 	 44.546000 	 -86.735906 	 5.601383 	 297.647000 	 44.546000 	 -86.735906 	 106.479450 	 108.764340 	 298.850736
12:03:18.110 AM 2026-08-20 	 5.605242 	 297.647000 	 44.546000 	 -87.142260 	 5.590250 	 297.647000 	 44.546000 	 -87.142260 	 106.478854 	 108.764101 	 298.850090
12:03:23.264 AM 2026-08-20 	 5.612188 	 297.647000 	 44.546000 	 -86.790474 	 5.603698 	 297.647000 	 44.546000 	 -86.790474 	 106.478258 	 108.763446 	 298.849518
12:03:28.427 AM 2026-08-20 	 5.604071 	 297.647000 	 44.546000 	 -86.587683 	 5.591678 	 297.647000 	 44.546000 	 -86.587683 	 106.478199 	 108.763089 	 298.848896
12:03:33.591 AM 2026-08-20 	 5.622474 	 297.647000 	 44.546000 	 -86.301030 	 5.590939 	 297.647000 	 44.546000 	 -86.301030 	 106.478020 	 108.762136 	 298.848275
12:03:38.751 AM 2026-08-20 	 5.609678 	 297.647000 	 44.546000 	 -86.642057 	 5.596119 	 297.647000 	 44.546000 	 -86.642057 	 106.477901 	 108.760706 	 298.848150
12:03:43.878 AM 2026-08-20 	 5.611526 	 297.647000 	 44.546000 	 -86.115869 	 5.594081 	 297.647000 	 44.546000 	 -86.115869 	 106.479271 	 108.758026 	 298.847728
12:03:49.102 AM 2026-08-20 	 5.605531 	 297.647000 	 44.546000 	 -86.961390 	 5.599240 	 297.647000 	 44.546000 	 -86.961390 	 106.481594 	 108.756596 	 298.847106
12:03:54.295 AM 2026-08-20 	 5.604098 	 297.647000 	 44.546000 	 -86.586221 	 5.592364 	 297.647000 	 44.546000 	 -86.586221 	 106.484631 	 108.756001 	 298.847056
12:03:59.514 AM 2026-08-20 	 5.597066 	 297.647000 	 44.546000 	 -86.400866 	 5.589240 	 297.647000 	 44.546000 	 -86.400866 	 106.486061 	 108.756120 	 298.846982
12:04:04.673 AM 2026-08-20 	 5.608452 	 297.647000 	 44.546000 	 -86.104193 	 5.590705 	 297.647000 	 44.546000 	 -86.104193 	 106.486656 	 108.756894 	 298.846584
12:04:09.931 AM 2026-08-20 	 5.610493 	 297.647000 	 44.546000 	 -86.808514 	 5.598837 	 297.647000 	 44.546000 	 -86.808514 	 106.486597 	 108.757907 	 298.845838
12:04:15.076 AM 2026-08-20 	 5.605040 	 297.647000 	 44.546000 	 -86.372677 	 5.594434 	 297.647000 	 44.546000 	 -86.372677 	 106.486656 	 108.758621 	 298.845738
12:04:20.261 AM 2026-08-20 	 5.608531 	 297.647000 	 44.546000 	 -86.705909 	 5.585975 	 297.647000 	 44.546000 	 -86.705909 	 106.486299 	 108.758443 	 298.845788
12:04:25.484 AM 2026-08-20 	 5.607600 	 297.647000 	 44.546000 	 -86.295683 	 5.595170 	 297.647000 	 44.546000 	 -86.295683 	 106.486001 	 108.758621 	 298.845117
