Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.280 AM 2026-08-20 	 138.153303 	 137.430103 	 289.669364 	 295.568219 	 -66407.465482 	 -66407.465482 	 295.723541 	 295.435418
12:00:06.409 AM 2026-08-20 	 138.842193 	 137.692066 	 289.668752 	 295.566993 	 -66407.379832 	 -66407.379832 	 295.701541 	 295.395979
12:00:11.518 AM 2026-08-20 	 138.437866 	 136.818268 	 289.670129 	 295.566073 	 -66407.281947 	 -66407.281947 	 295.713849 	 295.406410
12:00:16.696 AM 2026-08-20 	 137.898932 	 137.533628 	 289.672117 	 295.565460 	 -66407.269712 	 -66407.269712 	 295.702973 	 295.423315
12:00:21.806 AM 2026-08-20 	 138.699785 	 136.730107 	 289.675329 	 295.566840 	 -66407.196299 	 -66407.196299 	 295.709263 	 295.506835
12:00:26.880 AM 2026-08-20 	 138.567694 	 137.374687 	 289.675329 	 295.568526 	 -66407.190181 	 -66407.190181 	 295.706884 	 295.445594
12:00:32.035 AM 2026-08-20 	 137.810367 	 136.342452 	 289.675176 	 295.570672 	 -66407.135122 	 -66407.135122 	 295.710425 	 295.502347
12:00:37.215 AM 2026-08-20 	 138.647200 	 138.109443 	 289.674717 	 295.571898 	 -66407.092298 	 -66407.092298 	 295.699424 	 295.533719
12:00:42.354 AM 2026-08-20 	 138.517373 	 137.548490 	 289.676247 	 295.573737 	 -66407.073945 	 -66407.073945 	 295.721941 	 295.500685
12:00:47.512 AM 2026-08-20 	 138.597383 	 137.693829 	 289.674564 	 295.576803 	 -66406.982181 	 -66406.982181 	 295.725331 	 295.475824
12:00:52.720 AM 2026-08-20 	 138.743061 	 137.894583 	 289.675176 	 295.578029 	 -66406.976063 	 -66406.976063 	 295.701773 	 295.451312
12:00:57.867 AM 2026-08-20 	 138.802943 	 137.211968 	 289.675482 	 295.578642 	 -66406.761950 	 -66406.761950 	 295.724431 	 295.458912
12:01:03.096 AM 2026-08-20 	 137.518004 	 136.893582 	 289.677623 	 295.580635 	 -66406.621250 	 -66406.621250 	 295.716325 	 295.483766
12:01:08.249 AM 2026-08-20 	 138.601660 	 137.604661 	 289.678082 	 295.582627 	 -66406.596781 	 -66406.596781 	 295.700223 	 295.500617
12:01:13.439 AM 2026-08-20 	 138.463278 	 137.245721 	 289.677470 	 295.584313 	 -66406.560077 	 -66406.560077 	 295.718429 	 295.497171
12:01:18.593 AM 2026-08-20 	 137.887106 	 137.611714 	 289.676859 	 295.587532 	 -66406.431614 	 -66406.431614 	 295.692017 	 295.467451
12:01:23.754 AM 2026-08-20 	 139.208779 	 137.737909 	 289.676400 	 295.589218 	 -66406.419380 	 -66406.419380 	 295.720207 	 295.498479
12:01:28.910 AM 2026-08-20 	 138.425034 	 136.830358 	 289.674564 	 295.592744 	 -66406.205279 	 -66406.205279 	 295.685914 	 295.501841
12:01:34.137 AM 2026-08-20 	 138.930254 	 137.034387 	 289.673494 	 295.594123 	 -66406.211397 	 -66406.211397 	 295.690176 	 295.451481
12:01:39.302 AM 2026-08-20 	 138.586816 	 137.329600 	 289.673799 	 295.595349 	 -66406.046237 	 -66406.046237 	 295.694678 	 295.451747
12:01:44.579 AM 2026-08-20 	 139.217837 	 136.289808 	 289.674105 	 295.596422 	 -66405.954483 	 -66405.954483 	 295.706540 	 295.429239
12:01:49.788 AM 2026-08-20 	 137.874274 	 136.637665 	 289.674717 	 295.594276 	 -66405.832145 	 -66405.832145 	 295.721572 	 295.450401
12:01:54.989 AM 2026-08-20 	 137.355720 	 137.721536 	 289.679000 	 295.587685 	 -66405.758743 	 -66405.758743 	 295.719860 	 295.385110
12:02:00.163 AM 2026-08-20 	 138.289169 	 137.879218 	 289.680682 	 295.582934 	 -66405.758743 	 -66405.758743 	 295.679382 	 295.395000
12:02:05.430 AM 2026-08-20 	 138.517876 	 137.561588 	 289.684506 	 295.580635 	 -66405.599708 	 -66405.599708 	 295.698501 	 295.357141
12:02:10.623 AM 2026-08-20 	 138.511083 	 137.499372 	 289.687412 	 295.579715 	 -66405.599708 	 -66405.599708 	 295.722975 	 295.351489
12:02:15.877 AM 2026-08-20 	 138.862825 	 137.730604 	 289.688636 	 295.579562 	 -66405.636408 	 -66405.636408 	 295.704299 	 295.478797
12:02:21.110 AM 2026-08-20 	 138.267027 	 137.037158 	 289.688636 	 295.581248 	 -66405.624175 	 -66405.624175 	 295.698130 	 295.389269
12:02:26.303 AM 2026-08-20 	 138.376727 	 136.629856 	 289.688024 	 295.581708 	 -66405.581358 	 -66405.581358 	 295.716782 	 295.395687
12:02:31.470 AM 2026-08-20 	 138.813007 	 137.255796 	 289.687259 	 295.581401 	 -66405.532425 	 -66405.532425 	 295.717994 	 295.350743
12:02:36.584 AM 2026-08-20 	 137.857920 	 137.456047 	 289.686648 	 295.578489 	 -66405.538542 	 -66405.538542 	 295.675187 	 295.342760
12:02:41.756 AM 2026-08-20 	 138.791118 	 137.196099 	 289.684659 	 295.576190 	 -66405.563008 	 -66405.563008 	 295.717177 	 295.316953
12:02:46.972 AM 2026-08-20 	 137.836785 	 137.394838 	 289.683283 	 295.574350 	 -66405.471259 	 -66405.471259 	 295.705036 	 295.304331
12:02:52.195 AM 2026-08-20 	 139.129273 	 137.158820 	 289.680988 	 295.572817 	 -66405.355044 	 -66405.355044 	 295.697030 	 295.378748
12:02:57.355 AM 2026-08-20 	 138.483910 	 136.594844 	 289.677623 	 295.571438 	 -66405.367277 	 -66405.367277 	 295.711200 	 295.369850
12:03:02.531 AM 2026-08-20 	 137.932395 	 136.871668 	 289.676400 	 295.567299 	 -66405.287762 	 -66405.287762 	 295.725936 	 295.350684
12:03:07.735 AM 2026-08-20 	 138.838922 	 138.084758 	 289.672270 	 295.566380 	 -66405.092037 	 -66405.092037 	 295.709605 	 295.361188
12:03:12.909 AM 2026-08-20 	 138.901320 	 137.796851 	 289.671964 	 295.566227 	 -66405.018641 	 -66405.018641 	 295.699891 	 295.394799
12:03:18.110 AM 2026-08-20 	 138.172425 	 136.836404 	 289.670434 	 295.565613 	 -66404.859619 	 -66404.859619 	 295.690769 	 295.390381
12:03:23.264 AM 2026-08-20 	 138.771241 	 137.996598 	 289.668905 	 295.563927 	 -66404.718947 	 -66404.718947 	 295.698666 	 295.397341
12:03:28.427 AM 2026-08-20 	 138.071532 	 136.959577 	 289.668752 	 295.563008 	 -66404.566045 	 -66404.566045 	 295.703219 	 295.375992
