Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.739 AM 2026-08-07 	 1.380376 	 -0.154132 	 295.749722 	 295.561168 	 -66352.952260 	 -66352.952260 	 295.477543 	 295.390891
12:00:06.821 AM 2026-08-07 	 2.091659 	 -0.709292 	 295.749262 	 295.559329 	 -66353.037389 	 -66353.037389 	 295.488722 	 295.405368
12:00:11.948 AM 2026-08-07 	 2.075305 	 0.974828 	 295.750181 	 295.557950 	 -66352.940099 	 -66352.940099 	 295.475139 	 295.420983
12:00:17.041 AM 2026-08-07 	 2.329927 	 0.330500 	 295.749109 	 295.557490 	 -66352.952260 	 -66352.952260 	 295.482723 	 295.410201
12:00:22.200 AM 2026-08-07 	 2.219725 	 0.821429 	 295.749262 	 295.555037 	 -66353.061712 	 -66353.061712 	 295.463864 	 295.403584
12:00:27.339 AM 2026-08-07 	 3.022843 	 0.273069 	 295.748649 	 295.552432 	 -66353.086034 	 -66353.086034 	 295.468672 	 295.410748
12:00:32.485 AM 2026-08-07 	 2.328418 	 0.004809 	 295.749262 	 295.551052 	 -66353.098196 	 -66353.098196 	 295.468722 	 295.397140
12:00:37.618 AM 2026-08-07 	 2.144999 	 0.907826 	 295.749415 	 295.550439 	 -66353.152922 	 -66353.152922 	 295.474597 	 295.403957
12:00:42.754 AM 2026-08-07 	 1.208027 	 0.367023 	 295.749568 	 295.548753 	 -66353.304941 	 -66353.304941 	 295.461092 	 295.395631
12:00:47.889 AM 2026-08-07 	 1.919310 	 0.823696 	 295.749722 	 295.547987 	 -66353.311022 	 -66353.311022 	 295.489370 	 295.392359
12:00:53.046 AM 2026-08-07 	 1.597509 	 0.652916 	 295.749722 	 295.547527 	 -66353.262376 	 -66353.262376 	 295.481166 	 295.413824
12:00:58.180 AM 2026-08-07 	 2.245388 	 0.867272 	 295.748802 	 295.546760 	 -66353.098196 	 -66353.098196 	 295.471077 	 295.409856
12:01:03.309 AM 2026-08-07 	 1.662926 	 1.133769 	 295.749722 	 295.547220 	 -66352.970502 	 -66352.970502 	 295.465374 	 295.399914
12:01:08.421 AM 2026-08-07 	 3.016805 	 1.563237 	 295.748496 	 295.546607 	 -66352.794166 	 -66352.794166 	 295.492906 	 295.414263
12:01:13.536 AM 2026-08-07 	 1.621915 	 0.437048 	 295.748189 	 295.545841 	 -66352.690798 	 -66352.690798 	 295.463288 	 295.393118
12:01:18.672 AM 2026-08-07 	 2.498753 	 0.415890 	 295.748189 	 295.546914 	 -66352.605672 	 -66352.605672 	 295.471887 	 295.406427
12:01:23.821 AM 2026-08-07 	 1.441264 	 0.939816 	 295.748189 	 295.545534 	 -66352.502307 	 -66352.502307 	 295.480411 	 295.388107
12:01:28.956 AM 2026-08-07 	 1.674500 	 0.985155 	 295.748343 	 295.545994 	 -66352.325979 	 -66352.325979 	 295.485811 	 295.403870
12:01:34.114 AM 2026-08-07 	 1.339867 	 0.203045 	 295.748496 	 295.545534 	 -66352.167896 	 -66352.167896 	 295.475746 	 295.383442
12:01:39.269 AM 2026-08-07 	 2.435098 	 0.332263 	 295.748343 	 295.544308 	 -66352.143575 	 -66352.143575 	 295.497307 	 295.380987
12:01:44.421 AM 2026-08-07 	 2.496992 	 0.751152 	 295.748649 	 295.544155 	 -66352.070615 	 -66352.070615 	 295.464517 	 295.388224
12:01:49.569 AM 2026-08-07 	 1.433464 	 0.434277 	 295.747730 	 295.542775 	 -66352.028055 	 -66352.028055 	 295.471407 	 295.405005
12:01:54.720 AM 2026-08-07 	 2.172675 	 -0.051614 	 295.747883 	 295.542162 	 -66351.955095 	 -66351.955095 	 295.477701 	 295.383984
