Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:02.114 AM 2026-08-16 	 1.781180 	 0.366016 	 295.278702 	 294.929884 	 -66299.563623 	 -66299.563623 	 294.959237 	 294.946508
12:00:07.175 AM 2026-08-16 	 1.508442 	 0.833519 	 295.278395 	 294.929884 	 -66299.666413 	 -66299.666413 	 294.952587 	 294.956830
12:00:12.241 AM 2026-08-16 	 2.371945 	 -0.072016 	 295.278702 	 294.930343 	 -66299.690598 	 -66299.690598 	 294.943729 	 294.967771
12:00:17.318 AM 2026-08-16 	 2.426543 	 1.493716 	 295.278549 	 294.931110 	 -66299.745017 	 -66299.745017 	 294.961866 	 294.932166
12:00:22.397 AM 2026-08-16 	 1.340874 	 0.931251 	 295.278089 	 294.930650 	 -66299.878041 	 -66299.878041 	 294.952983 	 294.939783
12:00:27.464 AM 2026-08-16 	 2.140218 	 1.109084 	 295.279927 	 294.930343 	 -66299.926414 	 -66299.926414 	 294.942810 	 294.939981
12:00:32.556 AM 2026-08-16 	 2.023474 	 0.051660 	 295.278242 	 294.930650 	 -66300.071534 	 -66300.071534 	 294.938691 	 294.959433
12:00:37.642 AM 2026-08-16 	 1.634495 	 0.258460 	 295.278549 	 294.931110 	 -66300.071534 	 -66300.071534 	 294.941519 	 294.953776
12:00:42.744 AM 2026-08-16 	 1.778161 	 0.369039 	 295.277323 	 294.931876 	 -66300.168281 	 -66300.168281 	 294.956058 	 294.945216
12:00:47.839 AM 2026-08-16 	 1.966360 	 0.366520 	 295.277629 	 294.931263 	 -66300.156188 	 -66300.156188 	 294.956952 	 294.955066
12:00:52.943 AM 2026-08-16 	 1.954535 	 0.203045 	 295.278089 	 294.930497 	 -66300.277124 	 -66300.277124 	 294.948019 	 294.948490
12:00:58.044 AM 2026-08-16 	 1.616631 	 0.507829 	 295.278395 	 294.930803 	 -66300.404109 	 -66300.404109 	 294.942411 	 294.943354
12:01:03.129 AM 2026-08-16 	 1.853893 	 0.810849 	 295.278089 	 294.930650 	 -66300.482719 	 -66300.482719 	 294.957347 	 294.945090
12:01:08.228 AM 2026-08-16 	 2.049893 	 0.203045 	 295.279468 	 294.930497 	 -66300.537142 	 -66300.537142 	 294.959927 	 294.941542
12:01:13.305 AM 2026-08-16 	 2.739538 	 0.679868 	 295.277323 	 294.931110 	 -66300.615753 	 -66300.615753 	 294.933850 	 294.944221
12:01:18.386 AM 2026-08-16 	 2.094678 	 0.935030 	 295.277782 	 294.930343 	 -66300.766931 	 -66300.766931 	 294.955212 	 294.949084
12:01:23.477 AM 2026-08-16 	 2.567944 	 0.366268 	 295.278549 	 294.930803 	 -66300.779025 	 -66300.779025 	 294.973175 	 294.933576
12:01:28.557 AM 2026-08-16 	 1.650095 	 0.579617 	 295.278395 	 294.930956 	 -66300.833450 	 -66300.833450 	 294.958314 	 294.968213
12:01:33.649 AM 2026-08-16 	 1.982463 	 0.435789 	 295.277936 	 294.930190 	 -66300.954395 	 -66300.954395 	 294.942310 	 294.938538
