Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.805 AM 2026-09-04 	 132.714641 	 131.582534 	 302.709374 	 294.818169 	 -66459.523113 	 -66459.523113 	 294.981180 	 295.015591
12:00:06.930 AM 2026-09-04 	 133.410576 	 132.593862 	 302.710756 	 294.818015 	 -66459.633811 	 -66459.633811 	 294.970320 	 295.016043
12:00:12.066 AM 2026-09-04 	 132.828114 	 131.352057 	 302.710910 	 294.817709 	 -66459.787560 	 -66459.787560 	 294.971420 	 295.033641
12:00:17.234 AM 2026-09-04 	 133.291316 	 132.113513 	 302.712753 	 294.816790 	 -66459.824461 	 -66459.824461 	 294.963086 	 295.018237
12:00:22.358 AM 2026-09-04 	 134.028011 	 132.412755 	 302.714135 	 294.816636 	 -66459.898262 	 -66459.898262 	 294.953960 	 294.989314
12:00:27.465 AM 2026-09-04 	 133.466684 	 131.956335 	 302.714749 	 294.816330 	 -66460.070466 	 -66460.070466 	 294.984362 	 295.019715
12:00:32.621 AM 2026-09-04 	 134.109279 	 131.924093 	 302.715363 	 294.815870 	 -66460.224223 	 -66460.224223 	 294.970378 	 295.025529
12:00:37.786 AM 2026-09-04 	 132.923724 	 131.982783 	 302.717206 	 294.814951 	 -66460.334929 	 -66460.334929 	 294.979788 	 295.007599
12:00:42.925 AM 2026-09-04 	 133.190172 	 131.957343 	 302.718281 	 294.814951 	 -66460.421035 	 -66460.421035 	 294.938656 	 295.007480
12:00:48.044 AM 2026-09-04 	 133.100601 	 131.742231 	 302.720584 	 294.813725 	 -66460.611701 	 -66460.611701 	 294.978563 	 294.997418
12:00:53.225 AM 2026-09-04 	 131.992791 	 131.904698 	 302.720277 	 294.813878 	 -66460.716262 	 -66460.716262 	 294.971448 	 295.018114
12:00:58.411 AM 2026-09-04 	 133.431711 	 131.604448 	 302.720124 	 294.813418 	 -66460.703960 	 -66460.703960 	 294.967627 	 295.035975
12:01:03.499 AM 2026-09-04 	 132.900073 	 131.910492 	 302.720277 	 294.812499 	 -66460.660906 	 -66460.660906 	 294.974522 	 295.030614
12:01:08.592 AM 2026-09-04 	 133.025371 	 131.652559 	 302.722427 	 294.812346 	 -66460.703960 	 -66460.703960 	 294.947356 	 295.016179
12:01:13.730 AM 2026-09-04 	 132.789116 	 131.331654 	 302.721967 	 294.813878 	 -66460.673207 	 -66460.673207 	 294.975043 	 295.006154
12:01:18.856 AM 2026-09-04 	 133.352708 	 131.724850 	 302.722888 	 294.812192 	 -66460.679358 	 -66460.679358 	 294.992981 	 295.025505
12:01:24.049 AM 2026-09-04 	 132.970522 	 131.170950 	 302.723656 	 294.812039 	 -66460.716262 	 -66460.716262 	 294.960135 	 295.009159
12:01:29.162 AM 2026-09-04 	 133.755022 	 132.168676 	 302.724731 	 294.811579 	 -66460.722412 	 -66460.722412 	 294.962988 	 295.006827
12:01:34.223 AM 2026-09-04 	 133.477503 	 131.465154 	 302.725959 	 294.810507 	 -66460.808522 	 -66460.808522 	 294.981254 	 295.016135
12:01:39.323 AM 2026-09-04 	 132.659288 	 131.835429 	 302.725499 	 294.810353 	 -66460.826974 	 -66460.826974 	 294.962473 	 295.024695
12:01:44.462 AM 2026-09-04 	 133.687844 	 132.140465 	 302.727034 	 294.811273 	 -66460.851577 	 -66460.851577 	 294.971530 	 295.033751
