Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:02.208 AM 2026-08-15 	 4.028612 	 297.647000 	 44.546000 	 -126.431581 	 4.009326 	 297.647000 	 44.546000 	 -126.431581 	 108.682932 	 108.458114 	 298.343215
12:00:07.275 AM 2026-08-15 	 4.026843 	 297.647000 	 44.546000 	 -125.896509 	 4.010870 	 297.647000 	 44.546000 	 -125.896509 	 108.682991 	 108.458114 	 298.343436
12:00:12.337 AM 2026-08-15 	 4.034268 	 297.647000 	 44.546000 	 -126.883744 	 4.016161 	 297.647000 	 44.546000 	 -126.883744 	 108.683408 	 108.458054 	 298.342969
12:00:17.399 AM 2026-08-15 	 4.034849 	 297.647000 	 44.546000 	 -126.298928 	 4.006608 	 297.647000 	 44.546000 	 -126.298928 	 108.683110 	 108.458114 	 298.343363
12:00:22.474 AM 2026-08-15 	 4.039966 	 297.647000 	 44.546000 	 -126.328703 	 4.005662 	 297.647000 	 44.546000 	 -126.328703 	 108.682574 	 108.457280 	 298.342698
12:00:27.545 AM 2026-08-15 	 4.027106 	 297.647000 	 44.546000 	 -126.835061 	 4.012853 	 297.647000 	 44.546000 	 -126.835061 	 108.682693 	 108.457935 	 298.342649
12:00:32.637 AM 2026-08-15 	 4.016455 	 297.647000 	 44.546000 	 -125.996967 	 4.005156 	 297.647000 	 44.546000 	 -125.996967 	 108.683110 	 108.457756 	 298.342132
12:00:37.736 AM 2026-08-15 	 4.028772 	 297.647000 	 44.546000 	 -127.054946 	 4.018310 	 297.647000 	 44.546000 	 -127.054946 	 108.683051 	 108.457637 	 298.341493
12:00:42.847 AM 2026-08-15 	 4.026668 	 297.647000 	 44.546000 	 -126.090807 	 4.006698 	 297.647000 	 44.546000 	 -126.090807 	 108.683110 	 108.457518 	 298.340976
12:00:47.935 AM 2026-08-15 	 4.018049 	 297.647000 	 44.546000 	 -125.589982 	 4.013767 	 297.647000 	 44.546000 	 -125.589982 	 108.682634 	 108.457756 	 298.340902
12:00:53.030 AM 2026-08-15 	 4.031230 	 297.647000 	 44.546000 	 -125.697160 	 4.015355 	 297.647000 	 44.546000 	 -125.697160 	 108.682813 	 108.458054 	 298.340386
12:00:58.119 AM 2026-08-15 	 4.025369 	 297.647000 	 44.546000 	 -125.683819 	 4.010610 	 297.647000 	 44.546000 	 -125.683819 	 108.683051 	 108.457995 	 298.339746
12:01:03.216 AM 2026-08-15 	 4.037803 	 297.647000 	 44.546000 	 -127.234914 	 4.011127 	 297.647000 	 44.546000 	 -127.234914 	 108.683110 	 108.457995 	 298.339352
12:01:08.315 AM 2026-08-15 	 4.033868 	 297.647000 	 44.546000 	 -126.050673 	 4.009416 	 297.647000 	 44.546000 	 -126.050673 	 108.682515 	 108.457637 	 298.338122
12:01:13.391 AM 2026-08-15 	 4.022967 	 297.647000 	 44.546000 	 -126.392226 	 4.020771 	 297.647000 	 44.546000 	 -126.392226 	 108.682932 	 108.458173 	 298.337532
12:01:18.482 AM 2026-08-15 	 4.023942 	 297.647000 	 44.546000 	 -125.799541 	 4.010745 	 297.647000 	 44.546000 	 -125.799541 	 108.682396 	 108.458233 	 298.336695
12:01:23.569 AM 2026-08-15 	 4.027549 	 297.647000 	 44.546000 	 -126.328984 	 4.003793 	 297.647000 	 44.546000 	 -126.328984 	 108.682872 	 108.458531 	 298.335662
12:01:28.661 AM 2026-08-15 	 4.029441 	 297.647000 	 44.546000 	 -127.444427 	 4.003997 	 297.647000 	 44.546000 	 -127.444427 	 108.683170 	 108.458531 	 298.334678
12:01:33.755 AM 2026-08-15 	 4.028495 	 297.647000 	 44.546000 	 -126.099896 	 4.014432 	 297.647000 	 44.546000 	 -126.099896 	 108.682753 	 108.458114 	 298.333743
12:01:38.869 AM 2026-08-15 	 4.028539 	 297.647000 	 44.546000 	 -126.985352 	 4.016876 	 297.647000 	 44.546000 	 -126.985352 	 108.682515 	 108.458352 	 298.332735
12:01:43.965 AM 2026-08-15 	 4.032038 	 297.647000 	 44.546000 	 -126.739830 	 4.017037 	 297.647000 	 44.546000 	 -126.739830 	 108.682277 	 108.457875 	 298.332120
12:01:49.055 AM 2026-08-15 	 4.016272 	 297.647000 	 44.546000 	 -126.113997 	 4.008070 	 297.647000 	 44.546000 	 -126.113997 	 108.682515 	 108.458054 	 298.331554
12:01:54.145 AM 2026-08-15 	 4.027249 	 297.647000 	 44.546000 	 -126.871265 	 4.004418 	 297.647000 	 44.546000 	 -126.871265 	 108.682574 	 108.457637 	 298.331062
12:01:59.241 AM 2026-08-15 	 4.024759 	 297.647000 	 44.546000 	 -126.904340 	 4.013638 	 297.647000 	 44.546000 	 -126.904340 	 108.681919 	 108.457697 	 298.330324
12:02:04.325 AM 2026-08-15 	 4.027748 	 297.647000 	 44.546000 	 -126.456472 	 4.002345 	 297.647000 	 44.546000 	 -126.456472 	 108.682157 	 108.457518 	 298.329537
