Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:02.208 AM 2026-08-15 	 2.260988 	 0.450146 	 295.335545 	 294.778326 	 -66283.795655 	 -66283.795655 	 294.808775 	 294.828108
12:00:07.275 AM 2026-08-15 	 2.108516 	 0.583395 	 295.335699 	 294.778326 	 -66283.849983 	 -66283.849983 	 294.820786 	 294.825030
12:00:12.337 AM 2026-08-15 	 2.748596 	 1.039815 	 295.336771 	 294.778173 	 -66283.735292 	 -66283.735292 	 294.798624 	 294.818430
12:00:17.399 AM 2026-08-15 	 2.798665 	 0.215639 	 295.336005 	 294.778326 	 -66283.831873 	 -66283.831873 	 294.811753 	 294.810810
12:00:22.474 AM 2026-08-15 	 3.239726 	 0.134028 	 295.334626 	 294.776181 	 -66283.668893 	 -66283.668893 	 294.811084 	 294.837019
12:00:27.545 AM 2026-08-15 	 2.131160 	 0.754426 	 295.334932 	 294.777866 	 -66283.656820 	 -66283.656820 	 294.799717 	 294.836498
12:00:32.637 AM 2026-08-15 	 1.213059 	 0.090451 	 295.336005 	 294.777407 	 -66283.530059 	 -66283.530059 	 294.818531 	 294.804385
12:00:37.736 AM 2026-08-15 	 2.274826 	 1.225204 	 295.335852 	 294.777100 	 -66283.373120 	 -66283.373120 	 294.794781 	 294.808457
12:00:42.847 AM 2026-08-15 	 2.093420 	 0.223448 	 295.336005 	 294.776794 	 -66283.246363 	 -66283.246363 	 294.816425 	 294.816896
12:00:47.935 AM 2026-08-15 	 1.350435 	 0.833267 	 295.334779 	 294.777407 	 -66283.228255 	 -66283.228255 	 294.827668 	 294.804090
12:00:53.030 AM 2026-08-15 	 2.486676 	 0.970294 	 295.335239 	 294.778173 	 -66283.101500 	 -66283.101500 	 294.825262 	 294.830920
12:00:58.119 AM 2026-08-15 	 1.981456 	 0.560977 	 295.335852 	 294.778020 	 -66282.944567 	 -66282.944567 	 294.825561 	 294.824618
12:01:03.216 AM 2026-08-15 	 3.053287 	 0.605561 	 295.336005 	 294.778020 	 -66282.847995 	 -66282.847995 	 294.790741 	 294.823750
