Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:00.927 AM 2026-08-31 	 5.056960 	 297.647000 	 44.546000 	 -93.843710 	 5.053315 	 297.647000 	 44.546000 	 -93.843710 	 111.696966 	 108.736880 	 298.474211
12:00:06.060 AM 2026-08-31 	 5.060903 	 297.647000 	 44.546000 	 -94.768774 	 5.050252 	 297.647000 	 44.546000 	 -94.768774 	 111.697264 	 108.736403 	 298.474162
12:00:11.177 AM 2026-08-31 	 5.064849 	 297.647000 	 44.546000 	 -94.599875 	 5.057154 	 297.647000 	 44.546000 	 -94.599875 	 111.697323 	 108.736820 	 298.474187
12:00:16.267 AM 2026-08-31 	 5.069458 	 297.647000 	 44.546000 	 -94.187020 	 5.044553 	 297.647000 	 44.546000 	 -94.187020 	 111.696906 	 108.737297 	 298.474039
12:00:21.355 AM 2026-08-31 	 5.062902 	 297.647000 	 44.546000 	 -93.672619 	 5.053312 	 297.647000 	 44.546000 	 -93.672619 	 111.697919 	 108.737059 	 298.473817
12:00:26.432 AM 2026-08-31 	 5.060842 	 297.647000 	 44.546000 	 -94.126307 	 5.051557 	 297.647000 	 44.546000 	 -94.126307 	 111.697740 	 108.737357 	 298.473989
12:00:31.609 AM 2026-08-31 	 5.062669 	 297.647000 	 44.546000 	 -94.630789 	 5.049966 	 297.647000 	 44.546000 	 -94.630789 	 111.698097 	 108.737237 	 298.473965
12:00:36.734 AM 2026-08-31 	 5.061262 	 297.647000 	 44.546000 	 -93.865787 	 5.045099 	 297.647000 	 44.546000 	 -93.865787 	 111.697621 	 108.736761 	 298.474187
12:00:41.837 AM 2026-08-31 	 5.070929 	 297.647000 	 44.546000 	 -94.500526 	 5.057569 	 297.647000 	 44.546000 	 -94.500526 	 111.697978 	 108.736880 	 298.474063
12:00:46.974 AM 2026-08-31 	 5.058116 	 297.647000 	 44.546000 	 -94.238907 	 5.055359 	 297.647000 	 44.546000 	 -94.238907 	 111.698574 	 108.736642 	 298.473817
12:00:52.144 AM 2026-08-31 	 5.061160 	 297.647000 	 44.546000 	 -93.529109 	 5.056051 	 297.647000 	 44.546000 	 -93.529109 	 111.697859 	 108.736701 	 298.474211
12:00:57.313 AM 2026-08-31 	 5.065681 	 297.647000 	 44.546000 	 -94.043516 	 5.051061 	 297.647000 	 44.546000 	 -94.043516 	 111.697919 	 108.736582 	 298.473965
12:01:02.472 AM 2026-08-31 	 5.063074 	 297.647000 	 44.546000 	 -94.281959 	 5.049563 	 297.647000 	 44.546000 	 -94.281959 	 111.698157 	 108.736761 	 298.473792
