Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:04.879 AM 2026-08-11 	 1.944974 	 0.100526 	 295.706509 	 295.579102 	 -66333.320189 	 -66333.320189 	 295.468305 	 295.292155
12:00:10.008 AM 2026-08-11 	 1.759794 	 0.420424 	 295.706356 	 295.578335 	 -66333.380869 	 -66333.380869 	 295.446891 	 295.315957
12:00:15.162 AM 2026-08-11 	 1.832004 	 0.923695 	 295.705896 	 295.576496 	 -66333.538639 	 -66333.538639 	 295.455072 	 295.274677
12:00:20.305 AM 2026-08-11 	 2.805710 	 0.273321 	 295.706049 	 295.574350 	 -66333.605388 	 -66333.605388 	 295.454403 	 295.284372
12:00:25.481 AM 2026-08-11 	 1.507939 	 0.744099 	 295.706815 	 295.573737 	 -66333.884528 	 -66333.884528 	 295.464964 	 295.296350
12:00:30.629 AM 2026-08-11 	 1.682300 	 0.773318 	 295.705743 	 295.573737 	 -66333.927006 	 -66333.927006 	 295.452894 	 295.294640
12:00:35.780 AM 2026-08-11 	 1.682803 	 0.815887 	 295.704976 	 295.575270 	 -66334.127264 	 -66334.127264 	 295.460777 	 295.322781
12:00:40.930 AM 2026-08-11 	 2.088388 	 0.220677 	 295.706049 	 295.573890 	 -66334.297183 	 -66334.297183 	 295.454409 	 295.317824
12:00:46.036 AM 2026-08-11 	 2.144999 	 1.006566 	 295.706509 	 295.572358 	 -66334.412488 	 -66334.412488 	 295.456294 	 295.300396
12:00:51.183 AM 2026-08-11 	 1.983218 	 0.720674 	 295.706202 	 295.570365 	 -66334.539931 	 -66334.539931 	 295.473297 	 295.289141
12:00:56.333 AM 2026-08-11 	 2.000327 	 0.217402 	 295.704670 	 295.570212 	 -66334.624894 	 -66334.624894 	 295.458576 	 295.291373
12:01:01.430 AM 2026-08-11 	 1.755265 	 1.464497 	 295.704057 	 295.568372 	 -66334.721995 	 -66334.721995 	 295.446730 	 295.296481
12:01:06.556 AM 2026-08-11 	 2.646193 	 1.738551 	 295.704364 	 295.568679 	 -66334.800891 	 -66334.800891 	 295.443285 	 295.287854
12:01:11.680 AM 2026-08-11 	 0.933025 	 0.750648 	 295.705589 	 295.568832 	 -66334.794822 	 -66334.794822 	 295.450324 	 295.292069
12:01:16.811 AM 2026-08-11 	 1.840307 	 0.731505 	 295.704670 	 295.567606 	 -66335.019375 	 -66335.019375 	 295.467725 	 295.282624
12:01:21.950 AM 2026-08-11 	 1.835526 	 0.676089 	 295.704976 	 295.566686 	 -66335.086135 	 -66335.086135 	 295.471765 	 295.301270
12:01:27.083 AM 2026-08-11 	 2.188274 	 0.740825 	 295.705283 	 295.567759 	 -66335.183241 	 -66335.183241 	 295.460861 	 295.291775
12:01:32.202 AM 2026-08-11 	 1.431703 	 0.090451 	 295.704823 	 295.571131 	 -66335.304625 	 -66335.304625 	 295.448643 	 295.301222
12:01:37.338 AM 2026-08-11 	 1.807850 	 0.182390 	 295.704517 	 295.572664 	 -66335.334971 	 -66335.334971 	 295.467133 	 295.308412
12:01:42.487 AM 2026-08-11 	 1.121224 	 1.065508 	 295.704976 	 295.573277 	 -66335.177172 	 -66335.177172 	 295.442471 	 295.295990
12:01:47.627 AM 2026-08-11 	 1.835275 	 1.154424 	 295.705436 	 295.574657 	 -66335.116480 	 -66335.116480 	 295.469064 	 295.291030
12:01:52.751 AM 2026-08-11 	 2.083356 	 0.507829 	 295.706509 	 295.576803 	 -66335.013306 	 -66335.013306 	 295.448864 	 295.285897
12:01:57.883 AM 2026-08-11 	 1.964851 	 -0.223401 	 295.706049 	 295.577876 	 -66334.861580 	 -66334.861580 	 295.467079 	 295.290458
12:02:03.032 AM 2026-08-11 	 2.573983 	 1.406311 	 295.706969 	 295.578642 	 -66334.794822 	 -66334.794822 	 295.457388 	 295.295366
12:02:08.157 AM 2026-08-11 	 2.700791 	 0.198007 	 295.705896 	 295.578949 	 -66334.655238 	 -66334.655238 	 295.443631 	 295.285373
12:02:13.288 AM 2026-08-11 	 2.166888 	 0.660976 	 295.705743 	 295.578949 	 -66334.588481 	 -66334.588481 	 295.454189 	 295.286984
12:02:18.426 AM 2026-08-11 	 2.232808 	 0.656190 	 295.706049 	 295.579255 	 -66334.509587 	 -66334.509587 	 295.456220 	 295.297967
12:02:23.564 AM 2026-08-11 	 1.583671 	 0.231004 	 295.706356 	 295.580175 	 -66334.430694 	 -66334.430694 	 295.470966 	 295.303768
12:02:28.722 AM 2026-08-11 	 1.670474 	 -0.309043 	 295.706356 	 295.581094 	 -66334.418556 	 -66334.418556 	 295.465266 	 295.306074
12:02:33.892 AM 2026-08-11 	 1.876035 	 0.244102 	 295.706509 	 295.581248 	 -66334.333595 	 -66334.333595 	 295.450791 	 295.315147
12:02:39.018 AM 2026-08-11 	 2.334456 	 0.625712 	 295.705283 	 295.579255 	 -66334.351801 	 -66334.351801 	 295.456987 	 295.299676
12:02:44.155 AM 2026-08-11 	 1.655378 	 0.686921 	 295.706202 	 295.580328 	 -66334.430694 	 -66334.430694 	 295.461077 	 295.294347
12:02:49.301 AM 2026-08-11 	 2.562912 	 1.769281 	 295.705743 	 295.582014 	 -66334.545999 	 -66334.545999 	 295.453073 	 295.287753
12:02:54.416 AM 2026-08-11 	 1.844081 	 0.686417 	 295.705436 	 295.581554 	 -66334.624894 	 -66334.624894 	 295.483534 	 295.291844
12:02:59.549 AM 2026-08-11 	 1.977431 	 0.517652 	 295.706356 	 295.581401 	 -66334.734133 	 -66334.734133 	 295.473150 	 295.297002
12:03:04.674 AM 2026-08-11 	 1.996049 	 0.484907 	 295.706969 	 295.577416 	 -66334.995098 	 -66334.995098 	 295.447847 	 295.301368
12:03:09.802 AM 2026-08-11 	 1.188151 	 0.178863 	 295.706202 	 295.576036 	 -66335.134688 	 -66335.134688 	 295.445593 	 295.299113
12:03:14.937 AM 2026-08-11 	 1.528822 	 -0.201990 	 295.706202 	 295.574810 	 -66335.286417 	 -66335.286417 	 295.469289 	 295.292197
12:03:20.083 AM 2026-08-11 	 3.197708 	 0.909085 	 295.705436 	 295.572817 	 -66335.450288 	 -66335.450288 	 295.463838 	 295.277323
12:03:25.194 AM 2026-08-11 	 1.338861 	 0.323951 	 295.705130 	 295.571438 	 -66335.553467 	 -66335.553467 	 295.487334 	 295.304125
12:03:30.352 AM 2026-08-11 	 1.957554 	 0.619919 	 295.706202 	 295.570672 	 -66335.644509 	 -66335.644509 	 295.461807 	 295.296019
12:03:35.498 AM 2026-08-11 	 2.588827 	 0.672563 	 295.704976 	 295.569292 	 -66335.693065 	 -66335.693065 	 295.475662 	 295.284912
12:03:40.617 AM 2026-08-11 	 0.786591 	 1.208328 	 295.706662 	 295.569445 	 -66335.923709 	 -66335.923709 	 295.447410 	 295.296691
12:03:45.737 AM 2026-08-11 	 1.030395 	 0.826970 	 295.705589 	 295.568526 	 -66336.051172 	 -66336.051172 	 295.445577 	 295.313229
12:03:50.885 AM 2026-08-11 	 2.040835 	 1.039563 	 295.706509 	 295.567913 	 -66336.208986 	 -66336.208986 	 295.458467 	 295.303983
