Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:03.491 AM 2026-08-12 	 1.941451 	 0.801781 	 295.720607 	 295.263672 	 -66360.921206 	 -66360.921206 	 295.353797 	 295.234144
12:00:08.643 AM 2026-08-12 	 1.892389 	 1.172812 	 295.719687 	 295.263672 	 -66360.975978 	 -66360.975978 	 295.352137 	 295.236253
12:00:13.764 AM 2026-08-12 	 2.183746 	 0.317654 	 295.718308 	 295.265052 	 -66361.103780 	 -66361.103780 	 295.346066 	 295.241488
12:00:18.873 AM 2026-08-12 	 2.915409 	 -0.263451 	 295.719227 	 295.263979 	 -66361.310701 	 -66361.310701 	 295.350681 	 295.251757
12:00:23.963 AM 2026-08-12 	 1.361757 	 0.927725 	 295.718308 	 295.266278 	 -66361.505455 	 -66361.505455 	 295.348652 	 295.233709
12:00:29.047 AM 2026-08-12 	 1.989005 	 0.105060 	 295.720147 	 295.266584 	 -66361.706299 	 -66361.706299 	 295.345706 	 295.250079
12:00:34.140 AM 2026-08-12 	 0.445669 	 0.947120 	 295.719381 	 295.265818 	 -66361.876715 	 -66361.876715 	 295.334628 	 295.227691
12:00:39.239 AM 2026-08-12 	 2.380500 	 -0.394181 	 295.718921 	 295.262906 	 -66361.943665 	 -66361.943665 	 295.343851 	 295.240685
12:00:44.309 AM 2026-08-12 	 1.819927 	 0.473824 	 295.719840 	 295.263059 	 -66362.120172 	 -66362.120172 	 295.337037 	 295.242350
12:00:49.417 AM 2026-08-12 	 1.395472 	 0.054683 	 295.719840 	 295.262140 	 -66362.114086 	 -66362.114086 	 295.336070 	 295.233845
12:00:54.489 AM 2026-08-12 	 2.325902 	 0.924199 	 295.720147 	 295.264439 	 -66362.181038 	 -66362.181038 	 295.347649 	 295.229879
12:00:59.594 AM 2026-08-12 	 2.163869 	 1.760213 	 295.719687 	 295.263213 	 -66362.223643 	 -66362.223643 	 295.359128 	 295.256907
12:01:04.684 AM 2026-08-12 	 2.254195 	 1.204549 	 295.720760 	 295.263826 	 -66362.223643 	 -66362.223643 	 295.347823 	 295.222986
12:01:09.821 AM 2026-08-12 	 1.918807 	 1.105558 	 295.720453 	 295.263366 	 -66362.254076 	 -66362.254076 	 295.335701 	 295.224524
12:01:14.893 AM 2026-08-12 	 2.420756 	 0.335034 	 295.719534 	 295.262446 	 -66362.266250 	 -66362.266250 	 295.349882 	 295.230699
12:01:19.974 AM 2026-08-12 	 2.071782 	 1.554421 	 295.719227 	 295.261527 	 -66362.284509 	 -66362.284509 	 295.357964 	 295.239725
12:01:25.068 AM 2026-08-12 	 2.388299 	 1.072812 	 295.720760 	 295.261220 	 -66362.296683 	 -66362.296683 	 295.344354 	 295.240246
12:01:30.168 AM 2026-08-12 	 2.282877 	 0.802537 	 295.719534 	 295.260147 	 -66362.235817 	 -66362.235817 	 295.355409 	 295.242824
12:01:35.266 AM 2026-08-12 	 1.739414 	 0.628735 	 295.719994 	 295.260760 	 -66362.272336 	 -66362.272336 	 295.349907 	 295.246742
