Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:04.703 AM 2026-08-02 	 4.025273 	 297.647000 	 44.546000 	 -92.325528 	 4.007124 	 297.647000 	 44.546000 	 -92.325528 	 108.877455 	 108.767318 	 298.648185
12:00:09.835 AM 2026-08-02 	 4.029450 	 297.647000 	 44.546000 	 -92.995440 	 4.009848 	 297.647000 	 44.546000 	 -92.995440 	 108.877514 	 108.768092 	 298.648680
12:00:14.986 AM 2026-08-02 	 4.020860 	 297.647000 	 44.546000 	 -93.070366 	 4.013492 	 297.647000 	 44.546000 	 -93.070366 	 108.877455 	 108.768986 	 298.649349
12:00:20.128 AM 2026-08-02 	 4.029718 	 297.647000 	 44.546000 	 -93.051422 	 4.019866 	 297.647000 	 44.546000 	 -93.051422 	 108.877455 	 108.770475 	 298.650240
12:00:25.303 AM 2026-08-02 	 4.030813 	 297.647000 	 44.546000 	 -93.013722 	 4.006999 	 297.647000 	 44.546000 	 -93.013722 	 108.877752 	 108.771785 	 298.651082
12:00:30.440 AM 2026-08-02 	 4.030886 	 297.647000 	 44.546000 	 -94.062192 	 4.012278 	 297.647000 	 44.546000 	 -94.062192 	 108.877574 	 108.772441 	 298.652023
12:00:35.569 AM 2026-08-02 	 4.019625 	 297.647000 	 44.546000 	 -93.089564 	 4.017723 	 297.647000 	 44.546000 	 -93.089564 	 108.877991 	 108.773513 	 298.652667
12:00:40.728 AM 2026-08-02 	 4.013843 	 297.647000 	 44.546000 	 -92.712973 	 4.000876 	 297.647000 	 44.546000 	 -92.712973 	 108.877812 	 108.774347 	 298.653583
12:00:45.844 AM 2026-08-02 	 4.035237 	 297.647000 	 44.546000 	 -93.207349 	 4.008371 	 297.647000 	 44.546000 	 -93.207349 	 108.878050 	 108.775359 	 298.654252
12:00:50.997 AM 2026-08-02 	 4.022774 	 297.647000 	 44.546000 	 -93.376145 	 4.011863 	 297.647000 	 44.546000 	 -93.376145 	 108.877991 	 108.776193 	 298.654697
12:00:56.127 AM 2026-08-02 	 4.023849 	 297.647000 	 44.546000 	 -93.526089 	 4.009726 	 297.647000 	 44.546000 	 -93.526089 	 108.878408 	 108.777206 	 298.655564
12:01:01.225 AM 2026-08-02 	 4.028694 	 297.647000 	 44.546000 	 -92.826027 	 4.016465 	 297.647000 	 44.546000 	 -92.826027 	 108.878169 	 108.778218 	 298.656679
12:01:06.363 AM 2026-08-02 	 4.016444 	 297.647000 	 44.546000 	 -92.240924 	 4.002987 	 297.647000 	 44.546000 	 -92.240924 	 108.878586 	 108.777921 	 298.657100
12:01:11.505 AM 2026-08-02 	 4.014287 	 297.647000 	 44.546000 	 -92.421811 	 4.009203 	 297.647000 	 44.546000 	 -92.421811 	 108.878408 	 108.778754 	 298.657743
12:01:16.624 AM 2026-08-02 	 4.020507 	 297.647000 	 44.546000 	 -92.400741 	 4.016368 	 297.647000 	 44.546000 	 -92.400741 	 108.878825 	 108.779350 	 298.658214
12:01:21.754 AM 2026-08-02 	 4.026277 	 297.647000 	 44.546000 	 -92.545229 	 4.009962 	 297.647000 	 44.546000 	 -92.545229 	 108.878527 	 108.780482 	 298.658734
12:01:26.893 AM 2026-08-02 	 4.027488 	 297.647000 	 44.546000 	 -93.291271 	 4.014660 	 297.647000 	 44.546000 	 -93.291271 	 108.878467 	 108.781137 	 298.659403
12:01:32.013 AM 2026-08-02 	 4.018933 	 297.647000 	 44.546000 	 -93.618978 	 4.013119 	 297.647000 	 44.546000 	 -93.618978 	 108.878765 	 108.782150 	 298.660047
12:01:37.157 AM 2026-08-02 	 4.018688 	 297.647000 	 44.546000 	 -93.581269 	 4.015863 	 297.647000 	 44.546000 	 -93.581269 	 108.878825 	 108.782745 	 298.660889
12:01:42.312 AM 2026-08-02 	 4.020524 	 297.647000 	 44.546000 	 -93.065716 	 4.011273 	 297.647000 	 44.546000 	 -93.065716 	 108.878765 	 108.783341 	 298.661161
12:01:47.441 AM 2026-08-02 	 4.030133 	 297.647000 	 44.546000 	 -94.139590 	 4.010310 	 297.647000 	 44.546000 	 -94.139590 	 108.878825 	 108.783460 	 298.662003
12:01:52.572 AM 2026-08-02 	 4.036758 	 297.647000 	 44.546000 	 -92.782789 	 4.013308 	 297.647000 	 44.546000 	 -92.782789 	 108.878884 	 108.782924 	 298.662796
12:01:57.721 AM 2026-08-02 	 4.027876 	 297.647000 	 44.546000 	 -93.304788 	 4.009945 	 297.647000 	 44.546000 	 -93.304788 	 108.879241 	 108.783281 	 298.663316
12:02:02.847 AM 2026-08-02 	 4.022544 	 297.647000 	 44.546000 	 -92.739532 	 4.010491 	 297.647000 	 44.546000 	 -92.739532 	 108.879122 	 108.783698 	 298.663762
12:02:07.986 AM 2026-08-02 	 4.032062 	 297.647000 	 44.546000 	 -93.360849 	 4.014570 	 297.647000 	 44.546000 	 -93.360849 	 108.878825 	 108.783639 	 298.664406
12:02:13.134 AM 2026-08-02 	 4.027885 	 297.647000 	 44.546000 	 -92.022951 	 4.017630 	 297.647000 	 44.546000 	 -92.022951 	 108.878944 	 108.784354 	 298.664777
12:02:18.258 AM 2026-08-02 	 4.029175 	 297.647000 	 44.546000 	 -92.631038 	 4.013606 	 297.647000 	 44.546000 	 -92.631038 	 108.879182 	 108.784235 	 298.665248
12:02:23.373 AM 2026-08-02 	 4.033851 	 297.647000 	 44.546000 	 -92.782179 	 4.015554 	 297.647000 	 44.546000 	 -92.782179 	 108.878884 	 108.785366 	 298.665620
12:02:28.499 AM 2026-08-02 	 4.039274 	 297.647000 	 44.546000 	 -93.016103 	 4.019825 	 297.647000 	 44.546000 	 -93.016103 	 108.878944 	 108.785128 	 298.666016
12:02:33.609 AM 2026-08-02 	 4.017121 	 297.647000 	 44.546000 	 -92.242140 	 4.002762 	 297.647000 	 44.546000 	 -92.242140 	 108.879658 	 108.786021 	 298.666908
12:02:38.713 AM 2026-08-02 	 4.025200 	 297.647000 	 44.546000 	 -92.792757 	 4.014517 	 297.647000 	 44.546000 	 -92.792757 	 108.879301 	 108.786558 	 298.667725
12:02:43.861 AM 2026-08-02 	 4.017270 	 297.647000 	 44.546000 	 -94.365752 	 4.008117 	 297.647000 	 44.546000 	 -94.365752 	 108.879599 	 108.787451 	 298.667725
12:02:49.014 AM 2026-08-02 	 4.024494 	 297.647000 	 44.546000 	 -93.410848 	 4.013884 	 297.647000 	 44.546000 	 -93.410848 	 108.879301 	 108.788642 	 298.667973
12:02:54.172 AM 2026-08-02 	 4.024307 	 297.647000 	 44.546000 	 -93.271698 	 4.006462 	 297.647000 	 44.546000 	 -93.271698 	 108.879420 	 108.788761 	 298.668270
12:02:59.278 AM 2026-08-02 	 4.026151 	 297.647000 	 44.546000 	 -92.807976 	 4.008873 	 297.647000 	 44.546000 	 -92.807976 	 108.879241 	 108.789298 	 298.668790
12:03:04.399 AM 2026-08-02 	 4.024634 	 297.647000 	 44.546000 	 -93.573989 	 4.006736 	 297.647000 	 44.546000 	 -93.573989 	 108.879420 	 108.789357 	 298.669013
12:03:09.573 AM 2026-08-02 	 4.017667 	 297.647000 	 44.546000 	 -93.854304 	 4.019834 	 297.647000 	 44.546000 	 -93.854304 	 108.879480 	 108.789000 	 298.669310
12:03:14.734 AM 2026-08-02 	 4.024552 	 297.647000 	 44.546000 	 -92.762495 	 4.011008 	 297.647000 	 44.546000 	 -92.762495 	 108.879658 	 108.789000 	 298.669806
12:03:19.872 AM 2026-08-02 	 4.024926 	 297.647000 	 44.546000 	 -92.819762 	 4.015808 	 297.647000 	 44.546000 	 -92.819762 	 108.879599 	 108.789000 	 298.670400
12:03:25.009 AM 2026-08-02 	 4.019348 	 297.647000 	 44.546000 	 -93.570348 	 4.023495 	 297.647000 	 44.546000 	 -93.570348 	 108.879658 	 108.789298 	 298.670499
12:03:30.140 AM 2026-08-02 	 4.022538 	 297.647000 	 44.546000 	 -92.665085 	 4.004818 	 297.647000 	 44.546000 	 -92.665085 	 108.879361 	 108.788523 	 298.671044
12:03:35.296 AM 2026-08-02 	 4.018029 	 297.647000 	 44.546000 	 -93.511656 	 4.018660 	 297.647000 	 44.546000 	 -93.511656 	 108.880016 	 108.788881 	 298.671342
