Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:04.747 AM 2026-08-10 	 4.021064 	 297.647000 	 44.546000 	 -102.682435 	 4.014657 	 297.647000 	 44.546000 	 -102.682435 	 108.849104 	 108.720202 	 298.332071
12:00:09.878 AM 2026-08-10 	 4.022039 	 297.647000 	 44.546000 	 -102.271718 	 4.009530 	 297.647000 	 44.546000 	 -102.271718 	 108.849521 	 108.719725 	 298.332809
12:00:14.995 AM 2026-08-10 	 4.024911 	 297.647000 	 44.546000 	 -102.497014 	 4.012251 	 297.647000 	 44.546000 	 -102.497014 	 108.849640 	 108.718891 	 298.332932
12:00:20.111 AM 2026-08-10 	 4.020962 	 297.647000 	 44.546000 	 -103.011664 	 4.024713 	 297.647000 	 44.546000 	 -103.011664 	 108.848985 	 108.718057 	 298.333153
12:00:25.262 AM 2026-08-10 	 4.021779 	 297.647000 	 44.546000 	 -103.397123 	 4.015895 	 297.647000 	 44.546000 	 -103.397123 	 108.849104 	 108.717343 	 298.333448
12:00:30.376 AM 2026-08-10 	 4.026204 	 297.647000 	 44.546000 	 -102.826182 	 4.024368 	 297.647000 	 44.546000 	 -102.826182 	 108.848687 	 108.716330 	 298.333547
12:00:35.505 AM 2026-08-10 	 4.032809 	 297.647000 	 44.546000 	 -103.043775 	 4.002365 	 297.647000 	 44.546000 	 -103.043775 	 108.849164 	 108.715973 	 298.333842
12:00:40.644 AM 2026-08-10 	 4.030165 	 297.647000 	 44.546000 	 -103.084696 	 4.019221 	 297.647000 	 44.546000 	 -103.084696 	 108.849342 	 108.715973 	 298.334334
12:00:45.805 AM 2026-08-10 	 4.023942 	 297.647000 	 44.546000 	 -103.226126 	 4.010362 	 297.647000 	 44.546000 	 -103.226126 	 108.848687 	 108.715853 	 298.334924
12:00:50.934 AM 2026-08-10 	 4.033982 	 297.647000 	 44.546000 	 -102.602268 	 4.015104 	 297.647000 	 44.546000 	 -102.602268 	 108.849104 	 108.715258 	 298.335736
12:00:56.065 AM 2026-08-10 	 4.024356 	 297.647000 	 44.546000 	 -102.247887 	 4.014774 	 297.647000 	 44.546000 	 -102.247887 	 108.848806 	 108.714722 	 298.336622
12:01:01.192 AM 2026-08-10 	 4.019456 	 297.647000 	 44.546000 	 -103.286107 	 4.015951 	 297.647000 	 44.546000 	 -103.286107 	 108.849104 	 108.714007 	 298.337802
12:01:06.340 AM 2026-08-10 	 4.032648 	 297.647000 	 44.546000 	 -103.363486 	 4.007387 	 297.647000 	 44.546000 	 -103.363486 	 108.848449 	 108.713709 	 298.338417
12:01:11.490 AM 2026-08-10 	 4.016543 	 297.647000 	 44.546000 	 -102.028433 	 4.013303 	 297.647000 	 44.546000 	 -102.028433 	 108.849045 	 108.713113 	 298.339180
12:01:16.601 AM 2026-08-10 	 4.030150 	 297.647000 	 44.546000 	 -102.283574 	 4.014786 	 297.647000 	 44.546000 	 -102.283574 	 108.849045 	 108.713113 	 298.339574
12:01:21.751 AM 2026-08-10 	 4.025191 	 297.647000 	 44.546000 	 -102.694460 	 4.016292 	 297.647000 	 44.546000 	 -102.694460 	 108.848687 	 108.713411 	 298.340238
12:01:26.888 AM 2026-08-10 	 4.029117 	 297.647000 	 44.546000 	 -102.229603 	 4.016827 	 297.647000 	 44.546000 	 -102.229603 	 108.848389 	 108.712577 	 298.340779
12:01:32.047 AM 2026-08-10 	 4.022109 	 297.647000 	 44.546000 	 -103.433425 	 4.015878 	 297.647000 	 44.546000 	 -103.433425 	 108.848449 	 108.712696 	 298.341542
12:01:37.150 AM 2026-08-10 	 4.024841 	 297.647000 	 44.546000 	 -103.137513 	 4.009571 	 297.647000 	 44.546000 	 -103.137513 	 108.848270 	 108.712458 	 298.342059
12:01:42.290 AM 2026-08-10 	 4.025533 	 297.647000 	 44.546000 	 -103.461177 	 4.017764 	 297.647000 	 44.546000 	 -103.461177 	 108.848151 	 108.713173 	 298.342797
