Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:04.747 AM 2026-08-10 	 1.610341 	 0.910093 	 295.763053 	 295.452650 	 -66281.061580 	 -66281.061580 	 295.341912 	 295.220372
12:00:09.878 AM 2026-08-10 	 1.694377 	 0.467778 	 295.764126 	 295.451424 	 -66281.242620 	 -66281.242620 	 295.351132 	 295.195671
12:00:14.995 AM 2026-08-10 	 1.941955 	 0.702538 	 295.764433 	 295.449278 	 -66281.272794 	 -66281.272794 	 295.346075 	 295.202862
12:00:20.111 AM 2026-08-10 	 1.601535 	 1.777594 	 295.762747 	 295.447133 	 -66281.327107 	 -66281.327107 	 295.334522 	 295.189892
12:00:25.262 AM 2026-08-10 	 1.671984 	 1.016893 	 295.763053 	 295.445293 	 -66281.399525 	 -66281.399525 	 295.325869 	 295.214689
12:00:30.376 AM 2026-08-10 	 2.053415 	 1.747871 	 295.761981 	 295.442688 	 -66281.423664 	 -66281.423664 	 295.338685 	 295.200182
12:00:35.505 AM 2026-08-10 	 2.622794 	 -0.150353 	 295.763207 	 295.441768 	 -66281.496082 	 -66281.496082 	 295.333801 	 295.195296
12:00:40.644 AM 2026-08-10 	 2.394841 	 1.303793 	 295.763666 	 295.441768 	 -66281.616781 	 -66281.616781 	 295.332882 	 295.197675
12:00:45.805 AM 2026-08-10 	 1.858422 	 0.539566 	 295.761981 	 295.441462 	 -66281.761621 	 -66281.761621 	 295.329707 	 295.197327
12:00:50.934 AM 2026-08-10 	 2.723938 	 0.948632 	 295.763053 	 295.439929 	 -66281.960781 	 -66281.960781 	 295.343712 	 295.208508
12:00:56.065 AM 2026-08-10 	 1.894150 	 0.920168 	 295.762287 	 295.438550 	 -66282.178050 	 -66282.178050 	 295.351667 	 295.215053
12:01:01.192 AM 2026-08-10 	 1.471708 	 1.021679 	 295.763053 	 295.436710 	 -66282.467750 	 -66282.467750 	 295.328361 	 295.211999
12:01:06.340 AM 2026-08-10 	 2.608956 	 0.282893 	 295.761368 	 295.435944 	 -66282.618639 	 -66282.618639 	 295.326624 	 295.209319
12:01:11.490 AM 2026-08-10 	 1.220607 	 0.793217 	 295.762900 	 295.434411 	 -66282.805745 	 -66282.805745 	 295.356594 	 295.208202
12:01:16.601 AM 2026-08-10 	 2.393583 	 0.921176 	 295.762900 	 295.434411 	 -66282.902317 	 -66282.902317 	 295.350866 	 295.193520
12:01:21.751 AM 2026-08-10 	 1.966109 	 1.051150 	 295.761981 	 295.435178 	 -66283.065284 	 -66283.065284 	 295.341642 	 295.216804
12:01:26.888 AM 2026-08-10 	 2.304515 	 1.097245 	 295.761215 	 295.433032 	 -66283.198075 	 -66283.198075 	 295.352078 	 295.178241
12:01:32.047 AM 2026-08-10 	 1.700415 	 1.015382 	 295.761368 	 295.433338 	 -66283.385192 	 -66283.385192 	 295.325054 	 295.225653
12:01:37.150 AM 2026-08-10 	 1.935916 	 0.471305 	 295.760908 	 295.432725 	 -66283.511951 	 -66283.511951 	 295.331696 	 295.204970
12:01:42.290 AM 2026-08-10 	 1.995546 	 1.178101 	 295.760602 	 295.434564 	 -66283.693038 	 -66283.693038 	 295.324431 	 295.198174
12:01:47.414 AM 2026-08-10 	 1.391446 	 1.553162 	 295.762747 	 295.434718 	 -66283.958638 	 -66283.958638 	 295.342476 	 295.209628
12:01:52.548 AM 2026-08-10 	 1.859177 	 0.736039 	 295.761368 	 295.434871 	 -66284.079368 	 -66284.079368 	 295.348152 	 295.208709
12:01:57.693 AM 2026-08-10 	 1.512971 	 0.645107 	 295.760602 	 295.435331 	 -66284.363090 	 -66284.363090 	 295.333770 	 295.185842
12:02:02.829 AM 2026-08-10 	 1.831249 	 0.453421 	 295.761828 	 295.434718 	 -66284.501935 	 -66284.501935 	 295.338107 	 295.209498
12:02:07.959 AM 2026-08-10 	 2.196829 	 0.958959 	 295.761521 	 295.434105 	 -66284.598524 	 -66284.598524 	 295.322959 	 295.194346
12:02:13.068 AM 2026-08-10 	 1.492591 	 0.789943 	 295.760908 	 295.433951 	 -66284.701152 	 -66284.701152 	 295.324792 	 295.202305
12:02:18.199 AM 2026-08-10 	 2.180223 	 -0.479570 	 295.761828 	 295.431346 	 -66285.015077 	 -66285.015077 	 295.338325 	 295.191812
12:02:23.368 AM 2026-08-10 	 1.535615 	 0.905055 	 295.761215 	 295.430886 	 -66285.099597 	 -66285.099597 	 295.321243 	 295.181792
12:02:28.519 AM 2026-08-10 	 2.003094 	 0.677349 	 295.761674 	 295.430579 	 -66285.322976 	 -66285.322976 	 295.323100 	 295.203911
12:02:33.650 AM 2026-08-10 	 1.819927 	 1.144600 	 295.760908 	 295.430579 	 -66285.558434 	 -66285.558434 	 295.333015 	 295.189798
12:02:38.805 AM 2026-08-10 	 2.506050 	 0.923191 	 295.761215 	 295.428280 	 -66285.612772 	 -66285.612772 	 295.339832 	 295.190963
12:02:43.916 AM 2026-08-10 	 1.944471 	 1.578602 	 295.761368 	 295.427821 	 -66285.805974 	 -66285.805974 	 295.330260 	 295.202592
12:02:49.081 AM 2026-08-10 	 2.354081 	 -0.034989 	 295.760755 	 295.427514 	 -66285.908614 	 -66285.908614 	 295.335391 	 295.171443
12:02:54.234 AM 2026-08-10 	 2.280613 	 0.359719 	 295.760448 	 295.427054 	 -66285.993143 	 -66285.993143 	 295.307004 	 295.197233
12:02:59.376 AM 2026-08-10 	 1.982714 	 0.684402 	 295.761061 	 295.429047 	 -66286.107860 	 -66286.107860 	 295.336207 	 295.190165
12:03:04.547 AM 2026-08-10 	 1.986740 	 1.381123 	 295.760295 	 295.429507 	 -66286.162201 	 -66286.162201 	 295.324654 	 295.204051
12:03:09.688 AM 2026-08-10 	 2.002591 	 1.200519 	 295.759989 	 295.429813 	 -66286.337301 	 -66286.337301 	 295.336676 	 295.195817
12:03:14.820 AM 2026-08-10 	 2.202364 	 1.139562 	 295.760448 	 295.432112 	 -66286.439947 	 -66286.439947 	 295.321081 	 295.200949
12:03:19.961 AM 2026-08-10 	 1.513977 	 0.944602 	 295.760142 	 295.432572 	 -66286.560708 	 -66286.560708 	 295.318279 	 295.183068
12:03:25.092 AM 2026-08-10 	 1.821688 	 1.471046 	 295.760295 	 295.432112 	 -66286.723738 	 -66286.723738 	 295.333078 	 295.197871
12:03:30.258 AM 2026-08-10 	 1.705196 	 0.537803 	 295.760142 	 295.432725 	 -66286.838465 	 -66286.838465 	 295.323185 	 295.181850
12:03:35.372 AM 2026-08-10 	 1.483785 	 0.004557 	 295.759376 	 295.433185 	 -66286.971309 	 -66286.971309 	 295.322787 	 295.192760
12:03:40.490 AM 2026-08-10 	 2.114555 	 0.724704 	 295.759835 	 295.433492 	 -66287.025654 	 -66287.025654 	 295.328662 	 295.188271
12:03:45.638 AM 2026-08-10 	 1.837539 	 0.590196 	 295.760448 	 295.435944 	 -66287.255116 	 -66287.255116 	 295.333371 	 295.181673
12:03:50.780 AM 2026-08-10 	 1.423400 	 1.035533 	 295.760908 	 295.436710 	 -66287.406081 	 -66287.406081 	 295.323626 	 295.211033
12:03:55.921 AM 2026-08-10 	 2.254949 	 1.124953 	 295.760908 	 295.437477 	 -66287.508739 	 -66287.508739 	 295.340062 	 295.207684
12:04:01.041 AM 2026-08-10 	 1.633992 	 1.655680 	 295.760142 	 295.436557 	 -66287.726135 	 -66287.726135 	 295.303740 	 295.193026
