Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:02.601 AM 2026-08-28 	 69.670349 	 68.704358 	 298.396140 	 296.358150 	 -66451.610778 	 -66451.610778 	 296.494886 	 296.440847
12:00:07.750 AM 2026-08-28 	 69.626319 	 68.276653 	 298.398440 	 296.360603 	 -66451.623072 	 -66451.623072 	 296.490237 	 296.441367
12:00:12.895 AM 2026-08-28 	 69.135440 	 69.180425 	 298.399360 	 296.358763 	 -66451.549305 	 -66451.549305 	 296.495105 	 296.450464
12:00:18.005 AM 2026-08-28 	 69.372702 	 69.296042 	 298.399514 	 296.359530 	 -66451.592336 	 -66451.592336 	 296.495750 	 296.448760
12:00:23.114 AM 2026-08-28 	 70.498125 	 68.862795 	 298.401047 	 296.360910 	 -66451.444803 	 -66451.444803 	 296.489040 	 296.459907
12:00:28.241 AM 2026-08-28 	 68.786466 	 67.989753 	 298.402581 	 296.363363 	 -66451.463244 	 -66451.463244 	 296.488645 	 296.440245
12:00:33.319 AM 2026-08-28 	 69.561405 	 67.342906 	 298.401507 	 296.364589 	 -66451.438656 	 -66451.438656 	 296.477738 	 296.452363
12:00:38.432 AM 2026-08-28 	 69.332446 	 68.871359 	 298.399974 	 296.364436 	 -66451.549305 	 -66451.549305 	 296.486647 	 296.467381
12:00:43.543 AM 2026-08-28 	 69.351568 	 68.331816 	 298.400280 	 296.362596 	 -66451.561600 	 -66451.561600 	 296.478239 	 296.441586
12:00:48.694 AM 2026-08-28 	 68.769609 	 68.805868 	 298.397520 	 296.361063 	 -66451.580041 	 -66451.580041 	 296.475025 	 296.446830
12:00:53.804 AM 2026-08-28 	 69.256210 	 68.272119 	 298.397060 	 296.360297 	 -66451.727577 	 -66451.727577 	 296.481735 	 296.449782
12:00:58.915 AM 2026-08-28 	 69.954913 	 68.124261 	 298.395066 	 296.357384 	 -66451.715282 	 -66451.715282 	 296.483095 	 296.440333
