Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:04.314 AM 2026-08-06 	 4.023227 	 297.647000 	 44.546000 	 -101.886904 	 4.012827 	 297.647000 	 44.546000 	 -101.886904 	 108.801277 	 108.708765 	 298.615957
12:00:09.459 AM 2026-08-06 	 4.023446 	 297.647000 	 44.546000 	 -102.532909 	 4.009956 	 297.647000 	 44.546000 	 -102.532909 	 108.801158 	 108.708706 	 298.616056
12:00:14.630 AM 2026-08-06 	 4.022885 	 297.647000 	 44.546000 	 -101.976294 	 4.018891 	 297.647000 	 44.546000 	 -101.976294 	 108.801397 	 108.708765 	 298.616304
12:00:19.747 AM 2026-08-06 	 4.022237 	 297.647000 	 44.546000 	 -102.875278 	 4.006135 	 297.647000 	 44.546000 	 -102.875278 	 108.801039 	 108.709301 	 298.615908
12:00:24.887 AM 2026-08-06 	 4.031820 	 297.647000 	 44.546000 	 -103.021126 	 4.005737 	 297.647000 	 44.546000 	 -103.021126 	 108.800622 	 108.709420 	 298.615463
12:00:29.994 AM 2026-08-06 	 4.031510 	 297.647000 	 44.546000 	 -102.453570 	 4.011884 	 297.647000 	 44.546000 	 -102.453570 	 108.801277 	 108.709539 	 298.615017
12:00:35.148 AM 2026-08-06 	 4.040243 	 297.647000 	 44.546000 	 -102.407250 	 4.012841 	 297.647000 	 44.546000 	 -102.407250 	 108.801099 	 108.710254 	 298.614646
12:00:40.279 AM 2026-08-06 	 4.022456 	 297.647000 	 44.546000 	 -102.381912 	 4.011311 	 297.647000 	 44.546000 	 -102.381912 	 108.801337 	 108.710612 	 298.614275
12:00:45.403 AM 2026-08-06 	 4.033107 	 297.647000 	 44.546000 	 -102.524353 	 4.004680 	 297.647000 	 44.546000 	 -102.524353 	 108.801099 	 108.710850 	 298.614374
12:00:50.580 AM 2026-08-06 	 4.029368 	 297.647000 	 44.546000 	 -102.582867 	 4.012608 	 297.647000 	 44.546000 	 -102.582867 	 108.800741 	 108.711386 	 298.614473
12:00:55.723 AM 2026-08-06 	 4.031455 	 297.647000 	 44.546000 	 -102.767352 	 4.011419 	 297.647000 	 44.546000 	 -102.767352 	 108.800920 	 108.711565 	 298.614102
12:01:00.862 AM 2026-08-06 	 4.029397 	 297.647000 	 44.546000 	 -102.374153 	 4.004205 	 297.647000 	 44.546000 	 -102.374153 	 108.801277 	 108.711863 	 298.614448
12:01:05.982 AM 2026-08-06 	 4.028895 	 297.647000 	 44.546000 	 -102.191888 	 4.013343 	 297.647000 	 44.546000 	 -102.191888 	 108.801039 	 108.712101 	 298.614770
12:01:11.118 AM 2026-08-06 	 4.019768 	 297.647000 	 44.546000 	 -102.146522 	 4.012383 	 297.647000 	 44.546000 	 -102.146522 	 108.800801 	 108.712756 	 298.615314
12:01:16.233 AM 2026-08-06 	 4.034160 	 297.647000 	 44.546000 	 -102.514222 	 4.021612 	 297.647000 	 44.546000 	 -102.514222 	 108.801813 	 108.712577 	 298.615537
12:01:21.365 AM 2026-08-06 	 4.027386 	 297.647000 	 44.546000 	 -102.926033 	 4.012409 	 297.647000 	 44.546000 	 -102.926033 	 108.801456 	 108.713471 	 298.616180
12:01:26.518 AM 2026-08-06 	 4.027949 	 297.647000 	 44.546000 	 -102.853109 	 4.021714 	 297.647000 	 44.546000 	 -102.853109 	 108.801516 	 108.713530 	 298.616403
12:01:31.658 AM 2026-08-06 	 4.040786 	 297.647000 	 44.546000 	 -102.220238 	 4.009571 	 297.647000 	 44.546000 	 -102.220238 	 108.800920 	 108.713709 	 298.616947
12:01:36.812 AM 2026-08-06 	 4.029266 	 297.647000 	 44.546000 	 -101.982788 	 4.012794 	 297.647000 	 44.546000 	 -101.982788 	 108.801456 	 108.713828 	 298.617096
12:01:41.949 AM 2026-08-06 	 4.030760 	 297.647000 	 44.546000 	 -102.734737 	 4.015265 	 297.647000 	 44.546000 	 -102.734737 	 108.801158 	 108.714483 	 298.617640
12:01:47.084 AM 2026-08-06 	 4.029715 	 297.647000 	 44.546000 	 -102.432117 	 4.009656 	 297.647000 	 44.546000 	 -102.432117 	 108.801516 	 108.714900 	 298.617838
