Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:04.314 AM 2026-08-06 	 1.796779 	 0.752159 	 295.640005 	 295.423222 	 -66350.757420 	 -17338.402423 	 295.359771 	 295.302775
12:00:09.459 AM 2026-08-06 	 1.815650 	 0.504554 	 295.639699 	 295.423069 	 -66350.781737 	 -17334.498181 	 295.345269 	 295.302875
12:00:14.630 AM 2026-08-06 	 1.767342 	 1.275330 	 295.640312 	 295.423222 	 -66350.842529 	 -17329.472726 	 295.357764 	 295.284752
12:00:19.747 AM 2026-08-06 	 1.711486 	 0.174833 	 295.639392 	 295.424602 	 -66350.745261 	 -17321.696704 	 295.337583 	 295.285296
12:00:24.887 AM 2026-08-06 	 2.537500 	 0.140577 	 295.638319 	 295.424908 	 -66350.635837 	 -17317.437240 	 295.334309 	 295.302749
12:00:29.994 AM 2026-08-06 	 2.510830 	 0.670800 	 295.640005 	 295.425215 	 -66350.526414 	 -17314.038460 	 295.347050 	 295.279218
12:00:35.148 AM 2026-08-06 	 3.263628 	 0.753419 	 295.639545 	 295.427054 	 -66350.435229 	 -17306.816937 	 295.348090 	 295.299572
12:00:40.279 AM 2026-08-06 	 1.730356 	 0.621430 	 295.640158 	 295.427974 	 -66350.344044 	 -17299.636833 	 295.348659 	 295.296373
12:00:45.403 AM 2026-08-06 	 2.648457 	 0.049393 	 295.639545 	 295.428587 	 -66350.368360 	 -17294.567862 	 295.345461 	 295.304480
12:00:50.580 AM 2026-08-06 	 2.326153 	 0.733268 	 295.638626 	 295.429966 	 -66350.392676 	 -17291.139884 	 295.344148 	 295.271604
12:00:55.723 AM 2026-08-06 	 2.506050 	 0.630750 	 295.639086 	 295.430426 	 -66350.301492 	 -17283.379395 	 295.340006 	 295.300438
12:01:00.862 AM 2026-08-06 	 2.328669 	 0.008336 	 295.640005 	 295.431193 	 -66350.386597 	 -17276.695888 	 295.348833 	 295.293249
12:01:05.982 AM 2026-08-06 	 2.285393 	 0.796744 	 295.639392 	 295.431806 	 -66350.465624 	 -17271.767759 	 295.352924 	 295.304878
12:01:11.118 AM 2026-08-06 	 1.498629 	 0.713873 	 295.638779 	 295.433492 	 -66350.599362 	 -17265.026252 	 295.353943 	 295.290823
12:01:16.233 AM 2026-08-06 	 2.739286 	 1.510089 	 295.641384 	 295.433032 	 -66350.654074 	 -17260.482396 	 295.345689 	 295.306121
12:01:21.365 AM 2026-08-06 	 2.155314 	 0.716140 	 295.640465 	 295.435331 	 -66350.812133 	 -17255.116879 	 295.336444 	 295.294991
12:01:26.518 AM 2026-08-06 	 2.203874 	 1.518905 	 295.640618 	 295.435484 	 -66350.866846 	 -17250.068417 	 295.338081 	 295.292860
12:01:31.658 AM 2026-08-06 	 3.310426 	 0.471305 	 295.639086 	 295.435944 	 -66351.000590 	 -17242.749142 	 295.352288 	 295.294821
12:01:36.812 AM 2026-08-06 	 2.317347 	 0.749389 	 295.640465 	 295.436250 	 -66351.037066 	 -17237.853142 	 295.357619 	 295.273300
12:01:41.949 AM 2026-08-06 	 2.446168 	 0.962486 	 295.639699 	 295.437936 	 -66351.170813 	 -17233.925781 	 295.340738 	 295.287980
12:01:47.084 AM 2026-08-06 	 2.356094 	 0.478610 	 295.640618 	 295.439009 	 -66351.219449 	 -17227.517435 	 295.347532 	 295.298072
12:01:52.221 AM 2026-08-06 	 1.864964 	 1.452911 	 295.639699 	 295.439163 	 -66351.310642 	 -17222.643328 	 295.352615 	 295.290437
12:01:57.338 AM 2026-08-06 	 2.061215 	 0.941075 	 295.640465 	 295.441002 	 -66351.377517 	 -17218.968484 	 295.349592 	 295.295421
12:02:02.454 AM 2026-08-06 	 2.287658 	 1.014374 	 295.640312 	 295.441155 	 -66351.480870 	 -17213.516758 	 295.340123 	 295.293489
12:02:07.576 AM 2026-08-06 	 2.447678 	 1.681121 	 295.640771 	 295.442075 	 -66351.462631 	 -17211.098443 	 295.331570 	 295.302836
12:02:12.694 AM 2026-08-06 	 1.806089 	 0.465260 	 295.639852 	 295.442535 	 -66351.547747 	 -17205.097996 	 295.344636 	 295.300829
12:02:17.818 AM 2026-08-06 	 1.989508 	 0.780371 	 295.641384 	 295.443301 	 -66351.572066 	 -17200.517333 	 295.353214 	 295.289623
12:02:22.973 AM 2026-08-06 	 1.524293 	 0.232516 	 295.641078 	 295.445140 	 -66351.717980 	 -17197.961507 	 295.344862 	 295.298228
12:02:28.091 AM 2026-08-06 	 2.465038 	 0.738306 	 295.640771 	 295.446213 	 -66351.717980 	 -17191.586072 	 295.344862 	 295.277972
12:02:33.220 AM 2026-08-06 	 1.821940 	 0.996238 	 295.640158 	 295.444680 	 -66351.863896 	 -17188.798099 	 295.337452 	 295.292231
12:02:38.351 AM 2026-08-06 	 1.432709 	 0.610347 	 295.640771 	 295.445907 	 -66352.034135 	 -17184.775237 	 295.340504 	 295.306588
12:02:43.519 AM 2026-08-06 	 1.659656 	 1.054173 	 295.641231 	 295.446060 	 -66352.034135 	 -17182.249683 	 295.331083 	 295.277382
12:02:48.648 AM 2026-08-06 	 2.532720 	 1.269033 	 295.640924 	 295.445753 	 -66352.198296 	 -17179.313665 	 295.355306 	 295.284178
12:02:53.772 AM 2026-08-06 	 1.697899 	 1.125457 	 295.641078 	 295.446673 	 -66352.295579 	 -17176.083574 	 295.343929 	 295.288345
12:02:58.882 AM 2026-08-06 	 1.250800 	 0.018915 	 295.641844 	 295.445293 	 -66352.173976 	 -17172.974268 	 295.343431 	 295.287376
12:03:03.984 AM 2026-08-06 	 2.625058 	 0.651404 	 295.640465 	 295.444374 	 -66352.210456 	 -17168.948001 	 295.317673 	 295.296476
12:03:09.142 AM 2026-08-06 	 1.585432 	 0.834779 	 295.641078 	 295.445140 	 -66352.253017 	 -17167.448086 	 295.365421 	 295.282989
12:03:14.272 AM 2026-08-06 	 1.686829 	 0.018159 	 295.641537 	 295.444680 	 -66352.240857 	 -17161.387924 	 295.338995 	 295.291418
12:03:19.412 AM 2026-08-06 	 2.569957 	 1.460467 	 295.640618 	 295.443761 	 -66352.374621 	 -17161.277781 	 295.346137 	 295.292908
12:03:24.565 AM 2026-08-06 	 1.812630 	 0.307326 	 295.639392 	 295.443301 	 -66352.477985 	 -17158.750979 	 295.335726 	 295.286265
12:03:29.694 AM 2026-08-06 	 2.423524 	 0.597501 	 295.641078 	 295.441921 	 -66352.520548 	 -17154.612961 	 295.334487 	 295.281257
12:03:34.805 AM 2026-08-06 	 1.157455 	 0.460474 	 295.640771 	 295.439163 	 -66352.575271 	 -17153.195728 	 295.319167 	 295.278184
12:03:39.949 AM 2026-08-06 	 1.698151 	 0.453169 	 295.641844 	 295.437936 	 -66352.666476 	 -17150.588165 	 295.320482 	 295.278086
12:03:45.107 AM 2026-08-06 	 1.950761 	 0.134783 	 295.639545 	 295.437017 	 -66352.788085 	 -17146.439543 	 295.328517 	 295.279526
12:03:50.250 AM 2026-08-06 	 1.429942 	 0.511103 	 295.640924 	 295.437936 	 -66352.861052 	 -17142.857046 	 295.335410 	 295.279354
12:03:55.421 AM 2026-08-06 	 1.849616 	 0.244606 	 295.640618 	 295.435791 	 -66352.946180 	 -17138.542494 	 295.357896 	 295.278760
12:04:00.561 AM 2026-08-06 	 2.514604 	 0.963241 	 295.640158 	 295.436097 	 -66353.006986 	 -17135.887661 	 295.329884 	 295.262991
12:04:05.730 AM 2026-08-06 	 1.700667 	 0.929992 	 295.639545 	 295.434105 	 -66353.128599 	 -17133.137338 	 295.358172 	 295.287515
12:04:10.863 AM 2026-08-06 	 2.496740 	 0.706316 	 295.640005 	 295.431806 	 -66352.958341 	 -17129.436337 	 295.332040 	 295.259023
12:04:15.978 AM 2026-08-06 	 2.400376 	 0.031006 	 295.639545 	 295.430579 	 -66352.952260 	 -17125.946259 	 295.347088 	 295.298099
12:04:21.133 AM 2026-08-06 	 1.827475 	 0.452161 	 295.638932 	 295.429507 	 -66352.782005 	 -17123.408894 	 295.344507 	 295.297402
12:04:26.266 AM 2026-08-06 	 2.157579 	 0.899262 	 295.639699 	 295.428893 	 -66352.715120 	 -17121.022856 	 295.322094 	 295.299013
12:04:31.413 AM 2026-08-06 	 1.747214 	 1.176338 	 295.640618 	 295.427514 	 -66352.544869 	 -17117.672546 	 295.329876 	 295.284654
12:04:36.569 AM 2026-08-06 	 1.868990 	 -0.144560 	 295.639545 	 295.427054 	 -66352.441504 	 -17114.074137 	 295.332751 	 295.284702
12:04:41.706 AM 2026-08-06 	 1.823701 	 0.234531 	 295.639239 	 295.425522 	 -66352.350300 	 -17108.428061 	 295.323427 	 295.291866
12:04:46.849 AM 2026-08-06 	 1.482275 	 0.979614 	 295.639545 	 295.423836 	 -66352.289498 	 -17105.310082 	 295.341078 	 295.283609
12:04:51.963 AM 2026-08-06 	 2.308038 	 0.710850 	 295.638932 	 295.422150 	 -66352.186136 	 -17100.629857 	 295.327466 	 295.294021
12:04:57.120 AM 2026-08-06 	 2.280361 	 0.647374 	 295.640005 	 295.421690 	 -66352.143575 	 -17095.622786 	 295.338597 	 295.285838
12:05:02.277 AM 2026-08-06 	 1.935413 	 1.294221 	 295.639086 	 295.419697 	 -66352.094935 	 -17092.897661 	 295.359593 	 295.277631
12:05:07.409 AM 2026-08-06 	 2.916667 	 0.296747 	 295.638473 	 295.417552 	 -66352.070615 	 -17087.859808 	 295.338298 	 295.269522
12:05:12.557 AM 2026-08-06 	 2.168398 	 0.664503 	 295.638626 	 295.417705 	 -66352.094935 	 -17084.154503 	 295.328035 	 295.279986
12:05:17.683 AM 2026-08-06 	 1.593987 	 -0.136500 	 295.638626 	 295.416938 	 -66352.204376 	 -17077.423536 	 295.330367 	 295.275723
12:05:22.838 AM 2026-08-06 	 2.163366 	 0.289946 	 295.638473 	 295.416325 	 -66352.240857 	 -17068.737475 	 295.334755 	 295.284352
12:05:27.934 AM 2026-08-06 	 2.288916 	 1.131754 	 295.638013 	 295.415866 	 -66352.246937 	 -17063.251695 	 295.347969 	 295.287675
12:05:33.086 AM 2026-08-06 	 2.052912 	 0.028487 	 295.638473 	 295.413567 	 -66352.277338 	 -17060.209415 	 295.343383 	 295.289212
12:05:38.204 AM 2026-08-06 	 1.888363 	 1.518653 	 295.638779 	 295.412034 	 -66352.386782 	 -17056.846418 	 295.337708 	 295.286834
12:05:43.346 AM 2026-08-06 	 2.231802 	 0.943594 	 295.638319 	 295.411114 	 -66352.465825 	 -17054.014484 	 295.331437 	 295.289513
12:05:48.532 AM 2026-08-06 	 1.183622 	 1.062485 	 295.638013 	 295.408815 	 -66352.496226 	 -17047.999954 	 295.336743 	 295.269380
12:05:53.657 AM 2026-08-06 	 2.417485 	 0.168536 	 295.637707 	 295.406056 	 -66352.557030 	 -17044.082004 	 295.334636 	 295.288944
12:05:58.786 AM 2026-08-06 	 3.418112 	 1.385153 	 295.637860 	 295.405137 	 -66352.745522 	 -17040.516399 	 295.339647 	 295.290187
12:06:03.951 AM 2026-08-06 	 1.098076 	 0.466015 	 295.636634 	 295.402225 	 -66352.818488 	 -17036.912632 	 295.355490 	 295.262691
12:06:09.108 AM 2026-08-06 	 1.277973 	 1.491449 	 295.636174 	 295.398240 	 -66352.848891 	 -17032.909305 	 295.346665 	 295.299560
12:06:14.213 AM 2026-08-06 	 2.780549 	 1.392458 	 295.635868 	 295.395787 	 -66352.958341 	 -17027.621501 	 295.331569 	 295.273628
12:06:19.342 AM 2026-08-06 	 1.674500 	 0.834275 	 295.636327 	 295.394714 	 -66353.013066 	 -17023.358035 	 295.319075 	 295.286100
12:06:24.474 AM 2026-08-06 	 2.059202 	 -0.152620 	 295.635408 	 295.391342 	 -66353.025228 	 -17018.695508 	 295.331843 	 295.280497
12:06:29.612 AM 2026-08-06 	 2.078324 	 0.868783 	 295.634795 	 295.389810 	 -66353.086034 	 -17012.970776 	 295.354701 	 295.280746
12:06:34.778 AM 2026-08-06 	 2.083859 	 0.707323 	 295.635715 	 295.387817 	 -66353.122518 	 -17008.087356 	 295.339306 	 295.267233
12:06:39.873 AM 2026-08-06 	 1.816153 	 1.118656 	 295.634642 	 295.386131 	 -66353.250214 	 -17003.890688 	 295.328524 	 295.272938
12:06:44.989 AM 2026-08-06 	 1.989256 	 1.252156 	 295.634948 	 295.386285 	 -66353.262376 	 -17002.738693 	 295.317740 	 295.269690
12:06:50.120 AM 2026-08-06 	 1.913523 	 0.372817 	 295.635255 	 295.385058 	 -66353.335346 	 -16994.749409 	 295.329344 	 295.262451
12:06:55.272 AM 2026-08-06 	 1.438496 	 1.348125 	 295.633569 	 295.381840 	 -66353.274537 	 -16991.994282 	 295.341342 	 295.297063
12:07:00.398 AM 2026-08-06 	 1.887105 	 0.880622 	 295.633723 	 295.378468 	 -66353.268456 	 -16989.103776 	 295.329070 	 295.276310
12:07:05.570 AM 2026-08-06 	 2.892764 	 0.067781 	 295.633569 	 295.376016 	 -66353.298861 	 -16983.376659 	 295.338615 	 295.269368
12:07:10.719 AM 2026-08-06 	 2.061466 	 0.689188 	 295.634029 	 295.373104 	 -66353.225891 	 -16981.542813 	 295.331251 	 295.271425
12:07:15.866 AM 2026-08-06 	 2.375468 	 -0.418614 	 295.633416 	 295.371571 	 -66353.219810 	 -16977.614442 	 295.324160 	 295.272814
12:07:21.024 AM 2026-08-06 	 1.648333 	 1.138807 	 295.633110 	 295.370498 	 -66353.280618 	 -16973.670667 	 295.327235 	 295.280129
12:07:26.170 AM 2026-08-06 	 2.500766 	 0.389945 	 295.633110 	 295.368812 	 -66353.347507 	 -16969.883546 	 295.319501 	 295.279461
12:07:31.325 AM 2026-08-06 	 2.509069 	 -1.069995 	 295.633110 	 295.368199 	 -66353.383992 	 -16966.510092 	 295.327188 	 295.265948
12:07:36.464 AM 2026-08-06 	 2.042344 	 -0.392166 	 295.632803 	 295.365440 	 -66353.450882 	 -16963.993558 	 295.333585 	 295.269991
12:07:41.569 AM 2026-08-06 	 0.909625 	 0.487678 	 295.633723 	 295.364061 	 -66353.499530 	 -16958.125335 	 295.338494 	 295.260768
12:07:46.726 AM 2026-08-06 	 1.460134 	 0.351910 	 295.633416 	 295.362068 	 -66353.542096 	 -16954.794190 	 295.319827 	 295.275075
12:07:51.855 AM 2026-08-06 	 2.578008 	 1.211350 	 295.632803 	 295.360842 	 -66353.657636 	 -16949.450514 	 295.328779 	 295.282143
12:07:56.965 AM 2026-08-06 	 2.929498 	 -0.191663 	 295.632650 	 295.358390 	 -66353.748852 	 -16946.367556 	 295.317847 	 295.260846
12:08:02.112 AM 2026-08-06 	 1.693622 	 0.919413 	 295.632037 	 295.356397 	 -66353.913043 	 -16942.348697 	 295.340658 	 295.258692
12:08:07.231 AM 2026-08-06 	 1.883834 	 0.427476 	 295.631577 	 295.356091 	 -66353.973856 	 -16939.102911 	 295.323949 	 295.270718
12:08:12.357 AM 2026-08-06 	 2.127386 	 -0.226675 	 295.631730 	 295.354712 	 -66354.028587 	 -16933.973280 	 295.333594 	 295.264347
12:08:17.505 AM 2026-08-06 	 1.950258 	 0.891705 	 295.632037 	 295.352566 	 -66354.046831 	 -16932.711789 	 295.342619 	 295.281852
12:08:22.658 AM 2026-08-06 	 1.663681 	 0.481632 	 295.631118 	 295.350727 	 -66354.186702 	 -16927.842492 	 295.345546 	 295.275358
12:08:27.810 AM 2026-08-06 	 2.243879 	 0.229745 	 295.631118 	 295.350420 	 -66354.101563 	 -16923.705488 	 295.342843 	 295.270299
12:08:32.960 AM 2026-08-06 	 2.115309 	 0.535284 	 295.632037 	 295.347661 	 -66354.144132 	 -16921.416147 	 295.324646 	 295.270473
12:08:38.081 AM 2026-08-06 	 2.203622 	 0.643344 	 295.631884 	 295.346435 	 -66354.083319 	 -16916.098644 	 295.313092 	 295.260802
12:08:43.211 AM 2026-08-06 	 1.491836 	 0.365008 	 295.631118 	 295.346742 	 -66354.198865 	 -16915.676613 	 295.341357 	 295.275408
