Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:00.144 AM 2026-09-02 	 114.190333 	 112.773086 	 302.933125 	 294.448418 	 -66454.188345 	 -66454.188345 	 294.935313 	 294.905612
12:00:05.292 AM 2026-09-02 	 114.068053 	 112.436312 	 302.933432 	 294.445966 	 -66454.182198 	 -66454.182198 	 294.921616 	 294.916430
12:00:10.438 AM 2026-09-02 	 114.719958 	 113.202050 	 302.929900 	 294.445507 	 -66454.096141 	 -66454.096141 	 294.922678 	 294.897219
12:00:15.570 AM 2026-09-02 	 114.212725 	 112.656714 	 302.926829 	 294.443821 	 -66454.028525 	 -66454.028525 	 294.926173 	 294.901657
12:00:20.720 AM 2026-09-02 	 114.121896 	 112.167044 	 302.924679 	 294.442749 	 -66453.954763 	 -66453.954763 	 294.901356 	 294.918800
12:00:25.829 AM 2026-09-02 	 114.168191 	 112.359738 	 302.925293 	 294.441523 	 -66453.868708 	 -66453.868708 	 294.914676 	 294.914676
12:00:30.976 AM 2026-09-02 	 114.456026 	 112.586185 	 302.923296 	 294.438918 	 -66453.678161 	 -66453.678161 	 294.925211 	 294.912953
12:00:36.097 AM 2026-09-02 	 113.755813 	 112.963513 	 302.922375 	 294.437539 	 -66453.647428 	 -66453.647428 	 294.926500 	 294.925557
12:00:41.238 AM 2026-09-02 	 114.379035 	 112.041101 	 302.920071 	 294.434781 	 -66453.512204 	 -66453.512204 	 294.937732 	 294.918875
12:00:46.342 AM 2026-09-02 	 114.977348 	 112.793992 	 302.920686 	 294.432483 	 -66453.364689 	 -66453.364689 	 294.923457 	 294.910728
12:00:51.491 AM 2026-09-02 	 114.192597 	 113.069557 	 302.920378 	 294.432023 	 -66453.186445 	 -66453.186445 	 294.927913 	 294.927913
12:00:56.677 AM 2026-09-02 	 114.231596 	 111.706342 	 302.921300 	 294.430950 	 -66452.946742 	 -66452.946742 	 294.937304 	 294.899117
12:01:01.808 AM 2026-09-02 	 114.260530 	 112.610115 	 302.920839 	 294.429418 	 -66452.541106 	 -66452.541106 	 294.921973 	 294.914430
12:01:06.938 AM 2026-09-02 	 113.582710 	 113.073588 	 302.922836 	 294.429571 	 -66452.276837 	 -66452.276837 	 294.921834 	 294.926549
12:01:12.124 AM 2026-09-02 	 114.358655 	 112.386942 	 302.922682 	 294.431563 	 -66451.981848 	 -66451.981848 	 294.921099 	 294.907427
12:01:17.259 AM 2026-09-02 	 114.311354 	 112.695756 	 302.925446 	 294.430797 	 -66451.625416 	 -66451.625416 	 294.950284 	 294.905025
12:01:22.385 AM 2026-09-02 	 114.268581 	 113.459983 	 302.926061 	 294.431257 	 -66451.404189 	 -66451.404189 	 294.927221 	 294.904591
