Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:04.961 AM 2026-09-05 	 5.672594 	 297.647000 	 44.546000 	 -114.676908 	 5.654663 	 297.647000 	 44.546000 	 -114.676908 	 111.563075 	 108.481046 	 298.989869
12:00:10.033 AM 2026-09-05 	 5.675057 	 297.647000 	 44.546000 	 -115.221127 	 5.652966 	 297.647000 	 44.546000 	 -115.221127 	 111.563313 	 108.480808 	 298.990841
12:00:15.095 AM 2026-09-05 	 5.676575 	 297.647000 	 44.546000 	 -114.436236 	 5.653793 	 297.647000 	 44.546000 	 -114.436236 	 111.563790 	 108.481583 	 298.991490
12:00:20.161 AM 2026-09-05 	 5.671292 	 297.647000 	 44.546000 	 -114.619590 	 5.662882 	 297.647000 	 44.546000 	 -114.619590 	 111.564207 	 108.481583 	 298.991615
12:00:25.232 AM 2026-09-05 	 5.675717 	 297.647000 	 44.546000 	 -113.938570 	 5.649997 	 297.647000 	 44.546000 	 -113.938570 	 111.564445 	 108.481761 	 298.992288
12:00:30.309 AM 2026-09-05 	 5.672249 	 297.647000 	 44.546000 	 -114.668622 	 5.658908 	 297.647000 	 44.546000 	 -114.668622 	 111.563492 	 108.482893 	 298.992862
12:00:35.386 AM 2026-09-05 	 5.664100 	 297.647000 	 44.546000 	 -114.432947 	 5.653194 	 297.647000 	 44.546000 	 -114.432947 	 111.563432 	 108.482953 	 298.993435
12:00:40.449 AM 2026-09-05 	 5.670697 	 297.647000 	 44.546000 	 -115.377705 	 5.656055 	 297.647000 	 44.546000 	 -115.377705 	 111.563968 	 108.483250 	 298.993435
12:00:45.542 AM 2026-09-05 	 5.670431 	 297.647000 	 44.546000 	 -114.469078 	 5.653950 	 297.647000 	 44.546000 	 -114.469078 	 111.563075 	 108.483786 	 298.994034
12:00:50.619 AM 2026-09-05 	 5.671318 	 297.647000 	 44.546000 	 -114.822626 	 5.649828 	 297.647000 	 44.546000 	 -114.822626 	 111.562896 	 108.484203 	 298.994109
12:00:55.698 AM 2026-09-05 	 5.673452 	 297.647000 	 44.546000 	 -114.695540 	 5.662750 	 297.647000 	 44.546000 	 -114.695540 	 111.562420 	 108.484680 	 298.994134
12:01:00.794 AM 2026-09-05 	 5.667188 	 297.647000 	 44.546000 	 -115.224619 	 5.652219 	 297.647000 	 44.546000 	 -115.224619 	 111.562479 	 108.485633 	 298.994508
12:01:05.885 AM 2026-09-05 	 5.668689 	 297.647000 	 44.546000 	 -114.507447 	 5.656245 	 297.647000 	 44.546000 	 -114.507447 	 111.563611 	 108.485812 	 298.994583
12:01:10.969 AM 2026-09-05 	 5.675539 	 297.647000 	 44.546000 	 -115.313929 	 5.660645 	 297.647000 	 44.546000 	 -115.313929 	 111.563432 	 108.486110 	 298.994857
