Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:01.328 AM 2026-08-08 	 4.023571 	 297.647000 	 44.546000 	 -94.227380 	 4.013446 	 297.647000 	 44.546000 	 -94.227380 	 108.809318 	 108.778457 	 298.653954
12:00:06.420 AM 2026-08-08 	 4.010061 	 297.647000 	 44.546000 	 -94.995762 	 4.015034 	 297.647000 	 44.546000 	 -94.995762 	 108.809556 	 108.777504 	 298.653657
12:00:11.536 AM 2026-08-08 	 4.034639 	 297.647000 	 44.546000 	 -94.308045 	 4.008354 	 297.647000 	 44.546000 	 -94.308045 	 108.809437 	 108.777087 	 298.653558
12:00:16.674 AM 2026-08-08 	 4.028016 	 297.647000 	 44.546000 	 -95.239889 	 4.009752 	 297.647000 	 44.546000 	 -95.239889 	 108.809497 	 108.777742 	 298.652890
12:00:21.795 AM 2026-08-08 	 4.018790 	 297.647000 	 44.546000 	 -94.679023 	 4.018465 	 297.647000 	 44.546000 	 -94.679023 	 108.809378 	 108.777623 	 298.653236
12:00:26.920 AM 2026-08-08 	 4.025556 	 297.647000 	 44.546000 	 -94.206599 	 4.017965 	 297.647000 	 44.546000 	 -94.206599 	 108.809080 	 108.778278 	 298.653013
12:00:32.036 AM 2026-08-08 	 4.024561 	 297.647000 	 44.546000 	 -94.767453 	 4.012178 	 297.647000 	 44.546000 	 -94.767453 	 108.809199 	 108.778695 	 298.652667
12:00:37.150 AM 2026-08-08 	 4.039446 	 297.647000 	 44.546000 	 -94.622754 	 4.008616 	 297.647000 	 44.546000 	 -94.622754 	 108.809556 	 108.779231 	 298.653088
12:00:42.302 AM 2026-08-08 	 4.018178 	 297.647000 	 44.546000 	 -94.765235 	 4.016646 	 297.647000 	 44.546000 	 -94.765235 	 108.809318 	 108.779708 	 298.652716
12:00:47.419 AM 2026-08-08 	 4.029943 	 297.647000 	 44.546000 	 -93.708776 	 4.008984 	 297.647000 	 44.546000 	 -93.708776 	 108.809437 	 108.780303 	 298.652890
12:00:52.539 AM 2026-08-08 	 4.012938 	 297.647000 	 44.546000 	 -93.748505 	 4.010818 	 297.647000 	 44.546000 	 -93.748505 	 108.809258 	 108.780065 	 298.652939
12:00:57.671 AM 2026-08-08 	 4.026073 	 297.647000 	 44.546000 	 -94.203272 	 4.011919 	 297.647000 	 44.546000 	 -94.203272 	 108.809616 	 108.780184 	 298.653088
12:01:02.790 AM 2026-08-08 	 4.020807 	 297.647000 	 44.546000 	 -94.494594 	 4.003901 	 297.647000 	 44.546000 	 -94.494594 	 108.809318 	 108.780958 	 298.653608
12:01:07.919 AM 2026-08-08 	 4.027042 	 297.647000 	 44.546000 	 -93.931529 	 4.005781 	 297.647000 	 44.546000 	 -93.931529 	 108.809199 	 108.780244 	 298.654004
12:01:13.060 AM 2026-08-08 	 4.027879 	 297.647000 	 44.546000 	 -94.324487 	 4.015551 	 297.647000 	 44.546000 	 -94.324487 	 108.809497 	 108.779946 	 298.654128
12:01:18.185 AM 2026-08-08 	 4.027027 	 297.647000 	 44.546000 	 -94.966928 	 4.017586 	 297.647000 	 44.546000 	 -94.966928 	 108.809318 	 108.779469 	 298.654301
12:01:23.336 AM 2026-08-08 	 4.033174 	 297.647000 	 44.546000 	 -94.463348 	 4.009221 	 297.647000 	 44.546000 	 -94.463348 	 108.809199 	 108.779112 	 298.655242
12:01:28.475 AM 2026-08-08 	 4.021803 	 297.647000 	 44.546000 	 -94.180705 	 4.005816 	 297.647000 	 44.546000 	 -94.180705 	 108.809497 	 108.778695 	 298.655465
12:01:33.623 AM 2026-08-08 	 4.028279 	 297.647000 	 44.546000 	 -93.924486 	 4.008567 	 297.647000 	 44.546000 	 -93.924486 	 108.809437 	 108.777861 	 298.656035
12:01:38.753 AM 2026-08-08 	 4.027579 	 297.647000 	 44.546000 	 -94.361512 	 4.014520 	 297.647000 	 44.546000 	 -94.361512 	 108.809556 	 108.777682 	 298.656579
12:01:43.931 AM 2026-08-08 	 4.022920 	 297.647000 	 44.546000 	 -94.384606 	 4.007901 	 297.647000 	 44.546000 	 -94.384606 	 108.809378 	 108.777742 	 298.657001
12:01:49.060 AM 2026-08-08 	 4.026367 	 297.647000 	 44.546000 	 -94.123948 	 4.018938 	 297.647000 	 44.546000 	 -94.123948 	 108.809437 	 108.776848 	 298.657669
12:01:54.174 AM 2026-08-08 	 4.021773 	 297.647000 	 44.546000 	 -94.300415 	 4.006905 	 297.647000 	 44.546000 	 -94.300415 	 108.809258 	 108.776848 	 298.658412
12:01:59.302 AM 2026-08-08 	 4.030824 	 297.647000 	 44.546000 	 -95.107324 	 4.009565 	 297.647000 	 44.546000 	 -95.107324 	 108.808782 	 108.776014 	 298.658660
12:02:04.422 AM 2026-08-08 	 4.028329 	 297.647000 	 44.546000 	 -95.185678 	 4.011606 	 297.647000 	 44.546000 	 -95.185678 	 108.808961 	 108.776431 	 298.658784
