Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:04.049 AM 2026-08-29 	 4.974328 	 297.647000 	 44.546000 	 -71.273773 	 4.975436 	 297.647000 	 44.546000 	 -71.273773 	 111.716144 	 108.931302 	 298.508269
12:00:09.166 AM 2026-08-29 	 4.983826 	 297.647000 	 44.546000 	 -71.229663 	 4.964715 	 297.647000 	 44.546000 	 -71.229663 	 111.715668 	 108.931361 	 298.508319
12:00:14.299 AM 2026-08-29 	 4.974457 	 297.647000 	 44.546000 	 -71.449084 	 4.963600 	 297.647000 	 44.546000 	 -71.449084 	 111.715429 	 108.932791 	 298.508566
12:00:19.448 AM 2026-08-29 	 4.979386 	 297.647000 	 44.546000 	 -71.381840 	 4.961687 	 297.647000 	 44.546000 	 -71.381840 	 111.715429 	 108.933863 	 298.508195
12:00:24.590 AM 2026-08-29 	 4.984007 	 297.647000 	 44.546000 	 -71.919951 	 4.962843 	 297.647000 	 44.546000 	 -71.919951 	 111.714715 	 108.935173 	 298.508343
12:00:29.705 AM 2026-08-29 	 4.983230 	 297.647000 	 44.546000 	 -72.276132 	 4.968648 	 297.647000 	 44.546000 	 -72.276132 	 111.714119 	 108.936246 	 298.508343
12:00:34.832 AM 2026-08-29 	 4.988510 	 297.647000 	 44.546000 	 -71.767796 	 4.977141 	 297.647000 	 44.546000 	 -71.767796 	 111.714834 	 108.937079 	 298.507998
12:00:39.929 AM 2026-08-29 	 4.976897 	 297.647000 	 44.546000 	 -71.754573 	 4.969048 	 297.647000 	 44.546000 	 -71.754573 	 111.714417 	 108.937377 	 298.507825
12:00:45.084 AM 2026-08-29 	 4.983096 	 297.647000 	 44.546000 	 -71.472295 	 4.957045 	 297.647000 	 44.546000 	 -71.472295 	 111.715251 	 108.937794 	 298.507578
12:00:50.218 AM 2026-08-29 	 4.970187 	 297.647000 	 44.546000 	 -71.789878 	 4.966913 	 297.647000 	 44.546000 	 -71.789878 	 111.716382 	 108.937973 	 298.507504
12:00:55.367 AM 2026-08-29 	 4.979302 	 297.647000 	 44.546000 	 -72.020346 	 4.967991 	 297.647000 	 44.546000 	 -72.020346 	 111.716740 	 108.935948 	 298.507504
12:01:00.456 AM 2026-08-29 	 4.985454 	 297.647000 	 44.546000 	 -71.258420 	 4.969941 	 297.647000 	 44.546000 	 -71.258420 	 111.715846 	 108.932731 	 298.506739
12:01:05.540 AM 2026-08-29 	 4.982220 	 297.647000 	 44.546000 	 -71.504313 	 4.966601 	 297.647000 	 44.546000 	 -71.504313 	 111.714238 	 108.930885 	 298.506862
12:01:10.617 AM 2026-08-29 	 4.981759 	 297.647000 	 44.546000 	 -71.971869 	 4.972957 	 297.647000 	 44.546000 	 -71.971869 	 111.713226 	 108.931123 	 298.506714
12:01:15.731 AM 2026-08-29 	 4.986794 	 297.647000 	 44.546000 	 -71.700603 	 4.972811 	 297.647000 	 44.546000 	 -71.700603 	 111.713107 	 108.931480 	 298.506689
12:01:20.883 AM 2026-08-29 	 4.981071 	 297.647000 	 44.546000 	 -71.375294 	 4.967118 	 297.647000 	 44.546000 	 -71.375294 	 111.712690 	 108.932433 	 298.506936
12:01:26.034 AM 2026-08-29 	 4.981794 	 297.647000 	 44.546000 	 -71.336678 	 4.962493 	 297.647000 	 44.546000 	 -71.336678 	 111.712571 	 108.931540 	 298.507331
12:01:31.159 AM 2026-08-29 	 4.981205 	 297.647000 	 44.546000 	 -71.901260 	 4.958125 	 297.647000 	 44.546000 	 -71.901260 	 111.712749 	 108.931063 	 298.507356
12:01:36.264 AM 2026-08-29 	 4.985615 	 297.647000 	 44.546000 	 -70.795244 	 4.966797 	 297.647000 	 44.546000 	 -70.795244 	 111.712451 	 108.931004 	 298.507726
12:01:41.428 AM 2026-08-29 	 4.981780 	 297.647000 	 44.546000 	 -72.474638 	 4.966478 	 297.647000 	 44.546000 	 -72.474638 	 111.713047 	 108.931480 	 298.508121
12:01:46.565 AM 2026-08-29 	 4.974019 	 297.647000 	 44.546000 	 -71.001412 	 4.972344 	 297.647000 	 44.546000 	 -71.001412 	 111.713047 	 108.932136 	 298.508269
12:01:51.683 AM 2026-08-29 	 4.985784 	 297.647000 	 44.546000 	 -71.962932 	 4.961100 	 297.647000 	 44.546000 	 -71.962932 	 111.712690 	 108.932969 	 298.508788
12:01:56.830 AM 2026-08-29 	 4.979941 	 297.647000 	 44.546000 	 -72.010356 	 4.971652 	 297.647000 	 44.546000 	 -72.010356 	 111.713345 	 108.934101 	 298.508664
12:02:01.956 AM 2026-08-29 	 4.986248 	 297.647000 	 44.546000 	 -71.569271 	 4.970078 	 297.647000 	 44.546000 	 -71.569271 	 111.714119 	 108.935769 	 298.508689
12:02:07.069 AM 2026-08-29 	 4.979451 	 297.647000 	 44.546000 	 -71.198775 	 4.963252 	 297.647000 	 44.546000 	 -71.198775 	 111.714000 	 108.937318 	 298.508541
12:02:12.192 AM 2026-08-29 	 4.977781 	 297.647000 	 44.546000 	 -71.549423 	 4.960432 	 297.647000 	 44.546000 	 -71.549423 	 111.714536 	 108.939164 	 298.508664
12:02:17.294 AM 2026-08-29 	 4.977238 	 297.647000 	 44.546000 	 -71.202061 	 4.965162 	 297.647000 	 44.546000 	 -71.202061 	 111.715132 	 108.939760 	 298.508936
12:02:22.397 AM 2026-08-29 	 4.981613 	 297.647000 	 44.546000 	 -71.591300 	 4.967369 	 297.647000 	 44.546000 	 -71.591300 	 111.715727 	 108.941189 	 298.509133
12:02:27.549 AM 2026-08-29 	 4.975414 	 297.647000 	 44.546000 	 -72.366486 	 4.957465 	 297.647000 	 44.546000 	 -72.366486 	 111.714953 	 108.941368 	 298.509602
12:02:32.658 AM 2026-08-29 	 4.975029 	 297.647000 	 44.546000 	 -71.788641 	 4.969585 	 297.647000 	 44.546000 	 -71.788641 	 111.714357 	 108.942083 	 298.509874
