Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.885 AM 2026-08-30 	 94.695338 	 94.448017 	 303.133239 	 295.607152 	 -66302.875703 	 -66302.875703 	 295.781506 	 295.712324
12:00:06.992 AM 2026-08-30 	 94.937380 	 93.455077 	 303.132625 	 295.607918 	 -66302.821250 	 -66302.821250 	 295.775165 	 295.707865
12:00:12.125 AM 2026-08-30 	 94.615579 	 93.484044 	 303.133239 	 295.605466 	 -66302.724446 	 -66302.724446 	 295.768181 	 295.689584
12:00:17.300 AM 2026-08-30 	 94.083186 	 93.500668 	 303.133547 	 295.603626 	 -66302.694195 	 -66302.694195 	 295.769469 	 295.719583
12:00:22.437 AM 2026-08-30 	 94.711189 	 93.256086 	 303.134315 	 295.601021 	 -66302.657894 	 -66302.657894 	 295.753320 	 295.702961
12:00:27.547 AM 2026-08-30 	 94.315416 	 92.855584 	 303.135697 	 295.602860 	 -66302.555042 	 -66302.555042 	 295.771723 	 295.727485
12:00:32.689 AM 2026-08-30 	 94.939645 	 92.845761 	 303.134468 	 295.603013 	 -66302.530841 	 -66302.530841 	 295.757976 	 295.685967
12:00:37.850 AM 2026-08-30 	 95.141682 	 93.635428 	 303.133547 	 295.603626 	 -66302.434040 	 -66302.434040 	 295.754757 	 295.682276
12:00:42.980 AM 2026-08-30 	 95.512294 	 93.192358 	 303.133239 	 295.603013 	 -66302.452190 	 -66302.452190 	 295.764243 	 295.682821
12:00:48.134 AM 2026-08-30 	 94.853596 	 93.318050 	 303.131857 	 295.605312 	 -66302.427990 	 -66302.427990 	 295.756144 	 295.700608
12:00:53.267 AM 2026-08-30 	 94.208736 	 93.349788 	 303.131089 	 295.605772 	 -66302.458240 	 -66302.458240 	 295.760032 	 295.697437
12:00:58.390 AM 2026-08-30 	 94.394420 	 93.893865 	 303.131089 	 295.609298 	 -66302.434040 	 -66302.434040 	 295.755698 	 295.711458
12:01:03.545 AM 2026-08-30 	 95.268490 	 93.425606 	 303.130782 	 295.609911 	 -66302.415890 	 -66302.415890 	 295.767859 	 295.695381
12:01:08.636 AM 2026-08-30 	 95.300696 	 93.743992 	 303.130321 	 295.611597 	 -66302.391690 	 -66302.391690 	 295.771525 	 295.699518
12:01:13.767 AM 2026-08-30 	 94.811327 	 93.705957 	 303.132011 	 295.610217 	 -66302.440090 	 -66302.440090 	 295.745840 	 295.691244
12:01:18.910 AM 2026-08-30 	 95.069975 	 93.397646 	 303.131550 	 295.611137 	 -66302.294891 	 -66302.294891 	 295.751834 	 295.694415
12:01:24.001 AM 2026-08-30 	 94.596458 	 93.755830 	 303.131857 	 295.609298 	 -66302.204142 	 -66302.204142 	 295.758051 	 295.686513
12:01:29.163 AM 2026-08-30 	 94.701125 	 93.205204 	 303.130168 	 295.609911 	 -66302.155743 	 -66302.155743 	 295.729145 	 295.679725
12:01:34.285 AM 2026-08-30 	 94.419580 	 92.523597 	 303.130014 	 295.608838 	 -66302.131544 	 -66302.131544 	 295.765284 	 295.680097
12:01:39.382 AM 2026-08-30 	 94.344099 	 93.654572 	 303.128939 	 295.608991 	 -66302.089195 	 -66302.089195 	 295.756169 	 295.701575
12:01:44.540 AM 2026-08-30 	 94.789186 	 93.955829 	 303.127096 	 295.607765 	 -66302.046846 	 -66302.046846 	 295.750348 	 295.705167
12:01:49.690 AM 2026-08-30 	 94.392155 	 93.602431 	 303.127250 	 295.607152 	 -66301.968199 	 -66301.968199 	 295.772145 	 295.691666
12:01:54.810 AM 2026-08-30 	 94.595451 	 93.573968 	 303.126942 	 295.605159 	 -66301.901652 	 -66301.901652 	 295.758696 	 295.675861
