Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:00.137 AM 6/22/2026 	 4.018029 	 297.647000 	 44.546000 	 -163.842325 	 4.001291 	 297.647000 	 44.546000 	 -163.842325 	 108.146951 	 107.922680 	 297.578074
12:00:05.284 AM 6/22/2026 	 4.029394 	 297.647000 	 44.546000 	 -163.494619 	 4.006184 	 297.647000 	 44.546000 	 -163.494619 	 108.147070 	 107.923157 	 297.576911
12:00:10.434 AM 6/22/2026 	 4.022307 	 297.647000 	 44.546000 	 -163.502482 	 4.017069 	 297.647000 	 44.546000 	 -163.502482 	 108.147428 	 107.922740 	 297.575797
12:00:15.604 AM 6/22/2026 	 4.024181 	 297.647000 	 44.546000 	 -163.675434 	 4.007066 	 297.647000 	 44.546000 	 -163.675434 	 108.147547 	 107.923514 	 297.574755
12:00:20.758 AM 6/22/2026 	 4.017159 	 297.647000 	 44.546000 	 -164.018910 	 4.014295 	 297.647000 	 44.546000 	 -164.018910 	 108.147249 	 107.923752 	 297.573665
12:00:25.900 AM 6/22/2026 	 4.021881 	 297.647000 	 44.546000 	 -163.435529 	 4.006336 	 297.647000 	 44.546000 	 -163.435529 	 108.147130 	 107.923454 	 297.574004
12:00:31.002 AM 6/22/2026 	 4.020439 	 297.647000 	 44.546000 	 -163.452075 	 4.018441 	 297.647000 	 44.546000 	 -163.452075 	 108.147189 	 107.924288 	 297.572697
12:00:36.144 AM 6/22/2026 	 4.019786 	 297.647000 	 44.546000 	 -163.438632 	 4.011005 	 297.647000 	 44.546000 	 -163.438632 	 108.147428 	 107.924229 	 297.572527
12:00:41.273 AM 6/22/2026 	 4.021435 	 297.647000 	 44.546000 	 -163.700926 	 4.006400 	 297.647000 	 44.546000 	 -163.700926 	 108.147368 	 107.923812 	 297.572309
12:00:46.394 AM 6/22/2026 	 4.024318 	 297.647000 	 44.546000 	 -163.938922 	 4.017711 	 297.647000 	 44.546000 	 -163.938922 	 108.147309 	 107.923514 	 297.572164
12:00:51.577 AM 6/22/2026 	 4.022208 	 297.647000 	 44.546000 	 -163.924807 	 4.006765 	 297.647000 	 44.546000 	 -163.924807 	 108.147070 	 107.923693 	 297.572479
12:00:56.689 AM 6/22/2026 	 4.031875 	 297.647000 	 44.546000 	 -163.083740 	 4.009454 	 297.647000 	 44.546000 	 -163.083740 	 108.147309 	 107.923454 	 297.571994
12:01:01.868 AM 6/22/2026 	 4.031790 	 297.647000 	 44.546000 	 -163.691154 	 4.013127 	 297.647000 	 44.546000 	 -163.691154 	 108.147666 	 107.923276 	 297.572527
12:01:07.062 AM 6/22/2026 	 4.020238 	 297.647000 	 44.546000 	 -164.011154 	 4.003679 	 297.647000 	 44.546000 	 -164.011154 	 108.147189 	 107.922620 	 297.572430
12:01:12.218 AM 6/22/2026 	 4.016292 	 297.647000 	 44.546000 	 -163.787686 	 4.014254 	 297.647000 	 44.546000 	 -163.787686 	 108.147606 	 107.922561 	 297.572721
12:01:17.346 AM 6/22/2026 	 4.034035 	 297.647000 	 44.546000 	 -164.537673 	 4.013475 	 297.647000 	 44.546000 	 -164.537673 	 108.147428 	 107.922382 	 297.572890
12:01:22.478 AM 6/22/2026 	 4.020197 	 297.647000 	 44.546000 	 -163.820673 	 4.019498 	 297.647000 	 44.546000 	 -163.820673 	 108.147189 	 107.922084 	 297.572454
12:01:27.614 AM 6/22/2026 	 4.017792 	 297.647000 	 44.546000 	 -163.946264 	 4.009907 	 297.647000 	 44.546000 	 -163.946264 	 108.147070 	 107.922620 	 297.572939
12:01:32.776 AM 6/22/2026 	 4.026461 	 297.647000 	 44.546000 	 -163.699168 	 4.014832 	 297.647000 	 44.546000 	 -163.699168 	 108.147725 	 107.921012 	 297.572818
12:01:37.935 AM 6/22/2026 	 4.028988 	 297.647000 	 44.546000 	 -163.803714 	 4.019860 	 297.647000 	 44.546000 	 -163.803714 	 108.146892 	 107.921429 	 297.573302
12:01:43.077 AM 6/22/2026 	 4.026998 	 297.647000 	 44.546000 	 -163.689809 	 4.012573 	 297.647000 	 44.546000 	 -163.689809 	 108.147428 	 107.921072 	 297.573496
12:01:48.191 AM 6/22/2026 	 4.029251 	 297.647000 	 44.546000 	 -164.519627 	 4.013174 	 297.647000 	 44.546000 	 -164.519627 	 108.147189 	 107.921608 	 297.573762
12:01:53.372 AM 6/22/2026 	 4.032940 	 297.647000 	 44.546000 	 -164.209132 	 4.006316 	 297.647000 	 44.546000 	 -164.209132 	 108.147249 	 107.921489 	 297.574586
