Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:04.102 AM 2026-09-08 	 133.705959 	 132.193109 	 302.876457 	 295.872794 	 -66368.766308 	 223.479315 	 295.731006 	 295.731006
12:00:09.172 AM 2026-09-08 	 133.593744 	 133.095119 	 302.877839 	 295.873867 	 -66368.863778 	 223.484290 	 295.732345 	 295.762465
12:00:14.227 AM 2026-09-08 	 133.648593 	 133.808464 	 302.879835 	 295.874174 	 -66368.821135 	 223.470022 	 295.756643 	 295.717110
12:00:19.295 AM 2026-09-08 	 134.695012 	 132.813760 	 302.881524 	 295.872028 	 -66368.924696 	 223.473340 	 295.730241 	 295.725064
12:00:24.346 AM 2026-09-08 	 132.785342 	 132.310741 	 302.883214 	 295.870188 	 -66368.851594 	 223.430799 	 295.734649 	 295.722883
12:00:29.425 AM 2026-09-08 	 133.641800 	 132.804440 	 302.885824 	 295.868502 	 -66368.949064 	 223.411588 	 295.740224 	 295.720457
12:00:34.495 AM 2026-09-08 	 133.147148 	 133.101416 	 302.888589 	 295.867736 	 -66368.906421 	 223.402942 	 295.727343 	 295.726872
12:00:39.564 AM 2026-09-08 	 133.701933 	 132.627112 	 302.888742 	 295.865896 	 -66368.882053 	 223.375820 	 295.731949 	 295.720183
12:00:44.648 AM 2026-09-08 	 133.184888 	 131.800920 	 302.891046 	 295.866663 	 -66368.796767 	 223.287068 	 295.742896 	 295.720776
12:00:49.742 AM 2026-09-08 	 134.441144 	 133.017537 	 302.891660 	 295.866050 	 -66368.601832 	 223.292867 	 295.720449 	 295.737863
12:00:54.836 AM 2026-09-08 	 133.019836 	 132.519556 	 302.891507 	 295.868042 	 -66368.632290 	 223.313836 	 295.738458 	 295.717750
12:00:59.931 AM 2026-09-08 	 134.415481 	 132.515777 	 302.892735 	 295.866509 	 -66368.449541 	 223.323071 	 295.759360 	 295.717003
12:01:04.995 AM 2026-09-08 	 133.826729 	 132.542729 	 302.892582 	 295.866969 	 -66368.169332 	 223.271057 	 295.741742 	 295.719152
12:01:10.083 AM 2026-09-08 	 134.320626 	 133.413001 	 302.893964 	 295.864977 	 -66367.968318 	 223.268949 	 295.731037 	 295.718330
12:01:15.182 AM 2026-09-08 	 134.470079 	 131.653566 	 302.894885 	 295.865283 	 -66367.998774 	 223.224075 	 295.739162 	 295.733044
12:01:20.265 AM 2026-09-08 	 133.477755 	 132.614517 	 302.895039 	 295.865743 	 -66367.694215 	 223.249037 	 295.760507 	 295.710149
12:01:25.338 AM 2026-09-08 	 134.171425 	 133.004691 	 302.893503 	 295.864670 	 -66367.682033 	 223.255731 	 295.706805 	 295.729396
12:01:30.427 AM 2026-09-08 	 133.632994 	 133.337434 	 302.893042 	 295.865283 	 -66367.578485 	 223.277735 	 295.738385 	 295.725207
12:01:35.517 AM 2026-09-08 	 134.227281 	 132.270691 	 302.892582 	 295.865283 	 -66367.432301 	 223.306282 	 295.738729 	 295.750494
12:01:40.604 AM 2026-09-08 	 133.418628 	 132.126611 	 302.892735 	 295.866050 	 -66367.292211 	 223.279149 	 295.727331 	 295.716977
12:01:45.682 AM 2026-09-08 	 134.612738 	 132.329129 	 302.893042 	 295.866663 	 -66367.249575 	 223.276127 	 295.734216 	 295.725745
12:01:50.778 AM 2026-09-08 	 134.263512 	 132.232152 	 302.892275 	 295.866356 	 -66367.292211 	 223.268457 	 295.712270 	 295.716036
12:01:55.865 AM 2026-09-08 	 133.603808 	 132.688320 	 302.894425 	 295.865436 	 -66367.322665 	 223.222457 	 295.726044 	 295.742516
12:02:00.953 AM 2026-09-08 	 134.271060 	 132.093866 	 302.894425 	 295.866203 	 -66367.298302 	 223.194195 	 295.741005 	 295.717002
12:02:06.048 AM 2026-09-08 	 134.620035 	 133.352044 	 302.892582 	 295.867123 	 -66367.377483 	 223.194583 	 295.735681 	 295.712619
12:02:11.138 AM 2026-09-08 	 134.585062 	 132.946253 	 302.892735 	 295.868042 	 -66367.328756 	 223.199410 	 295.727010 	 295.723245
12:02:16.233 AM 2026-09-08 	 134.134440 	 133.185042 	 302.892582 	 295.868962 	 -66367.389665 	 223.199145 	 295.729612 	 295.736201
12:02:21.311 AM 2026-09-08 	 134.017444 	 132.762375 	 302.893810 	 295.869882 	 -66367.353120 	 223.144927 	 295.717226 	 295.734640
12:02:26.391 AM 2026-09-08 	 134.735017 	 133.177234 	 302.895960 	 295.869422 	 -66367.322665 	 223.177428 	 295.741104 	 295.706276
12:02:31.466 AM 2026-09-08 	 134.152304 	 133.377233 	 302.894578 	 295.869882 	 -66367.328756 	 223.099205 	 295.757601 	 295.720892
12:02:36.548 AM 2026-09-08 	 133.815407 	 132.355325 	 302.894425 	 295.869422 	 -66367.322665 	 223.110435 	 295.758046 	 295.741575
12:02:41.634 AM 2026-09-08 	 134.292950 	 133.267410 	 302.894271 	 295.871568 	 -66367.340938 	 223.138111 	 295.720471 	 295.718118
12:02:46.725 AM 2026-09-08 	 134.182244 	 133.331893 	 302.895192 	 295.875400 	 -66367.371392 	 223.159090 	 295.736597 	 295.738480
12:02:51.816 AM 2026-09-08 	 135.043986 	 132.542729 	 302.894425 	 295.878006 	 -66367.389665 	 223.151298 	 295.732436 	 295.740907
12:02:56.892 AM 2026-09-08 	 133.562293 	 133.061366 	 302.893657 	 295.880152 	 -66367.420120 	 223.191977 	 295.728795 	 295.743856
12:03:01.984 AM 2026-09-08 	 133.922590 	 132.913760 	 302.891967 	 295.881532 	 -66367.401847 	 223.156987 	 295.732486 	 295.721661
12:03:07.060 AM 2026-09-08 	 133.968885 	 133.007462 	 302.890432 	 295.883985 	 -66367.340938 	 223.154437 	 295.753415 	 295.742591
12:03:12.153 AM 2026-09-08 	 133.616891 	 132.085553 	 302.889357 	 295.884291 	 -66367.383574 	 223.098910 	 295.730529 	 295.735706
12:03:17.243 AM 2026-09-08 	 134.123369 	 133.557836 	 302.889203 	 295.883065 	 -66367.237394 	 223.142672 	 295.721930 	 295.749227
12:03:22.328 AM 2026-09-08 	 133.011030 	 133.844988 	 302.888896 	 295.882452 	 -66367.152123 	 223.101156 	 295.737112 	 295.736642
12:03:27.417 AM 2026-09-08 	 134.293956 	 132.613761 	 302.887974 	 295.881532 	 -66366.938949 	 223.100113 	 295.743771 	 295.739535
12:03:32.511 AM 2026-09-08 	 133.629472 	 132.773458 	 302.885057 	 295.881839 	 -66366.804957 	 223.101710 	 295.749812 	 295.721103
12:03:37.603 AM 2026-09-08 	 133.903971 	 132.070188 	 302.886132 	 295.882912 	 -66366.731871 	 223.097411 	 295.742924 	 295.738218
12:03:42.706 AM 2026-09-08 	 134.098964 	 133.361364 	 302.886592 	 295.881685 	 -66366.616153 	 223.096282 	 295.740568 	 295.726449
12:03:47.795 AM 2026-09-08 	 133.642303 	 132.832652 	 302.884903 	 295.881992 	 -66366.512617 	 223.094086 	 295.750499 	 295.725085
12:03:52.892 AM 2026-09-08 	 134.178470 	 132.466407 	 302.885364 	 295.882452 	 -66366.433443 	 223.119598 	 295.734644 	 295.726173
12:03:57.994 AM 2026-09-08 	 134.146265 	 132.503939 	 302.886439 	 295.882605 	 -66366.421262 	 223.105463 	 295.737418 	 295.752478
12:04:03.084 AM 2026-09-08 	 134.304021 	 132.970938 	 302.886746 	 295.884904 	 -66366.342089 	 223.065098 	 295.751684 	 295.722034
12:04:08.174 AM 2026-09-08 	 133.865224 	 131.501678 	 302.887360 	 295.883678 	 -66366.317728 	 222.931500 	 295.739348 	 295.712051
12:04:13.264 AM 2026-09-08 	 134.594874 	 133.507458 	 302.887667 	 295.885211 	 -66366.214195 	 222.972676 	 295.741749 	 295.742690
12:04:18.355 AM 2026-09-08 	 134.931771 	 132.640462 	 302.888128 	 295.884598 	 -66366.171564 	 223.013582 	 295.750045 	 295.741104
12:04:23.438 AM 2026-09-08 	 133.829496 	 131.924093 	 302.889203 	 295.885211 	 -66366.068033 	 223.022649 	 295.733621 	 295.717619
12:04:28.528 AM 2026-09-08 	 133.597769 	 132.080516 	 302.889203 	 295.886744 	 -66366.074123 	 223.006910 	 295.749176 	 295.760471
12:04:33.627 AM 2026-09-08 	 134.605693 	 132.376735 	 302.889510 	 295.887050 	 -66366.001043 	 222.994162 	 295.748878 	 295.726758
12:04:38.715 AM 2026-09-08 	 133.469200 	 132.483284 	 302.889971 	 295.887970 	 -66366.007133 	 222.984617 	 295.752197 	 295.728195
