Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:01.294 AM 2026-08-18 	 145.639765 	 144.652977 	 295.635408 	 295.392262 	 -66387.664758 	 -66387.664758 	 295.474519 	 295.419892
12:00:06.378 AM 2026-08-18 	 146.048118 	 144.974386 	 295.635255 	 295.394101 	 -66387.536645 	 -66387.536645 	 295.476820 	 295.415129
12:00:11.528 AM 2026-08-18 	 145.556233 	 145.473627 	 295.635561 	 295.394561 	 -66387.475639 	 -66387.475639 	 295.476570 	 295.410170
12:00:16.632 AM 2026-08-18 	 145.952760 	 144.335851 	 295.636021 	 295.395481 	 -66387.457338 	 -66387.457338 	 295.463310 	 295.424695
12:00:21.762 AM 2026-08-18 	 145.750722 	 144.560282 	 295.635102 	 295.397013 	 -66387.439036 	 -66387.439036 	 295.507028 	 295.412846
12:00:26.866 AM 2026-08-18 	 145.948231 	 145.359522 	 295.635102 	 295.396707 	 -66387.274324 	 -66387.274324 	 295.479043 	 295.405579
12:00:32.017 AM 2026-08-18 	 145.721536 	 144.300586 	 295.635408 	 295.397627 	 -66387.164517 	 -66387.164517 	 295.465880 	 295.396652
12:00:37.141 AM 2026-08-18 	 145.982952 	 144.708644 	 295.634489 	 295.397780 	 -66386.987609 	 -66386.987609 	 295.469394 	 295.403935
12:00:42.286 AM 2026-08-18 	 145.877530 	 144.993781 	 295.635255 	 295.399312 	 -66386.999809 	 -66386.999809 	 295.487338 	 295.418584
12:00:47.432 AM 2026-08-18 	 146.265503 	 145.229044 	 295.635408 	 295.398699 	 -66386.786304 	 -66386.786304 	 295.480814 	 295.409705
12:00:52.574 AM 2026-08-18 	 146.826579 	 145.179422 	 295.634642 	 295.398086 	 -66386.572803 	 -66386.572803 	 295.469581 	 295.422018
12:00:57.713 AM 2026-08-18 	 145.690086 	 143.806887 	 295.634489 	 295.398393 	 -66386.572803 	 -66386.572803 	 295.481825 	 295.409773
12:01:02.832 AM 2026-08-18 	 146.500249 	 144.446177 	 295.635715 	 295.398240 	 -66386.469104 	 -66386.469104 	 295.481871 	 295.408878
12:01:07.966 AM 2026-08-18 	 146.092903 	 144.580433 	 295.635408 	 295.399312 	 -66386.383706 	 -66386.383706 	 295.465983 	 295.398168
12:01:13.090 AM 2026-08-18 	 146.721912 	 144.386732 	 295.636174 	 295.400998 	 -66386.219012 	 -66386.219012 	 295.489324 	 295.409268
12:01:18.192 AM 2026-08-18 	 145.891872 	 144.449452 	 295.635102 	 295.402531 	 -66386.060421 	 -66386.060421 	 295.482083 	 295.411445
12:01:23.304 AM 2026-08-18 	 146.289405 	 144.388243 	 295.636481 	 295.404524 	 -66385.859135 	 -66385.859135 	 295.464308 	 295.415331
12:01:28.435 AM 2026-08-18 	 145.698137 	 145.133075 	 295.635408 	 295.403451 	 -66385.761544 	 -66385.761544 	 295.482744 	 295.398448
12:01:33.572 AM 2026-08-18 	 145.891117 	 144.463558 	 295.635715 	 295.404064 	 -66385.602960 	 -66385.602960 	 295.480212 	 295.423702
