Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:00.852 AM 2026-08-24 	 72.232679 	 71.268069 	 289.582487 	 295.727784 	 -66383.914440 	 -66383.914440 	 295.871515 	 295.775053
12:00:05.954 AM 2026-08-24 	 73.012902 	 71.025753 	 289.585699 	 295.725945 	 -66383.920540 	 -66383.920540 	 295.863071 	 295.797195
12:00:11.091 AM 2026-08-24 	 73.407919 	 71.087969 	 289.586617 	 295.722726 	 -66383.877837 	 -66383.877837 	 295.878423 	 295.797021
12:00:16.167 AM 2026-08-24 	 72.514224 	 71.136835 	 289.586770 	 295.719354 	 -66383.902239 	 -66383.902239 	 295.884168 	 295.789591
12:00:21.265 AM 2026-08-24 	 72.414840 	 71.316683 	 289.587381 	 295.718740 	 -66383.920540 	 -66383.920540 	 295.873892 	 295.775548
12:00:26.394 AM 2026-08-24 	 72.342630 	 71.148422 	 289.588911 	 295.719354 	 -66383.926640 	 -66383.926640 	 295.878152 	 295.792985
12:00:31.511 AM 2026-08-24 	 72.605556 	 71.251444 	 289.588146 	 295.717974 	 -66383.987645 	 -66383.987645 	 295.873696 	 295.787117
12:00:36.658 AM 2026-08-24 	 72.305644 	 70.994771 	 289.588146 	 295.714448 	 -66383.944942 	 -66383.944942 	 295.886225 	 295.789295
12:00:41.769 AM 2026-08-24 	 72.513217 	 71.326255 	 289.587534 	 295.710310 	 -66384.012047 	 -66384.012047 	 295.863915 	 295.787687
12:00:46.892 AM 2026-08-24 	 72.938427 	 71.388723 	 289.588911 	 295.709237 	 -66384.146258 	 -66384.146258 	 295.847525 	 295.769883
12:00:52.050 AM 2026-08-24 	 72.250292 	 71.958744 	 289.589064 	 295.709237 	 -66384.121856 	 -66384.121856 	 295.890241 	 295.787666
12:00:57.189 AM 2026-08-24 	 72.662921 	 71.408370 	 289.590135 	 295.708930 	 -66384.219465 	 -66384.219465 	 295.863351 	 295.771594
12:01:02.309 AM 2026-08-24 	 72.333572 	 70.924242 	 289.591205 	 295.711076 	 -66384.274371 	 -66384.274371 	 295.875809 	 295.768524
12:01:07.430 AM 2026-08-24 	 72.445536 	 71.520208 	 289.589829 	 295.713835 	 -66384.384183 	 -66384.384183 	 295.878140 	 295.777914
12:01:12.603 AM 2026-08-24 	 73.428802 	 71.066307 	 289.589217 	 295.714295 	 -66384.414686 	 -66384.414686 	 295.865090 	 295.784627
12:01:17.765 AM 2026-08-24 	 71.719408 	 71.635321 	 289.588758 	 295.714295 	 -66384.500097 	 -66384.500097 	 295.865910 	 295.770859
12:01:22.875 AM 2026-08-24 	 72.365274 	 70.577897 	 289.586005 	 295.715368 	 -66384.536702 	 -66384.536702 	 295.875940 	 295.773361
12:01:28.011 AM 2026-08-24 	 72.708713 	 72.162521 	 289.586005 	 295.712762 	 -66384.628214 	 -66384.628214 	 295.878196 	 295.769029
12:01:33.144 AM 2026-08-24 	 72.972897 	 70.986207 	 289.585087 	 295.713069 	 -66384.524500 	 -66384.524500 	 295.862246 	 295.782723
12:01:38.309 AM 2026-08-24 	 73.590835 	 71.739099 	 289.583099 	 295.714142 	 -66384.524500 	 -66384.524500 	 295.856129 	 295.796841
12:01:43.454 AM 2026-08-24 	 71.090399 	 70.949683 	 289.581722 	 295.713989 	 -66384.524500 	 -66384.524500 	 295.877302 	 295.779900
12:01:48.540 AM 2026-08-24 	 72.372068 	 71.411897 	 289.581416 	 295.712762 	 -66384.396384 	 -66384.396384 	 295.867368 	 295.765258
12:01:53.675 AM 2026-08-24 	 72.777653 	 71.468319 	 289.582334 	 295.715368 	 -66384.323176 	 -66384.323176 	 295.874597 	 295.773900
12:01:58.780 AM 2026-08-24 	 72.718777 	 71.180160 	 289.581722 	 295.715521 	 -66384.371981 	 -66384.371981 	 295.857388 	 295.762335
12:02:03.926 AM 2026-08-24 	 72.272433 	 71.767058 	 289.583558 	 295.717054 	 -66384.329277 	 -66384.329277 	 295.865682 	 295.766396
12:02:09.009 AM 2026-08-24 	 72.390183 	 70.571096 	 289.582640 	 295.715828 	 -66384.335377 	 -66384.335377 	 295.867119 	 295.771127
12:02:14.132 AM 2026-08-24 	 72.292561 	 70.868827 	 289.582793 	 295.716288 	 -66384.286572 	 -66384.286572 	 295.881505 	 295.783633
12:02:19.261 AM 2026-08-24 	 72.232176 	 71.250185 	 289.583558 	 295.716748 	 -66384.310975 	 -66384.310975 	 295.858550 	 295.776674
12:02:24.387 AM 2026-08-24 	 72.384396 	 72.020709 	 289.584169 	 295.716901 	 -66384.359780 	 -66384.359780 	 295.867689 	 295.778285
12:02:29.535 AM 2026-08-24 	 72.665437 	 71.835320 	 289.582946 	 295.713989 	 -66384.359780 	 -66384.359780 	 295.862513 	 295.796638
