Timestamp	PTD1 (MPa)	PTD2 (MPa)	RTD0_PVtop (K)	RTD1_room (K)	TC0_bath (K)	TC1_PVtop (K)	TC2_PTD2 (K)	TC3_PVside (K)
12:00:02.332 AM 2026-07-30 	 2.442394 	 0.329492 	 295.639239 	 295.254017 	 -66373.289443 	 -22006.030213 	 295.294661 	 295.265454
12:00:07.468 AM 2026-07-30 	 1.550963 	 0.804300 	 295.638626 	 295.253404 	 -66373.191944 	 -21990.697539 	 295.293320 	 295.252335
12:00:12.581 AM 2026-07-30 	 1.828985 	 0.441582 	 295.639392 	 295.250798 	 -66373.204132 	 -21977.210435 	 295.294312 	 295.244376
12:00:17.747 AM 2026-07-30 	 1.982966 	 0.496242 	 295.638779 	 295.248346 	 -66373.258975 	 -21960.919051 	 295.296421 	 295.249783
12:00:22.885 AM 2026-07-30 	 2.022216 	 -0.171512 	 295.639239 	 295.246660 	 -66373.179757 	 -21943.169161 	 295.287146 	 295.249929
12:00:28.034 AM 2026-07-30 	 2.079582 	 1.433515 	 295.639239 	 295.245741 	 -66373.179757 	 -21928.240644 	 295.279609 	 295.240507
12:00:33.154 AM 2026-07-30 	 2.292942 	 -0.042042 	 295.638626 	 295.246354 	 -66373.167570 	 -21910.539084 	 295.278617 	 295.239986
12:00:38.281 AM 2026-07-30 	 1.992779 	 0.400525 	 295.638473 	 295.246200 	 -66373.246787 	 -21895.002179 	 295.291189 	 295.259626
12:00:43.426 AM 2026-07-30 	 2.415221 	 1.542079 	 295.639392 	 295.245128 	 -66373.167570 	 -21879.409315 	 295.297931 	 295.258360
12:00:48.564 AM 2026-07-30 	 1.989256 	 -0.165467 	 295.638932 	 295.245281 	 -66373.222413 	 -21862.940553 	 295.312759 	 295.243508
12:00:53.704 AM 2026-07-30 	 3.004476 	 0.029746 	 295.637553 	 295.245587 	 -66373.228506 	 -21844.818837 	 295.299594 	 295.242591
12:00:58.837 AM 2026-07-30 	 1.934407 	 0.896743 	 295.638473 	 295.246200 	 -66373.210225 	 -21830.498868 	 295.305643 	 295.250525
12:01:03.958 AM 2026-07-30 	 1.919814 	 -0.123905 	 295.638626 	 295.245587 	 -66373.173663 	 -21813.224995 	 295.313030 	 295.215512
12:01:09.101 AM 2026-07-30 	 1.443276 	 0.268787 	 295.639239 	 295.245434 	 -66373.179757 	 -21795.089077 	 295.292799 	 295.243334
12:01:14.275 AM 2026-07-30 	 1.299359 	 0.208586 	 295.637400 	 295.244821 	 -66373.277256 	 -21783.558289 	 295.295554 	 295.233839
12:01:19.390 AM 2026-07-30 	 1.755516 	 0.115136 	 295.638319 	 295.243902 	 -66373.313818 	 -21767.139273 	 295.294761 	 295.226450
12:01:24.513 AM 2026-07-30 	 1.860938 	 0.463496 	 295.638473 	 295.244515 	 -66373.447882 	 -21750.629349 	 295.299549 	 295.259036
12:01:29.671 AM 2026-07-30 	 1.397485 	 0.993468 	 295.637400 	 295.244515 	 -66373.521008 	 -21732.702132 	 295.308799 	 295.239548
12:01:34.812 AM 2026-07-30 	 1.915285 	 0.236294 	 295.637247 	 295.242982 	 -66373.600229 	 -21720.956435 	 295.285098 	 295.260130
12:01:39.944 AM 2026-07-30 	 1.818921 	 -0.034233 	 295.636481 	 295.241909 	 -66373.716014 	 -21704.139951 	 295.294052 	 295.253538
12:01:45.099 AM 2026-07-30 	 1.342132 	 0.930244 	 295.637707 	 295.237771 	 -66373.898836 	 -21687.220947 	 295.307048 	 295.225076
12:01:50.202 AM 2026-07-30 	 2.527184 	 0.199266 	 295.636787 	 295.236852 	 -66373.917118 	 -21670.758777 	 295.287809 	 295.236458
12:01:55.340 AM 2026-07-30 	 1.691861 	 1.026717 	 295.638319 	 295.234246 	 -66374.087755 	 -21654.974190 	 295.288978 	 295.256001
12:02:00.450 AM 2026-07-30 	 2.146508 	 0.356948 	 295.636174 	 295.231181 	 -66374.209641 	 -21639.691451 	 295.264038 	 295.244251
12:02:05.597 AM 2026-07-30 	 1.579394 	 1.277345 	 295.636940 	 295.229342 	 -66374.252301 	 -21619.030990 	 295.283056 	 295.266568
12:02:10.756 AM 2026-07-30 	 1.401007 	 1.435782 	 295.636481 	 295.227349 	 -66374.496078 	 -21607.214358 	 295.295360 	 295.264739
12:02:15.888 AM 2026-07-30 	 1.945729 	 -0.479570 	 295.636327 	 295.224897 	 -66374.642348 	 -21591.596108 	 295.295958 	 295.233302
12:02:21.019 AM 2026-07-30 	 1.793005 	 0.829237 	 295.635715 	 295.225663 	 -66374.624064 	 -21576.849974 	 295.293999 	 295.239351
12:02:26.148 AM 2026-07-30 	 2.106000 	 0.234027 	 295.636481 	 295.223978 	 -66374.812998 	 -21560.337231 	 295.283938 	 295.226933
12:02:31.272 AM 2026-07-30 	 1.933149 	 1.168530 	 295.635102 	 295.223518 	 -66374.794714 	 -21546.815173 	 295.274912 	 295.236752
12:02:36.399 AM 2026-07-30 	 2.606188 	 1.494220 	 295.635408 	 295.223824 	 -66374.892230 	 -21529.123742 	 295.288031 	 295.244689
12:02:41.535 AM 2026-07-30 	 1.419374 	 1.806309 	 295.635408 	 295.223365 	 -66374.873945 	 -21512.231841 	 295.279947 	 295.255450
12:02:46.686 AM 2026-07-30 	 1.841816 	 0.393975 	 295.634489 	 295.224437 	 -66374.642348 	 -21493.271889 	 295.289363 	 295.256858
12:02:51.827 AM 2026-07-30 	 1.625689 	 0.989438 	 295.634795 	 295.223978 	 -66374.544835 	 -21477.342923 	 295.293675 	 295.237614
12:02:56.957 AM 2026-07-30 	 1.121979 	 0.370550 	 295.635408 	 295.224591 	 -66374.337623 	 -21456.288333 	 295.289530 	 295.229227
12:03:02.092 AM 2026-07-30 	 1.992275 	 0.854678 	 295.634182 	 295.225510 	 -66374.118227 	 -21438.482200 	 295.310772 	 295.246704
12:03:07.229 AM 2026-07-30 	 1.729853 	 1.463490 	 295.635408 	 295.224437 	 -66373.941495 	 -21418.902552 	 295.272834 	 295.277073
12:03:12.382 AM 2026-07-30 	 2.238092 	 2.116382 	 295.634795 	 295.224131 	 -66373.667262 	 -21405.255676 	 295.300447 	 295.245800
12:03:17.524 AM 2026-07-30 	 1.454095 	 0.374580 	 295.635408 	 295.225050 	 -66373.490539 	 -21384.961573 	 295.286063 	 295.249317
12:03:22.647 AM 2026-07-30 	 2.669592 	 0.933518 	 295.634029 	 295.224591 	 -66373.143195 	 -21368.119658 	 295.284641 	 295.241300
12:03:27.802 AM 2026-07-30 	 2.622794 	 0.130249 	 295.633723 	 295.224744 	 -66372.936014 	 -21347.702956 	 295.279083 	 295.246105
12:03:32.968 AM 2026-07-30 	 1.641792 	 0.435033 	 295.634182 	 295.223671 	 -66372.667904 	 -21329.810505 	 295.274688 	 295.244065
12:03:38.126 AM 2026-07-30 	 1.703183 	 0.434026 	 295.634948 	 295.224744 	 -66372.399801 	 -21311.469634 	 295.271235 	 295.259928
12:03:43.242 AM 2026-07-30 	 1.881821 	 -0.310302 	 295.633416 	 295.225050 	 -66372.204823 	 -21293.354454 	 295.304355 	 295.229449
12:03:48.394 AM 2026-07-30 	 2.129399 	 1.169285 	 295.633263 	 295.225357 	 -66371.973291 	 -21271.559761 	 295.283622 	 295.239809
12:03:53.520 AM 2026-07-30 	 1.710983 	 0.039066 	 295.634182 	 295.226123 	 -66371.955012 	 -21255.057664 	 295.283547 	 295.257166
