Timestamp	PTD1 raw (mA)	PTD1 T0 (K)	PTD1 aT (PSI/K)	PTD1 adj (PSI)	PTD2 raw (mA)	PTD2 T0 (K)	PTD2 aT (PSI/K)	PTD2 adj (PSI)	RTD0 Rraw (Ohm)	RTD1 Rraw (Ohm)	DAQ thermistor T (K)
12:00:03.793 AM 2026-08-21 	 5.586825 	 297.647000 	 44.546000 	 -85.853908 	 5.574174 	 297.647000 	 44.546000 	 -85.853908 	 106.451397 	 108.793705 	 298.749167
12:00:08.930 AM 2026-08-21 	 5.586291 	 297.647000 	 44.546000 	 -85.308668 	 5.564696 	 297.647000 	 44.546000 	 -85.308668 	 106.451278 	 108.794242 	 298.749638
12:00:14.083 AM 2026-08-21 	 5.588115 	 297.647000 	 44.546000 	 -86.003714 	 5.574918 	 297.647000 	 44.546000 	 -86.003714 	 106.451159 	 108.794837 	 298.750035
12:00:19.217 AM 2026-08-21 	 5.591824 	 297.647000 	 44.546000 	 -85.982605 	 5.570507 	 297.647000 	 44.546000 	 -85.982605 	 106.451337 	 108.795195 	 298.750507
12:00:24.368 AM 2026-08-21 	 5.584598 	 297.647000 	 44.546000 	 -84.973911 	 5.577742 	 297.647000 	 44.546000 	 -84.973911 	 106.451218 	 108.794658 	 298.751028
12:00:29.510 AM 2026-08-21 	 5.587899 	 297.647000 	 44.546000 	 -86.696274 	 5.579564 	 297.647000 	 44.546000 	 -86.696274 	 106.450801 	 108.794063 	 298.751425
12:00:34.623 AM 2026-08-21 	 5.582096 	 297.647000 	 44.546000 	 -85.362245 	 5.572682 	 297.647000 	 44.546000 	 -85.362245 	 106.451873 	 108.793765 	 298.751251
12:00:39.740 AM 2026-08-21 	 5.585505 	 297.647000 	 44.546000 	 -84.509217 	 5.575219 	 297.647000 	 44.546000 	 -84.509217 	 106.451278 	 108.794122 	 298.751574
12:00:44.870 AM 2026-08-21 	 5.580596 	 297.647000 	 44.546000 	 -85.041105 	 5.585286 	 297.647000 	 44.546000 	 -85.041105 	 106.451099 	 108.794599 	 298.751400
12:00:50.027 AM 2026-08-21 	 5.587782 	 297.647000 	 44.546000 	 -85.936909 	 5.578962 	 297.647000 	 44.546000 	 -85.936909 	 106.451456 	 108.793884 	 298.751995
12:00:55.182 AM 2026-08-21 	 5.579954 	 297.647000 	 44.546000 	 -85.277130 	 5.567201 	 297.647000 	 44.546000 	 -85.277130 	 106.452052 	 108.793229 	 298.751747
